id,block_type,code_prm,p,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,MAR
b11,normal,,1000000.0,-87.89130334704349,-82.64406135617523,-78.70862986302403,-77.39681936530695,-77.39681936530695,-78.70862986302403,-97.07397683106296,-112.81570280366776,-124.62199728312137,-125.93380778083842,-125.93380778083842,-124.62199728312137,-124.62199728312137,-124.62199728312137,-121.99837628768725,-123.3101867854043,-129.86923927398962,-131.1810497717067,-131.1810497717067,-125.93380778083842,-119.3747552922531,-108.88027131051656,-95.76216633334589,-82.64406135617523,1
b12,normal,,1000000.0,-64.34212669776552,-60.500805700884,-57.61981495322286,-56.65948470400247,-56.65948470400247,-57.61981495322286,-71.06443844230819,-82.58840143295276,-91.23137367593618,-92.19170392515657,-92.19170392515657,-91.23137367593618,-91.23137367593618,-91.23137367593618,-89.31071317749544,-90.2710434267158,-95.0726946728177,-96.0330249220381,-96.0330249220381,-92.19170392515657,-87.39005267905468,-79.7074106852916,-70.10410819308781,-60.500805700884,1
b13,normal,,1000000.0,-105.13507671803285,-98.85835571994131,-94.1508149713727,-92.5816347218498,-92.5816347218498,-94.1508149713727,-116.11933846469299,-134.94950145896752,-149.07212370467343,-150.64130395419627,-150.64130395419627,-149.07212370467343,-149.07212370467343,-149.07212370467343,-145.93376320562766,-147.50294345515053,-155.34884470276492,-156.91802495228782,-156.91802495228782,-150.64130395419627,-142.7954027065819,-130.2419607103989,-114.5501582151701,-98.85835571994131,1
b14,normal,,1000000.0,-33.16905309469053,-31.18881111888811,-29.703629637036297,-29.20856914308569,-29.20856914308569,-29.703629637036297,-36.63447655234477,-42.57520247975202,-47.030746925307476,-47.52580741925807,-47.52580741925807,-47.030746925307476,-47.030746925307476,-47.030746925307476,-46.04062593740627,-46.535686431356865,-49.0109889011099,-49.5060493950605,-49.5060493950605,-47.52580741925807,-45.050504949505054,-41.09002099790021,-36.13941605839416,-31.18881111888811,1
b15,normal,,1000000.0,-110.43945,-103.84604999999999,-98.901,-97.25264999999999,-97.25264999999999,-98.901,-121.97789999999999,-141.7581,-156.59324999999998,-158.2416,-158.2416,-156.59324999999998,-156.59324999999998,-156.59324999999998,-153.29655,-154.9449,-163.18665,-164.83499999999998,-164.83499999999998,-158.2416,-149.99985,-136.81304999999998,-120.32954999999998,-103.84604999999999,1
b16,normal,,1000000.0,-60.032703276062094,-56.44866128943152,-53.76062979945859,-52.864619302800946,-52.864619302800946,-53.76062979945859,-66.3047767526656,-77.05690271255732,-85.1209971824761,-86.01700767913376,-86.01700767913376,-85.1209971824761,-85.1209971824761,-85.1209971824761,-83.32897618916083,-84.22498668581846,-88.70503916910667,-89.60104966576432,-89.60104966576432,-86.01700767913376,-81.53695519584554,-74.36887122258439,-65.40876625600795,-56.44866128943152,1
b17,normal,,1000000.0,-42.453226670833175,-39.91870567555955,-38.01781492910433,-37.38418468028593,-37.38418468028593,-38.01781492910433,-46.88863841256201,-54.492201398382875,-60.194873637748515,-60.82850388656693,-60.82850388656693,-60.194873637748515,-60.194873637748515,-60.194873637748515,-58.92761314011172,-59.561243388930116,-62.72939463302214,-63.36302488184055,-63.36302488184055,-60.82850388656693,-57.660352642474905,-52.59131065192766,-46.255008163743604,-39.91870567555955,1
s1pattern1+s2pattern1+s5pattern1+s6pattern1,exclusive,s1exclusive,44.369873417721514,63.2,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s1pattern1l2+s2pattern1l2+s5pattern1l2+s6pattern1l2,linked,s1pattern1+s2pattern1+s5pattern1+s6pattern1,30.42,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern1l4+s2pattern1l4+s5pattern1l4+s6pattern1l4,linked,s1pattern1+s2pattern1+s5pattern1+s6pattern1,43.28,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern1l3+s2pattern1l3+s5pattern1l3+s6pattern1l3,linked,s1pattern1+s2pattern1+s5pattern1+s6pattern1,42.82,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern2+s2pattern2+s5pattern2+s6pattern2,exclusive,s1exclusive,39.43991561181434,63.2,63.2,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s1pattern2l2+s2pattern2l2+s5pattern2l2+s6pattern2l2,linked,s1pattern2+s2pattern2+s5pattern2+s6pattern2,30.42,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern2l4+s2pattern2l4+s5pattern2l4+s6pattern2l4,linked,s1pattern2+s2pattern2+s5pattern2+s6pattern2,43.28,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern2l3+s2pattern2l3+s5pattern2l3+s6pattern2l3,linked,s1pattern2+s2pattern2+s5pattern2+s6pattern2,42.82,15.2,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern3+s2pattern3+s5pattern3+s6pattern3,exclusive,s1exclusive,36.97493670886076,63.2,63.2,63.2,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s1pattern3l2+s2pattern3l2+s5pattern3l2+s6pattern3l2,linked,s1pattern3+s2pattern3+s5pattern3+s6pattern3,30.42,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern3l4+s2pattern3l4+s5pattern3l4+s6pattern3l4,linked,s1pattern3+s2pattern3+s5pattern3+s6pattern3,43.28,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern3l3+s2pattern3l3+s5pattern3l3+s6pattern3l3,linked,s1pattern3+s2pattern3+s5pattern3+s6pattern3,42.82,15.2,15.2,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern4+s2pattern4+s5pattern4+s6pattern4,exclusive,s1exclusive,35.495949367088606,63.2,63.2,63.2,63.2,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s1pattern4l2+s2pattern4l2+s5pattern4l2+s6pattern4l2,linked,s1pattern4+s2pattern4+s5pattern4+s6pattern4,30.42,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern4l4+s2pattern4l4+s5pattern4l4+s6pattern4l4,linked,s1pattern4+s2pattern4+s5pattern4+s6pattern4,43.28,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern4l3+s2pattern4l3+s5pattern4l3+s6pattern4l3,linked,s1pattern4+s2pattern4+s5pattern4+s6pattern4,42.82,15.2,15.2,15.2,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern5+s2pattern5+s5pattern5+s6pattern5,exclusive,s1exclusive,34.50995780590717,63.2,63.2,63.2,63.2,63.2,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s1pattern5l2+s2pattern5l2+s5pattern5l2+s6pattern5l2,linked,s1pattern5+s2pattern5+s5pattern5+s6pattern5,30.42,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern5l4+s2pattern5l4+s5pattern5l4+s6pattern5l4,linked,s1pattern5+s2pattern5+s5pattern5+s6pattern5,43.28,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern5l3+s2pattern5l3+s5pattern5l3+s6pattern5l3,linked,s1pattern5+s2pattern5+s5pattern5+s6pattern5,42.82,15.2,15.2,15.2,15.2,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern6+s2pattern6+s5pattern6+s6pattern6,exclusive,s1exclusive,33.805678119349004,63.2,63.2,63.2,63.2,63.2,63.2,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s1pattern6l2+s2pattern6l2+s5pattern6l2+s6pattern6l2,linked,s1pattern6+s2pattern6+s5pattern6+s6pattern6,30.42,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern6l4+s2pattern6l4+s5pattern6l4+s6pattern6l4,linked,s1pattern6+s2pattern6+s5pattern6+s6pattern6,43.28,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern6l3+s2pattern6l3+s5pattern6l3+s6pattern6l3,linked,s1pattern6+s2pattern6+s5pattern6+s6pattern6,42.82,15.2,15.2,15.2,15.2,15.2,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern7+s2pattern7+s5pattern7+s6pattern7,exclusive,s1exclusive,33.277468354430376,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s1pattern7l2+s2pattern7l2+s5pattern7l2+s6pattern7l2,linked,s1pattern7+s2pattern7+s5pattern7+s6pattern7,30.42,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern7l4+s2pattern7l4+s5pattern7l4+s6pattern7l4,linked,s1pattern7+s2pattern7+s5pattern7+s6pattern7,43.28,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern7l3+s2pattern7l3+s5pattern7l3+s6pattern7l3,linked,s1pattern7+s2pattern7+s5pattern7+s6pattern7,42.82,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern8+s2pattern8+s5pattern8+s6pattern8,exclusive,s1exclusive,32.86663853727145,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s1pattern8l2+s2pattern8l2+s5pattern8l2+s6pattern8l2,linked,s1pattern8+s2pattern8+s5pattern8+s6pattern8,30.42,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern8l4+s2pattern8l4+s5pattern8l4+s6pattern8l4,linked,s1pattern8+s2pattern8+s5pattern8+s6pattern8,43.28,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern8l3+s2pattern8l3+s5pattern8l3+s6pattern8l3,linked,s1pattern8+s2pattern8+s5pattern8+s6pattern8,42.82,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern9+s2pattern9+s5pattern9+s6pattern9,exclusive,s1exclusive,32.537974683544306,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s1pattern9l2+s2pattern9l2+s5pattern9l2+s6pattern9l2,linked,s1pattern9+s2pattern9+s5pattern9+s6pattern9,30.42,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern9l4+s2pattern9l4+s5pattern9l4+s6pattern9l4,linked,s1pattern9+s2pattern9+s5pattern9+s6pattern9,43.28,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern9l3+s2pattern9l3+s5pattern9l3+s6pattern9l3,linked,s1pattern9+s2pattern9+s5pattern9+s6pattern9,42.82,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern10+s2pattern10+s5pattern10+s6pattern10,exclusive,s1exclusive,32.26906789413118,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s1pattern10l2+s2pattern10l2+s5pattern10l2+s6pattern10l2,linked,s1pattern10+s2pattern10+s5pattern10+s6pattern10,30.42,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern10l4+s2pattern10l4+s5pattern10l4+s6pattern10l4,linked,s1pattern10+s2pattern10+s5pattern10+s6pattern10,43.28,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern10l3+s2pattern10l3+s5pattern10l3+s6pattern10l3,linked,s1pattern10+s2pattern10+s5pattern10+s6pattern10,42.82,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern11+s2pattern11+s5pattern11+s6pattern11,exclusive,s1exclusive,32.04497890295359,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s1pattern11l2+s2pattern11l2+s5pattern11l2+s6pattern11l2,linked,s1pattern11+s2pattern11+s5pattern11+s6pattern11,30.42,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern11l4+s2pattern11l4+s5pattern11l4+s6pattern11l4,linked,s1pattern11+s2pattern11+s5pattern11+s6pattern11,43.28,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern11l3+s2pattern11l3+s5pattern11l3+s6pattern11l3,linked,s1pattern11+s2pattern11+s5pattern11+s6pattern11,42.82,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern12+s2pattern12+s5pattern12+s6pattern12,exclusive,s1exclusive,31.855365141187924,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s1pattern12l2+s2pattern12l2+s5pattern12l2+s6pattern12l2,linked,s1pattern12+s2pattern12+s5pattern12+s6pattern12,30.42,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern12l4+s2pattern12l4+s5pattern12l4+s6pattern12l4,linked,s1pattern12+s2pattern12+s5pattern12+s6pattern12,43.28,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern12l3+s2pattern12l3+s5pattern12l3+s6pattern12l3,linked,s1pattern12+s2pattern12+s5pattern12+s6pattern12,42.82,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern13+s2pattern13+s5pattern13+s6pattern13,exclusive,s1exclusive,31.6928390596745,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s1pattern13l2+s2pattern13l2+s5pattern13l2+s6pattern13l2,linked,s1pattern13+s2pattern13+s5pattern13+s6pattern13,30.42,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern13l4+s2pattern13l4+s5pattern13l4+s6pattern13l4,linked,s1pattern13+s2pattern13+s5pattern13+s6pattern13,43.28,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern13l3+s2pattern13l3+s5pattern13l3+s6pattern13l3,linked,s1pattern13+s2pattern13+s5pattern13+s6pattern13,42.82,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern14+s2pattern14+s5pattern14+s6pattern14,exclusive,s1exclusive,31.551983122362866,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s1pattern14l2+s2pattern14l2+s5pattern14l2+s6pattern14l2,linked,s1pattern14+s2pattern14+s5pattern14+s6pattern14,30.42,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern14l4+s2pattern14l4+s5pattern14l4+s6pattern14l4,linked,s1pattern14+s2pattern14+s5pattern14+s6pattern14,43.28,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern14l3+s2pattern14l3+s5pattern14l3+s6pattern14l3,linked,s1pattern14+s2pattern14+s5pattern14+s6pattern14,42.82,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern15+s2pattern15+s5pattern15+s6pattern15,exclusive,s1exclusive,31.428734177215187,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s1pattern15l2+s2pattern15l2+s5pattern15l2+s6pattern15l2,linked,s1pattern15+s2pattern15+s5pattern15+s6pattern15,30.42,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern15l4+s2pattern15l4+s5pattern15l4+s6pattern15l4,linked,s1pattern15+s2pattern15+s5pattern15+s6pattern15,43.28,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern15l3+s2pattern15l3+s5pattern15l3+s6pattern15l3,linked,s1pattern15+s2pattern15+s5pattern15+s6pattern15,42.82,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s1pattern16+s2pattern16+s5pattern16+s6pattern16,exclusive,s1exclusive,31.319985107967234,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s1pattern16l2+s2pattern16l2+s5pattern16l2+s6pattern16l2,linked,s1pattern16+s2pattern16+s5pattern16+s6pattern16,30.42,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
