variable,value
"p_gen[3373 solar,22]",0.0
"p_gen[3373 solar,23]",0.0
"p_gen[3373 solar,24]",0.0
"p_gen[3374 onwind,1]",0.0
"p_gen[3374 onwind,2]",0.0
"p_gen[3374 onwind,3]",0.0
"p_gen[3374 onwind,4]",0.0
"p_gen[3374 onwind,5]",0.0
"p_gen[3374 onwind,6]",0.0
"p_gen[3374 onwind,7]",0.0
"p_gen[3374 onwind,8]",0.0
"p_gen[3374 onwind,9]",0.0
"p_gen[3374 onwind,10]",0.0
"p_gen[3374 onwind,11]",0.0
"p_gen[3374 onwind,12]",0.0
"p_gen[3374 onwind,13]",0.0
"p_gen[3374 onwind,14]",0.0
"p_gen[3374 onwind,15]",0.0
"p_gen[3374 onwind,16]",0.0
"p_gen[3374 onwind,17]",0.0
"p_gen[3374 onwind,18]",0.0
"p_gen[3374 onwind,19]",0.0
"p_gen[3374 onwind,20]",0.0
"p_gen[3374 onwind,21]",0.205659003751575
"p_gen[3374 onwind,22]",0.5101317867310201
"p_gen[3374 onwind,23]",0.3961638109025132
"p_gen[3374 onwind,24]",0.1894487017027905
"p_gen[3374 ror,1]",24.364243831656733
"p_gen[3374 ror,2]",24.357758653364257
"p_gen[3374 ror,3]",24.351293193076767
"p_gen[3374 ror,4]",24.344859556146748
"p_gen[3374 ror,5]",24.338344726593867
"p_gen[3374 ror,6]",24.33178559698967
"p_gen[3374 ror,7]",24.32527183448354
"p_gen[3374 ror,8]",24.318735637365545
"p_gen[3374 ror,9]",24.312321794177382
"p_gen[3374 ror,10]",24.30666132734396
"p_gen[3374 ror,11]",24.303007540090434
"p_gen[3374 ror,12]",24.303323375335964
"p_gen[3374 ror,13]",24.31280723562929
"p_gen[3374 ror,14]",24.325611659876976
"p_gen[3374 ror,15]",24.338712201117048
"p_gen[3374 ror,16]",24.346762335451817
"p_gen[3374 ror,17]",24.347297921364664
"p_gen[3374 ror,18]",24.3410006141927
"p_gen[3374 ror,19]",24.334215944370552
"p_gen[3374 ror,20]",24.32739900057741
"p_gen[3374 ror,21]",24.320658545359873
"p_gen[3374 ror,22]",24.313913687435377
"p_gen[3374 ror,23]",24.307015269244577
"p_gen[3374 ror,24]",24.300097864018195
"p_gen[3374 solar,1]",0.0
"p_gen[3374 solar,2]",0.0
"p_gen[3374 solar,3]",0.0
"p_gen[3374 solar,4]",0.0
"p_gen[3374 solar,5]",0.0
"p_gen[3374 solar,6]",0.0
"p_gen[3374 solar,7]",0.0
"p_gen[3374 solar,8]",10.601592900181863
"p_gen[3374 solar,9]",14.075343741005147
"p_gen[3374 solar,10]",12.477278541009497
"p_gen[3374 solar,11]",13.851449535274345
"p_gen[3374 solar,12]",13.02279105132339
"p_gen[3374 solar,13]",9.748793622376803
"p_gen[3374 solar,14]",12.502567836945532
"p_gen[3374 solar,15]",9.217958025208253
"p_gen[3374 solar,16]",8.486477760455395
"p_gen[3374 solar,17]",0.0
"p_gen[3374 solar,18]",0.0
"p_gen[3374 solar,19]",0.0
"p_gen[3374 solar,20]",0.0
"p_gen[3374 solar,21]",0.0
"p_gen[3374 solar,22]",0.0
"p_gen[3374 solar,23]",0.0
"p_gen[3374 solar,24]",0.0
"p_gen[3375 onwind,1]",0.0
"p_gen[3375 onwind,2]",0.0
"p_gen[3375 onwind,3]",0.0
"p_gen[3375 onwind,4]",0.0
"p_gen[3375 onwind,5]",0.0
"p_gen[3375 onwind,6]",0.0
"p_gen[3375 onwind,7]",0.0
"p_gen[3375 onwind,8]",0.0
"p_gen[3375 onwind,9]",0.0
"p_gen[3375 onwind,10]",0.0
"p_gen[3375 onwind,11]",0.0
"p_gen[3375 onwind,12]",0.0
"p_gen[3375 onwind,13]",0.0
"p_gen[3375 onwind,14]",0.0
"p_gen[3375 onwind,15]",0.0
"p_gen[3375 onwind,16]",0.0
"p_gen[3375 onwind,17]",0.0
"p_gen[3375 onwind,18]",0.0
"p_gen[3375 onwind,19]",0.0
"p_gen[3375 onwind,20]",0.0
"p_gen[3375 onwind,21]",0.0
"p_gen[3375 onwind,22]",1.434603039893649
"p_gen[3375 onwind,23]",2.2841814759275127
"p_gen[3375 onwind,24]",1.547670555690799
"p_gen[3375 ror,1]",41.25841050452752
"p_gen[3375 ror,2]",41.24742850360703
"p_gen[3375 ror,3]",41.236479893156194
"p_gen[3375 ror,4]",41.2255851723789
"p_gen[3375 ror,5]",41.21455296001405
"p_gen[3375 ror,6]",41.20344572994231
"p_gen[3375 ror,7]",41.19241532451443
"p_gen[3375 ror,8]",41.18134692831481
"p_gen[3375 ror,9]",41.17048572625998
"p_gen[3375 ror,10]",41.16090029172426
"p_gen[3375 ror,11]",41.15471296838914
"p_gen[3375 ror,12]",41.15524780379391
"p_gen[3375 ror,13]",41.17130777281464
"p_gen[3375 ror,14]",41.19299078483567
"p_gen[3375 ror,15]",41.2151752413716
"p_gen[3375 ror,16]",41.228807338854104
"p_gen[3375 ror,17]",41.22971430003892
"p_gen[3375 ror,18]",41.21905044007393
"p_gen[3375 ror,19]",41.2075612801971
"p_gen[3375 ror,20]",41.19601746757779
"p_gen[3375 ror,21]",41.18460318071241
"p_gen[3375 ror,22]",41.17318143830306
"p_gen[3375 ror,23]",41.16149965693876
"p_gen[3375 ror,24]",41.14978572292841
"p_gen[3375 solar,1]",0.0
"p_gen[3375 solar,2]",0.0
"p_gen[3375 solar,3]",0.0
"p_gen[3375 solar,4]",0.0
"p_gen[3375 solar,5]",0.0
"p_gen[3375 solar,6]",0.0
"p_gen[3375 solar,7]",0.0
"p_gen[3375 solar,8]",64.33068767709473
"p_gen[3375 solar,9]",112.1485381690602
"p_gen[3375 solar,10]",127.40101040611236
"p_gen[3375 solar,11]",140.08468417475925
"p_gen[3375 solar,12]",132.73198459222536
"p_gen[3375 solar,13]",103.52603739061732
"p_gen[3375 solar,14]",109.89401982480526
"p_gen[3375 solar,15]",84.1597116266549
"p_gen[3375 solar,16]",58.32703175873302
"p_gen[3375 solar,17]",0.0
"p_gen[3375 solar,18]",0.0
"p_gen[3375 solar,19]",0.0
"p_gen[3375 solar,20]",0.0
"p_gen[3375 solar,21]",0.0
"p_gen[3375 solar,22]",0.0
"p_gen[3375 solar,23]",0.0
"p_gen[3375 solar,24]",0.0
"p_gen[3378 onwind,1]",0.0
"p_gen[3378 onwind,2]",0.0
"p_gen[3378 onwind,3]",0.0
"p_gen[3378 onwind,4]",0.0
"p_gen[3378 onwind,5]",0.0
"p_gen[3378 onwind,6]",0.0
"p_gen[3378 onwind,7]",0.0
"p_gen[3378 onwind,8]",0.0
"p_gen[3378 onwind,9]",0.0
"p_gen[3378 onwind,10]",0.0
"p_gen[3378 onwind,11]",0.0
"p_gen[3378 onwind,12]",0.0
"p_gen[3378 onwind,13]",0.0
"p_gen[3378 onwind,14]",0.0
"p_gen[3378 onwind,15]",0.0
"p_gen[3378 onwind,16]",0.0
"p_gen[3378 onwind,17]",0.0
"p_gen[3378 onwind,18]",0.0
"p_gen[3378 onwind,19]",0.0
"p_gen[3378 onwind,20]",0.0
"p_gen[3378 onwind,21]",0.0
"p_gen[3378 onwind,22]",0.1364639642448527
"p_gen[3378 onwind,23]",0.1479352939383084
"p_gen[3378 onwind,24]",0.0
"p_gen[3378 ror,1]",227.9130774128004
"p_gen[3378 ror,2]",227.85241240909983
"p_gen[3378 ror,3]",227.79193185566285
"p_gen[3378 ror,4]",227.7317489908956
"p_gen[3378 ror,5]",227.67080661720743
"p_gen[3378 ror,6]",227.60944984276492
"p_gen[3378 ror,7]",227.5485174506675
"p_gen[3378 ror,8]",227.48737519605737
"p_gen[3378 ror,9]",227.42737749002728
"p_gen[3378 ror,10]",227.37442717379696
"p_gen[3378 ror,11]",227.34024815708227
"p_gen[3378 ror,12]",227.3432026088297
"p_gen[3378 ror,13]",227.4319185074285
"p_gen[3378 ror,14]",227.55169631604647
"p_gen[3378 ror,15]",227.67424412382695
"p_gen[3378 ror,16]",227.74954836484915
"p_gen[3378 ror,17]",227.754558453997
"p_gen[3378 ror,18]",227.6956508734091
"p_gen[3378 ror,19]",227.63218430374744
"p_gen[3378 ror,20]",227.56841583019337
"p_gen[3378 ror,21]",227.50536286198275
"p_gen[3378 ror,22]",227.442268709055
"p_gen[3378 ror,23]",227.37773809074363
"p_gen[3378 ror,24]",227.31302985995475
"p_gen[3378 solar,1]",0.0
"p_gen[3378 solar,2]",0.0
"p_gen[3378 solar,3]",0.0
"p_gen[3378 solar,4]",0.0
"p_gen[3378 solar,5]",0.0
"p_gen[3378 solar,6]",0.0
"p_gen[3378 solar,7]",0.0
"p_gen[3378 solar,8]",47.042335866216696
"p_gen[3378 solar,9]",84.62629265373253
"p_gen[3378 solar,10]",101.91527773205117
"p_gen[3378 solar,11]",112.82241159947702
"p_gen[3378 solar,12]",101.64343905144028
"p_gen[3378 solar,13]",79.11911454229909
"p_gen[3378 solar,14]",74.22862934021613
"p_gen[3378 solar,15]",56.817550564755294
"p_gen[3378 solar,16]",38.481256662552255
"p_gen[3378 solar,17]",6.623152086055299
"p_gen[3378 solar,18]",0.0
"p_gen[3378 solar,19]",0.0
"p_gen[3378 solar,20]",0.0
"p_gen[3378 solar,21]",0.0
"p_gen[3378 solar,22]",0.0
"p_gen[3378 solar,23]",0.0
"p_gen[3378 solar,24]",0.0
"p_gen[3379 onwind,1]",0.0
"p_gen[3379 onwind,2]",0.0
"p_gen[3379 onwind,3]",0.0
"p_gen[3379 onwind,4]",0.0
"p_gen[3379 onwind,5]",0.0
"p_gen[3379 onwind,6]",0.0
"p_gen[3379 onwind,7]",0.0
"p_gen[3379 onwind,8]",0.0
"p_gen[3379 onwind,9]",0.0
"p_gen[3379 onwind,10]",0.0
"p_gen[3379 onwind,11]",0.0
"p_gen[3379 onwind,12]",0.0
"p_gen[3379 onwind,13]",0.0
"p_gen[3379 onwind,14]",0.0
"p_gen[3379 onwind,15]",0.0
"p_gen[3379 onwind,16]",0.0
"p_gen[3379 onwind,17]",0.0
"p_gen[3379 onwind,18]",0.0
"p_gen[3379 onwind,19]",0.0
"p_gen[3379 onwind,20]",0.0
"p_gen[3379 onwind,21]",0.0
"p_gen[3379 onwind,22]",0.0
"p_gen[3379 onwind,23]",0.1098045235561844
"p_gen[3379 onwind,24]",0.0
"p_gen[3379 ror,1]",87.09632427965323
"p_gen[3379 ror,2]",87.0731413237004
"p_gen[3379 ror,3]",87.05002885488311
"p_gen[3379 ror,4]",87.02703014693115
"p_gen[3379 ror,5]",87.00374119483868
"p_gen[3379 ror,6]",86.98029388069477
"p_gen[3379 ror,7]",86.95700874303837
"p_gen[3379 ror,8]",86.93364340702885
"p_gen[3379 ror,9]",86.91071545695355
"p_gen[3379 ror,10]",86.8904806465361
"p_gen[3379 ror,11]",86.87741923401367
"p_gen[3379 ror,12]",86.87854826921598
"p_gen[3379 ror,13]",86.91245079363817
"p_gen[3379 ror,14]",86.95822353726182
"p_gen[3379 ror,15]",87.00505482806517
"p_gen[3379 ror,16]",87.03383212627972
"p_gen[3379 ror,17]",87.03574671737755
"p_gen[3379 ror,18]",87.0132353555915
"p_gen[3379 ror,19]",86.98898178929807
"p_gen[3379 ror,20]",86.96461285130411
"p_gen[3379 ror,21]",86.94051734161066
"p_gen[3379 ror,22]",86.91640609329647
"p_gen[3379 ror,23]",86.89174590388474
"p_gen[3379 ror,24]",86.86701784037768
"p_gen[3379 solar,1]",0.0
"p_gen[3379 solar,2]",0.0
"p_gen[3379 solar,3]",0.0
"p_gen[3379 solar,4]",0.0
"p_gen[3379 solar,5]",0.0
"p_gen[3379 solar,6]",0.0
"p_gen[3379 solar,7]",0.0
"p_gen[3379 solar,8]",15.736473358201453
"p_gen[3379 solar,9]",22.58047921356195
"p_gen[3379 solar,10]",20.55958239456208
"p_gen[3379 solar,11]",22.01936871324898
"p_gen[3379 solar,12]",21.59797199271463
"p_gen[3379 solar,13]",14.170704779060811
"p_gen[3379 solar,14]",17.004533261919224
"p_gen[3379 solar,15]",14.032697404726186
"p_gen[3379 solar,16]",12.437176429147067
"p_gen[3379 solar,17]",0.0
"p_gen[3379 solar,18]",0.0
"p_gen[3379 solar,19]",0.0
"p_gen[3379 solar,20]",0.0
"p_gen[3379 solar,21]",0.0
"p_gen[3379 solar,22]",0.0
"p_gen[3379 solar,23]",0.0
"p_gen[3379 solar,24]",0.0
"p_gen[3381 onwind,1]",0.0
"p_gen[3381 onwind,2]",0.0
"p_gen[3381 onwind,3]",0.0
"p_gen[3381 onwind,4]",0.1935238847857359
"p_gen[3381 onwind,5]",0.2320206046352055
"p_gen[3381 onwind,6]",0.1383321095769752
"p_gen[3381 onwind,7]",0.0
"p_gen[3381 onwind,8]",0.0
"p_gen[3381 onwind,9]",0.0
"p_gen[3381 onwind,10]",0.0
"p_gen[3381 onwind,11]",0.0
"p_gen[3381 onwind,12]",0.0
"p_gen[3381 onwind,13]",0.0
"p_gen[3381 onwind,14]",0.0
"p_gen[3381 onwind,15]",0.0
"p_gen[3381 onwind,16]",0.0
"p_gen[3381 onwind,17]",0.1659834852076174
"p_gen[3381 onwind,18]",0.3540501121193142
"p_gen[3381 onwind,19]",0.5709389868950446
"p_gen[3381 onwind,20]",0.672108912470241
"p_gen[3381 onwind,21]",0.8272318316577698
"p_gen[3381 onwind,22]",0.9189963931318712
"p_gen[3381 onwind,23]",0.5534062876093537
"p_gen[3381 onwind,24]",0.3320983154397046
"p_gen[3381 ror,1]",45.26662098576102
"p_gen[3381 ror,2]",45.25457209518929
"p_gen[3381 ror,3]",45.24255983893564
"p_gen[3381 ror,4]",45.23060670767971
"p_gen[3381 ror,5]",45.21850272767546
"p_gen[3381 ror,6]",45.20631644207426
"p_gen[3381 ror,7]",45.194214444548976
"p_gen[3381 ror,8]",45.18207076548909
"p_gen[3381 ror,9]",45.170154409263695
"p_gen[3381 ror,10]",45.159637760008266
"p_gen[3381 ror,11]",45.152849344824496
"p_gen[3381 ror,12]",45.153436138917186
"p_gen[3381 ror,13]",45.17105631676248
"p_gen[3381 ror,14]",45.194845810225345
"p_gen[3381 ror,15]",45.21918546300177
"p_gen[3381 ror,16]",45.23414190418395
"p_gen[3381 ror,17]",45.235136975678465
"p_gen[3381 ror,18]",45.223437133115986
"p_gen[3381 ror,19]",45.21083181363738
"p_gen[3381 ror,20]",45.19816653196078
"p_gen[3381 ror,21]",45.18564335932665
"p_gen[3381 ror,22]",45.173112006850424
"p_gen[3381 ror,23]",45.160295352912726
"p_gen[3381 ror,24]",45.147443422733765
"p_gen[3381 solar,1]",0.0
"p_gen[3381 solar,2]",0.0
"p_gen[3381 solar,3]",0.0
"p_gen[3381 solar,4]",0.0
"p_gen[3381 solar,5]",0.0
"p_gen[3381 solar,6]",0.0
"p_gen[3381 solar,7]",0.0
"p_gen[3381 solar,8]",14.729635214520314
"p_gen[3381 solar,9]",19.981839939810477
"p_gen[3381 solar,10]",18.64216344743735
"p_gen[3381 solar,11]",19.70226069647415
"p_gen[3381 solar,12]",19.45210793255729
"p_gen[3381 solar,13]",14.537062083445889
"p_gen[3381 solar,14]",18.36134863592497
"p_gen[3381 solar,15]",13.55142446270797
"p_gen[3381 solar,16]",12.659794762240514
"p_gen[3381 solar,17]",0.0
"p_gen[3381 solar,18]",0.0
"p_gen[3381 solar,19]",0.0
"p_gen[3381 solar,20]",0.0
"p_gen[3381 solar,21]",0.0
"p_gen[3381 solar,22]",0.0
"p_gen[3381 solar,23]",0.0
"p_gen[3381 solar,24]",0.0
"p_gen[3394 onwind,1]",0.0
"p_gen[3394 onwind,2]",0.0
"p_gen[3394 onwind,3]",0.5716952399237925
"p_gen[3394 onwind,4]",0.8683652341175233
"p_gen[3394 onwind,5]",0.9062965889353514
"p_gen[3394 onwind,6]",0.8024810847396079
"p_gen[3394 onwind,7]",0.9729430943977118
"p_gen[3394 onwind,8]",0.7498068397250929
"p_gen[3394 onwind,9]",0.5087551919921512
"p_gen[3394 onwind,10]",0.0
"p_gen[3394 onwind,11]",0.0
"p_gen[3394 onwind,12]",0.0
"p_gen[3394 onwind,13]",0.0
"p_gen[3394 onwind,14]",0.0
"p_gen[3394 onwind,15]",0.0
"p_gen[3394 onwind,16]",0.0
"p_gen[3394 onwind,17]",0.7374531489379684
"p_gen[3394 onwind,18]",1.7632133114868176
"p_gen[3394 onwind,19]",2.690324524261629
"p_gen[3394 onwind,20]",2.8813730638347956
"p_gen[3394 onwind,21]",3.0518255104787952
"p_gen[3394 onwind,22]",2.890565578509021
"p_gen[3394 onwind,23]",1.2986003768066887
"p_gen[3394 onwind,24]",0.7521282383104281
"p_gen[3394 ror,1]",55.17614369394777
"p_gen[3394 ror,2]",55.16145712572021
"p_gen[3394 ror,3]",55.14681521159659
"p_gen[3394 ror,4]",55.132245365793935
"p_gen[3394 ror,5]",55.117491648254614
"p_gen[3394 ror,6]",55.10263760722429
"p_gen[3394 ror,7]",55.08788630615746
"p_gen[3394 ror,8]",55.073084198860954
"p_gen[3394 ror,9]",55.058559178678685
"p_gen[3394 ror,10]",55.04574028171091
"p_gen[3394 ror,11]",55.03746578356023
"p_gen[3394 ror,12]",55.03818103542733
"p_gen[3394 ror,13]",55.05965852686656
"p_gen[3394 ror,14]",55.08865588697714
"p_gen[3394 ror,15]",55.118323844288895
"p_gen[3394 ror,16]",55.13655446830825
"p_gen[3394 ror,17]",55.13776737544758
"p_gen[3394 ror,18]",55.123506266922895
"p_gen[3394 ror,19]",55.10814145939555
"p_gen[3394 ror,20]",55.092703563071616
"p_gen[3394 ror,21]",55.07743888552959
"p_gen[3394 ror,22]",55.06216423745889
"p_gen[3394 ror,23]",55.046541831280955
"p_gen[3394 ror,24]",55.030876426378704
"p_gen[3394 solar,1]",0.0
"p_gen[3394 solar,2]",0.0
"p_gen[3394 solar,3]",0.0
"p_gen[3394 solar,4]",0.0
"p_gen[3394 solar,5]",0.0
"p_gen[3394 solar,6]",0.0
"p_gen[3394 solar,7]",0.0
"p_gen[3394 solar,8]",52.95598606085129
"p_gen[3394 solar,9]",75.45386416650751
"p_gen[3394 solar,10]",67.97163787381551
"p_gen[3394 solar,11]",71.61882619652813
"p_gen[3394 solar,12]",80.03672779629981
"p_gen[3394 solar,13]",59.525671005074244
"p_gen[3394 solar,14]",75.51303948897525
"p_gen[3394 solar,15]",52.831065681466065
"p_gen[3394 solar,16]",41.18821154753214
"p_gen[3394 solar,17]",0.0
"p_gen[3394 solar,18]",0.0
"p_gen[3394 solar,19]",0.0
"p_gen[3394 solar,20]",0.0
"p_gen[3394 solar,21]",0.0
"p_gen[3394 solar,22]",0.0
