id,t,p,q
247,1,250.0,2.1
248,1,250.0,117.3
249,1,250.0,5.7
250,1,250.0,0.3
251,1,250.0,27.0
252,1,250.0,54.6
253,1,250.0,1.6
254,1,250.0,0.1
255,1,250.0,1.3
256,1,250.0,1.9
257,1,250.0,0.8
258,1,250.0,3.4
259,1,250.0,1.4
260,1,250.0,13.9
261,1,250.0,0.1
262,1,250.0,0.6
263,1,250.0,0.2
264,1,250.0,0.1
265,1,250.0,0.2
266,1,250.0,0.3
267,1,250.0,20.3
268,1,250.0,0.3
269,1,250.0,0.1
270,1,250.0,0.9
271,1,250.0,1.0
272,1,250.0,0.7
273,1,250.0,0.3
274,1,250.0,4.7
275,1,250.0,1.7
276,1,250.0,1.6
277,1,250.0,5.9
278,1,250.0,0.1
279,1,250.0,1.2
280,1,250.0,1.4
281,1,250.0,1.2
282,1,245.0,0.2
283,1,245.0,0.4
284,1,242.0,10.7
285,1,240.0,12.8
286,1,240.0,5.5
287,1,235.0,8.1
288,1,235.0,0.5
289,1,231.0,31.0
290,1,230.0,0.1
291,1,226.12,147.2
292,1,225.0,31.1
293,1,225.0,31.2
294,1,220.0,1.4
295,1,220.0,0.3
296,1,220.0,0.1
297,1,220.0,0.3
298,1,220.0,1.6
299,1,220.0,0.4
300,1,220.0,0.4
301,1,220.0,0.3
302,1,220.0,0.4
303,1,210.0,0.1
304,1,210.0,1.3
305,1,210.0,0.5
306,1,210.0,0.2
307,1,205.8,0.4
308,1,200.01,7.4
309,1,200.0,0.3
310,1,200.0,0.8
311,1,200.0,0.3
312,1,200.0,0.1
313,1,200.0,0.9
314,1,200.0,0.7
315,1,200.0,0.2
316,1,200.0,3.5
317,1,200.0,0.4
318,1,200.0,2.6
319,1,200.0,7.9
320,1,200.0,1.8
321,1,200.0,2.0
322,1,200.0,1.3
323,1,200.0,0.1
324,1,200.0,0.1
325,1,200.0,0.2
326,1,200.0,0.2
327,1,200.0,0.3
328,1,200.0,0.1
329,1,200.0,0.1
330,1,200.0,2.6
331,1,200.0,0.8
332,1,200.0,1.1
333,1,200.0,0.6
334,1,200.0,0.5
335,1,200.0,0.6
336,1,200.0,0.7
337,1,200.0,0.4
338,1,200.0,0.2
339,1,200.0,0.2
340,1,200.0,0.6
341,1,200.0,0.4
342,1,200.0,8.3
343,1,200.0,0.4
344,1,200.0,41.7
345,1,200.0,2.3
346,1,200.0,0.1
347,1,200.0,1.0
348,1,196.12,67.4
349,1,196.12,100.0
350,1,196.12,100.0
351,1,191.12,75.0
352,1,191.12,75.0
353,1,191.1,2.1
354,1,191.1,1.9
355,1,191.1,0.4
356,1,191.1,0.1
357,1,191.1,0.6
358,1,191.1,7.5
359,1,191.1,0.5
360,1,191.1,0.9
361,1,191.1,0.8
362,1,191.1,3.0
363,1,191.1,36.4
364,1,191.1,0.1
365,1,191.1,3.4
366,1,191.1,6.6
367,1,191.1,2.2
368,1,191.1,1.3
369,1,190.0,1.0
370,1,186.12,60.0
371,1,186.12,17.7
372,1,185.0,0.6
373,1,181.12,40.0
374,1,180.0,0.8
375,1,180.0,5.0
376,1,180.0,3.0
377,1,180.0,0.1
378,1,180.0,0.1
379,1,180.0,0.8
380,1,180.0,0.4
381,1,180.0,3.4
382,1,180.0,2.1
383,1,180.0,4.7
384,1,180.0,4.1
385,1,180.0,20.7
386,1,180.0,1.4
387,1,180.0,0.3
388,1,180.0,38.9
389,1,176.12,15.0
390,1,176.0,0.9
391,1,175.0,2.0
392,1,174.42,4.4
393,1,171.0,0.3
394,1,170.8,0.4
395,1,170.8,0.1
396,1,170.8,60.7
397,1,170.0,44.4
398,1,169.86,109.2
399,1,169.86,62.6
400,1,165.0,11.0
401,1,160.0,24.4
402,1,155.0,20.0
403,1,151.0,1.1
404,1,150.0,41.2
405,1,150.0,3.7
406,1,150.0,0.8
407,1,150.0,8.0
408,1,150.0,15.1
409,1,150.0,26.3
410,1,150.0,0.5
411,1,150.0,13.6
412,1,150.0,6.4
413,1,150.0,0.1
414,1,150.0,0.2
415,1,150.0,0.4
416,1,150.0,0.9
417,1,150.0,0.1
418,1,150.0,1.7
419,1,150.0,3.6
420,1,150.0,0.1
421,1,150.0,0.6
422,1,150.0,0.7
423,1,150.0,0.3
424,1,150.0,1.1
425,1,150.0,0.2
426,1,150.0,0.5
427,1,140.0,0.7
428,1,140.0,0.5
429,1,137.0,1.2
430,1,130.0,5.9
431,1,130.0,0.6
432,1,129.4,1.0
433,1,126.4,1.0
434,1,120.0,20.0
435,1,119.99,11.0
436,1,119.99,11.5
437,1,119.0,13.2
438,1,115.0,20.0
439,1,112.0,12.7
440,1,111.0,20.0
441,1,110.0,2.2
442,1,109.99,6.9
443,1,109.99,14.8
444,1,109.0,13.2
445,1,105.0,12.7
446,1,105.0,6.0
447,1,101.99,12.0
448,1,101.99,0.2
449,1,101.99,9.0
450,1,100.0,13.2
451,1,100.0,20.0
452,1,99.99,3.9
453,1,99.99,7.6
454,1,99.99,7.0
455,1,99.99,2.7
456,1,99.0,40.0
457,1,97.99,2.6
458,1,97.99,3.5
459,1,97.99,9.6
460,1,97.99,4.9
461,1,97.99,0.4
462,1,97.0,5.9
463,1,97.0,20.0
464,1,97.0,12.8
465,1,94.99,1.0
466,1,94.99,0.2
467,1,94.99,5.1
468,1,94.99,7.6
469,1,94.99,7.4
470,1,91.0,13.2
471,1,90.99,6.6
472,1,90.99,8.1
473,1,90.99,6.5
474,1,90.0,14.8
475,1,90.0,20.0
476,1,87.5,14.8
477,1,87.15,4.5
478,1,87.0,1.8
479,1,87.0,0.6
480,1,87.0,0.3
481,1,87.0,1.6
482,1,87.0,1.9
483,1,85.01,8.5
484,1,85.01,36.1
485,1,85.01,15.4
486,1,85.0,14.6
487,1,85.0,12.0
488,1,85.0,15.0
489,1,83.86,7.5
490,1,82.5,14.9
491,1,82.15,4.5
492,1,81.86,7.5
493,1,80.56,8.7
494,1,80.01,4.1
495,1,80.01,15.9
496,1,80.0,14.8
497,1,80.0,20.0
498,1,79.86,7.5
499,1,79.15,3.0
500,1,77.86,7.5
501,1,77.15,3.0
502,1,76.89,5.4
503,1,76.0,8.8
504,1,75.0,15.0
505,1,75.0,20.0
506,1,74.39,5.4
507,1,74.15,3.0
508,1,72.15,3.0
509,1,71.89,5.4
510,1,70.0,0.8
511,1,70.0,20.0
512,1,70.0,1.1
513,1,70.0,20.0
514,1,70.0,7.2
515,1,70.0,2.0
516,1,70.0,2.4
517,1,70.0,1.6
518,1,70.0,1.0
519,1,69.39,5.4
520,1,67.15,3.0
521,1,66.89,5.5
522,1,65.0,20.0
523,1,64.5,25.0
524,1,62.19,20.0
525,1,62.15,3.0
526,1,61.89,20.0
527,1,61.0,20.0
528,1,60.15,1.5
529,1,59.0,30.0
530,1,57.19,21.3
531,1,57.15,1.5
532,1,56.0,60.0
533,1,55.64,20.0
534,1,53.5,35.0
535,1,51.12,10.0
536,1,51.12,10.0
537,1,49.39,20.0
538,1,48.0,40.0
539,1,47.19,20.0
540,1,47.07,4.9
541,1,47.07,12.3
542,1,46.12,10.0
543,1,46.12,10.0
544,1,43.24,32.8
545,1,43.14,5.0
546,1,43.14,20.0
547,1,42.1,220.0
548,1,41.89,220.0
549,1,41.68,220.0
550,1,41.43,220.0
551,1,41.12,10.0
552,1,41.12,10.0
553,1,40.3,89.0
554,1,40.0,300.0
555,1,39.3,25.0
556,1,38.1,190.0
557,1,38.07,25.0
558,1,37.97,205.0
559,1,37.84,205.0
560,1,36.89,40.0
561,1,36.2,78.0
562,1,34.2,72.0
563,1,34.03,72.0
564,1,33.86,72.0
565,1,30.3,89.0
566,1,30.0,52.0
567,1,25.01,340.0
568,1,22.92,5.1
569,1,20.3,89.0
570,1,18.01,209.9
571,1,15.0,100.0
572,1,15.0,73.0
573,1,15.0,33.0
574,1,10.3,89.0
575,1,9.99,33.0
576,1,9.99,73.0
577,1,2.92,15.1
578,1,2.0,1.0
579,1,1.0,0.1
580,1,1.0,0.1
581,1,0.5,91.3
582,1,0.31,91.3
583,1,0.2,126.0
584,1,0.18,126.0
585,1,0.1,76.0
586,1,0.09,76.0
587,1,0.04,91.3
588,1,0.0,94.3
589,1,0.0,0.1
590,1,0.0,0.5
591,1,0.0,0.1
592,1,-0.94,18.0
593,1,-1.0,18.0
594,1,-1.0,0.8
595,1,-1.26,94.3
596,1,-1.9,53.0
597,1,-4.5,0.1
598,1,-5.0,1.0
599,1,-5.12,114.6
600,1,-5.13,60.8
601,1,-5.14,53.8
602,1,-7.01,60.8
603,1,-7.02,55.8
604,1,-10.0,0.1
605,1,-15.5,30.9
606,1,-20.0,17.4
607,1,-25.0,4.0
608,1,-29.99,116.6
609,1,-30.0,69.9
610,1,-40.0,40.1
611,1,-50.0,50.7
612,1,-51.0,4.4
613,1,-51.0,64.0
614,1,-100.0,3629.4
615,1,-499.0,0.1
616,1,-499.0,0.1
617,1,-499.0,0.3
618,1,-500.0,0.9
619,1,-500.0,129.1
620,1,-500.0,5314.9
621,1,-500.0,55.9
622,1,-500.0,-9.5
623,1,-120.0,-45.0
624,1,-120.0,-42.6
625,1,-100.0,-13.0
626,1,-60.0,-7.3
627,1,-60.0,-46.8
628,1,-60.0,-8.6
629,1,-50.0,-12.8
630,1,-50.0,-2.8
631,1,-50.0,-1.5
632,1,-50.0,-2.9
633,1,-50.0,-5.0
634,1,-50.0,-34.0
635,1,-50.0,-0.5
636,1,-50.0,-1.0
637,1,-50.0,-1.2
638,1,-50.0,-11.6
639,1,-50.0,-22.0
640,1,-50.0,-7.1
641,1,-50.0,-5.2
642,1,-50.0,-9.4
643,1,-50.0,-5.0
644,1,-50.0,-16.5
645,1,-50.0,-0.4
646,1,-50.0,-16.1
647,1,-50.0,-0.4
648,1,-50.0,-0.6
649,1,-50.0,-1.2
650,1,-50.0,-3.0
651,1,-50.0,-3.9
652,1,-50.0,-27.6
653,1,-40.0,-40.5
654,1,-40.0,-41.0
655,1,-40.0,-42.0
656,1,-40.0,-40.0
657,1,-38.49,-17.6
658,1,-30.1,-24.5
659,1,-30.01,-26.5
660,1,-30.0,-2.3
661,1,-25.0,-2.9
662,1,-25.0,-3.2
663,1,-25.0,-36.5
664,1,-25.0,-12.0
665,1,-25.0,-7.9
666,1,-25.0,-18.0
667,1,-25.0,-0.6
668,1,-25.0,-7.5
669,1,-25.0,-14.7
670,1,-25.0,-10.1
671,1,-25.0,-6.0
672,1,-25.0,-7.9
673,1,-25.0,-21.0
674,1,-25.0,-49.3
675,1,-25.0,-27.6
676,1,-25.0,-18.7
677,1,-25.0,-6.7
678,1,-25.0,-17.3
679,1,-25.0,-5.1
680,1,-25.0,-13.9
681,1,-25.0,-17.5
682,1,-25.0,-7.1
683,1,-25.0,-5.6
684,1,-25.0,-5.6
685,1,-25.0,-3.2
686,1,-20.01,-13.2
687,1,-20.0,-0.2
688,1,-20.0,-0.3
689,1,-20.0,-5.5
690,1,-20.0,-1.0
691,1,-20.0,-14.9
692,1,-20.0,-5.7
693,1,-20.0,-1.6
694,1,-20.0,-4.0
695,1,-20.0,-74.5
696,1,-20.0,-1.2
697,1,-20.0,-3.4
698,1,-20.0,-7.4
699,1,-20.0,-6.9
700,1,-20.0,-43.5
701,1,-20.0,-26.0
702,1,-20.0,-9.2
703,1,-20.0,-12.2
704,1,-20.0,-36.6
705,1,-20.0,-16.6
706,1,-20.0,-3.6
707,1,-20.0,-4.7
708,1,-20.0,-20.8
709,1,-20.0,-14.3
710,1,-20.0,-29.9
711,1,-20.0,-4.6
712,1,-20.0,-6.9
713,1,-20.0,-2.0
714,1,-20.0,-21.0
715,1,-20.0,-21.0
716,1,-20.0,-5.6
717,1,-20.0,-2.3
718,1,-20.0,-2.5
719,1,-20.0,-15.1
720,1,-20.0,-2.3
721,1,-20.0,-4.3
722,1,-20.0,-1.6
723,1,-20.0,-1.0
724,1,-20.0,-1.6
725,1,-20.0,-0.9
726,1,-20.0,-0.7
727,1,-20.0,-5.7
728,1,-20.0,-2.4
729,1,-20.0,-0.1
730,1,-20.0,-45.5
731,1,-20.0,-1.3
732,1,-20.0,-6.1
733,1,-20.0,-15.9
734,1,-20.0,-0.4
735,1,-20.0,-8.2
736,1,-20.0,-2.6
737,1,-20.0,-13.5
738,1,-20.0,-10.2
739,1,-20.0,-4.9
740,1,-20.0,-2.1
741,1,-20.0,-7.7
742,1,-20.0,-4.9
743,1,-20.0,-9.1
744,1,-20.0,-17.8
745,1,-20.0,-22.3
746,1,-20.0,-12.4
747,1,-20.0,-26.3
748,1,-20.0,-0.1
749,1,-20.0,-9.4
750,1,-20.0,-29.4
751,1,-20.0,-7.5
752,1,-19.99,-7.3
753,1,-19.99,-2.7
754,1,-19.99,-0.1
755,1,-19.99,-2.6
756,1,-19.99,-2.4
757,1,-19.99,-18.3
758,1,-19.99,-24.3
759,1,-19.99,-0.8
760,1,-19.99,-5.0
761,1,-19.99,-1.7
762,1,-19.99,-0.3
763,1,-19.99,-49.9
764,1,-15.0,-4.8
765,1,-15.0,-49.9
766,1,-15.0,-5.7
767,1,-15.0,-3.8
768,1,-15.0,-0.8
769,1,-15.0,-2.0
770,1,-15.0,-2.8
771,1,-15.0,-6.9
772,1,-15.0,-0.3
773,1,-15.0,-1.2
774,1,-15.0,-0.3
775,1,-15.0,-1.3
776,1,-15.0,-1.7
777,1,-15.0,-1.3
778,1,-15.0,-0.6
779,1,-15.0,-1.0
780,1,-15.0,-2.3
781,1,-15.0,-1.4
782,1,-15.0,-11.6
783,1,-15.0,-1.0
784,1,-15.0,-1.4
785,1,-15.0,-0.9
786,1,-15.0,-21.9
787,1,-15.0,-1.3
788,1,-15.0,-0.8
789,1,-15.0,-7.5
790,1,-15.0,-0.1
791,1,-15.0,-7.3
792,1,-15.0,-2.8
793,1,-15.0,-49.9
794,1,-15.0,-4.7
795,1,-10.1,-0.5
796,1,-10.01,-0.8
797,1,-10.0,-0.4
798,1,-10.0,-0.9
799,1,-10.0,-0.8
800,1,-10.0,-9.8
801,1,-10.0,-3.5
802,1,-10.0,-14.4
803,1,-10.0,-1.0
804,1,-10.0,-1.3
805,1,-10.0,-32.5
806,1,-10.0,-6.8
807,1,-10.0,-0.4
808,1,-10.0,-0.4
809,1,-10.0,-49.6
810,1,-10.0,-21.6
811,1,-10.0,-6.6
812,1,-10.0,-7.6
813,1,-10.0,-7.2
814,1,-10.0,-28.3
815,1,-10.0,-22.4
816,1,-10.0,-12.6
817,1,-10.0,-11.8
818,1,-10.0,-8.6
819,1,-10.0,-0.4
820,1,-10.0,-4.2
821,1,-10.0,-34.4
822,1,-10.0,-3.9
823,1,-10.0,-24.7
824,1,-10.0,-4.7
825,1,-10.0,-9.1
826,1,-10.0,-1.9
827,1,-10.0,-14.2
828,1,-10.0,-0.2
829,1,-10.0,-0.1
830,1,-10.0,-2.3
831,1,-10.0,-20.0
832,1,-10.0,-4.6
833,1,-10.0,-32.5
834,1,-10.0,-11.4
835,1,-10.0,-4.2
836,1,-10.0,-2.5
837,1,-10.0,-0.9
838,1,-10.0,-0.3
839,1,-10.0,-29.8
840,1,-10.0,-1.0
841,1,-10.0,-1.8
842,1,-10.0,-1.8
843,1,-10.0,-5.5
844,1,-10.0,-0.1
845,1,-10.0,-50.8
846,1,-10.0,-39.7
847,1,-10.0,-1.7
848,1,-10.0,-0.9
849,1,-10.0,-1.2
850,1,-10.0,-1.4
851,1,-10.0,-1.2
852,1,-10.0,-0.1
853,1,-10.0,-0.4
854,1,-10.0,-1004.0
855,1,-10.0,-24.7
856,1,-10.0,-791.0
857,1,-10.0,-5.4
858,1,-10.0,-3.0
859,1,-10.0,-1.3
860,1,-10.0,-16.8
861,1,-10.0,-1.2
862,1,-10.0,-57.6
863,1,-10.0,-7.5
864,1,-10.0,-2.6
865,1,-10.0,-20.0
866,1,-10.0,-0.5
867,1,-10.0,-45.0
868,1,-10.0,-2.3
869,1,-9.0,-6.2
870,1,-8.0,-35.0
871,1,-8.0,-3.9
872,1,-8.0,-29.0
873,1,-7.0,-0.9
874,1,-7.0,-0.8
875,1,-7.0,-0.2
876,1,-7.0,-0.1
877,1,-7.0,-1.2
878,1,-7.0,-1.6
879,1,-7.0,-18.6
880,1,-7.0,-0.6
881,1,-7.0,-0.4
882,1,-7.0,-1.3
883,1,-7.0,-0.7
884,1,-7.0,-2.4
885,1,-7.0,-1.1
886,1,-7.0,-0.3
887,1,-7.0,-0.8
888,1,-7.0,-0.2
889,1,-7.0,-4.0
890,1,-7.0,-0.8
891,1,-7.0,-9.0
892,1,-7.0,-2.0
893,1,-7.0,-1.6
894,1,-7.0,-1.8
895,1,-7.0,-4.8
896,1,-7.0,-3.0
897,1,-7.0,-0.3
898,1,-7.0,-0.6
899,1,-7.0,-13.1
900,1,-7.0,-7.0
901,1,-7.0,-1.7
902,1,-7.0,-2.0
903,1,-7.0,-0.7
904,1,-7.0,-0.1
905,1,-7.0,-10.0
906,1,-7.0,-3.5
907,1,-7.0,-0.6
908,1,-7.0,-24.5
909,1,-7.0,-9.6
910,1,-7.0,-24.7
911,1,-7.0,-14.3
912,1,-7.0,-16.3
913,1,-7.0,-3.5
914,1,-7.0,-6.5
915,1,-7.0,-3.5
916,1,-7.0,-0.3
917,1,-7.0,-3.5
918,1,-7.0,-29.1
919,1,-7.0,-87.6
920,1,-7.0,-17.9
921,1,-7.0,-127.8
922,1,-6.47,-0.5
923,1,-6.0,-1.0
924,1,-5.2,-3.2
925,1,-5.01,-6.1
926,1,-5.01,-10.5
927,1,-5.01,-4.1
928,1,-5.01,-5.7
929,1,-5.01,-5.0
930,1,-5.01,-21.4
931,1,-5.01,-3.5
932,1,-5.01,-0.1
933,1,-5.0,-2.0
934,1,-5.0,-2.6
935,1,-5.0,-4.6
936,1,-5.0,-2.0
937,1,-5.0,-0.9
938,1,-5.0,-9.0
939,1,-5.0,-10.0
940,1,-5.0,-0.6
941,1,-5.0,-14.1
942,1,-5.0,-2.6
943,1,-5.0,-3.6
944,1,-5.0,-0.6
945,1,-5.0,-13.1
946,1,-5.0,-2.3
947,1,-5.0,-0.1
948,1,-5.0,-13.0
949,1,-5.0,-12.8
950,1,-5.0,-10.0
951,1,-5.0,-3.5
952,1,-5.0,-2.0
953,1,-5.0,-9.0
954,1,-5.0,-9.0
955,1,-5.0,-5.5
956,1,-5.0,-13.8
957,1,-5.0,-0.1
958,1,-5.0,-0.7
959,1,-5.0,-0.2
960,1,-5.0,-2.2
961,1,-5.0,-4.3
962,1,-5.0,-0.6
963,1,-5.0,-5.4
964,1,-5.0,-20.6
965,1,-5.0,-68.0
966,1,-5.0,-200.0
967,1,-5.0,-35.1
968,1,-5.0,-220.0
969,1,-5.0,-11.7
970,1,-5.0,-6.2
971,1,-5.0,-1.0
972,1,-5.0,-1.3
973,1,-5.0,-8.0
974,1,-5.0,-16.0
975,1,-5.0,-9.1
976,1,-5.0,-29.1
977,1,-5.0,-28.4
978,1,-5.0,-33.7
979,1,-5.0,-15.5
980,1,-5.0,-21.8
981,1,-5.0,-26.5
982,1,-5.0,-20.2
983,1,-5.0,-15.2
984,1,-5.0,-38.4
985,1,-5.0,-47.2
986,1,-5.0,-0.6
987,1,-5.0,-4.0
988,1,-5.0,-6.5
989,1,-5.0,-7.7
990,1,-5.0,-6.5
991,1,-5.0,-2.2
992,1,-5.0,-3.4
993,1,-5.0,-1.2
994,1,-5.0,-0.5
995,1,-5.0,-0.4
996,1,-5.0,-7.2
997,1,-5.0,-1.0
998,1,-5.0,-25.5
999,1,-5.0,-18.6
1000,1,-5.0,-2.5
1001,1,-5.0,-27.4
1002,1,-5.0,-1.1
1003,1,-4.99,-31.0
1004,1,-4.01,-0.1
1005,1,-4.0,-1541.9
1006,1,-4.0,-0.4
1007,1,-4.0,-2.3
1008,1,-4.0,-0.8
1009,1,-4.0,-1.3
1010,1,-4.0,-5.4
1011,1,-3.2,-23.7
1012,1,-3.01,-0.2
1013,1,-3.01,-1.0
1014,1,-3.01,-0.9
1015,1,-3.0,-2.6
1016,1,-3.0,-2.3
1017,1,-3.0,-1.0
1018,1,-3.0,-2.0
1019,1,-3.0,-0.5
1020,1,-3.0,-2.2
1021,1,-3.0,-0.5
1022,1,-3.0,-2.2
1023,1,-3.0,-0.5
1024,1,-3.0,-0.3
1025,1,-3.0,-1.4
1026,1,-3.0,-1.7
1027,1,-3.0,-32.8
1028,1,-3.0,-7.7
1029,1,-3.0,-0.5
1030,1,-3.0,-9.6
1031,1,-3.0,-19.0
1032,1,-3.0,-13.9
1033,1,-3.0,-2.7
1034,1,-3.0,-0.1
1035,1,-2.61,-3.5
1036,1,-2.61,-3.6
1037,1,-2.5,-1.2
1038,1,-2.5,-14.4
1039,1,-2.5,-1.1
1040,1,-2.5,-13.5
1041,1,-2.5,-1.5
1042,1,-2.5,-2.5
1043,1,-2.5,-1.7
1044,1,-2.5,-4.3
1045,1,-2.5,-14.4
1046,1,-2.5,-7.6
1047,1,-2.5,-13.0
1048,1,-2.5,-6.9
1049,1,-2.5,-16.2
1050,1,-2.5,-16.2
1051,1,-2.5,-12.1
1052,1,-2.5,-7.2
1053,1,-2.5,-2.6
1054,1,-2.5,-10.1
1055,1,-2.5,-0.8
1056,1,-2.5,-2.2
1057,1,-2.1,-0.5
1058,1,-2.1,-1.4
1059,1,-2.1,-4.2
1060,1,-2.0,-20.7
1061,1,-2.0,-26.4
1062,1,-2.0,-25.8
1063,1,-2.0,-2.6
1064,1,-2.0,-0.4
1065,1,-2.0,-2.0
1066,1,-2.0,-17.5
1067,1,-2.0,-1.0
1068,1,-2.0,-1.2
1069,1,-2.0,-3.2
1070,1,-2.0,-3.9
1071,1,-2.0,-1.7
1072,1,-2.0,-10.5
1073,1,-2.0,-16.0
1074,1,-2.0,-2.7
1075,1,-2.0,-0.8
1076,1,-2.0,-2.4
1077,1,-2.0,-2.4
1078,1,-2.0,-2.2
1079,1,-2.0,-0.6
