id,step_orders,fixed_term,variable_term,condition,load_gradient
9525050,"9525050_1_15, 9525050_2_15, 9525050_3_15, 9525050_4_15, 9525050_5_15, 9525050_6_15, 9525050_7_15, 9525050_8_15, 9525050_9_15, 9525050_10_15, 9525050_11_15, 9525050_12_15, 9525050_13_15, 9525050_14_15, 9525050_15_15, 9525050_16_15, 9525050_17_15, 9525050_18_15, 9525050_19_15, 9525050_20_2, 9525050_20_3, 9525050_20_15, 9525050_21_2, 9525050_21_3, 9525050_21_4, 9525050_21_5, 9525050_21_6, 9525050_21_7, 9525050_21_8, 9525050_21_9, 9525050_21_10, 9525050_21_11, 9525050_21_12, 9525050_21_13, 9525050_21_14, 9525050_21_15, 9525050_22_2, 9525050_22_3, 9525050_22_4, 9525050_22_5, 9525050_22_6, 9525050_22_7, 9525050_22_8, 9525050_22_9, 9525050_22_10, 9525050_22_11, 9525050_22_12, 9525050_22_13, 9525050_22_14, 9525050_22_15, 9525050_23_2, 9525050_23_3, 9525050_23_4, 9525050_23_5, 9525050_23_6, 9525050_23_7, 9525050_23_8, 9525050_23_9, 9525050_23_10, 9525050_23_11, 9525050_23_12, 9525050_23_13, 9525050_23_14, 9525050_23_15, 9525050_24_15",150547.0,0.0,MIC,
9525051,"9525051_1_15, 9525051_2_15, 9525051_3_15, 9525051_4_15, 9525051_5_15, 9525051_6_15, 9525051_7_15, 9525051_8_15, 9525051_9_15, 9525051_10_15, 9525051_11_15, 9525051_12_15, 9525051_13_15, 9525051_14_15, 9525051_15_15, 9525051_16_15, 9525051_17_15, 9525051_18_15, 9525051_19_15, 9525051_20_2, 9525051_20_3, 9525051_20_15, 9525051_21_2, 9525051_21_3, 9525051_21_4, 9525051_21_5, 9525051_21_6, 9525051_21_7, 9525051_21_8, 9525051_21_9, 9525051_21_10, 9525051_21_11, 9525051_21_12, 9525051_21_13, 9525051_21_14, 9525051_21_15, 9525051_22_2, 9525051_22_3, 9525051_22_4, 9525051_22_5, 9525051_22_6, 9525051_22_7, 9525051_22_8, 9525051_22_9, 9525051_22_10, 9525051_22_11, 9525051_22_12, 9525051_22_13, 9525051_22_14, 9525051_22_15, 9525051_23_2, 9525051_23_3, 9525051_23_4, 9525051_23_5, 9525051_23_6, 9525051_23_7, 9525051_23_8, 9525051_23_9, 9525051_23_10, 9525051_23_11, 9525051_23_12, 9525051_23_13, 9525051_23_14, 9525051_23_15, 9525051_24_15",154252.0,0.0,MIC,
9525052,"9525052_1_15, 9525052_2_15, 9525052_3_15, 9525052_4_15, 9525052_5_15, 9525052_6_15, 9525052_7_15, 9525052_8_15, 9525052_9_15, 9525052_10_15, 9525052_11_15, 9525052_12_15, 9525052_13_15, 9525052_14_15, 9525052_15_15, 9525052_16_15, 9525052_17_15, 9525052_18_15, 9525052_19_15, 9525052_20_2, 9525052_20_3, 9525052_20_15, 9525052_21_2, 9525052_21_3, 9525052_21_4, 9525052_21_5, 9525052_21_6, 9525052_21_7, 9525052_21_8, 9525052_21_9, 9525052_21_10, 9525052_21_11, 9525052_21_12, 9525052_21_13, 9525052_21_14, 9525052_21_15, 9525052_22_2, 9525052_22_3, 9525052_22_4, 9525052_22_5, 9525052_22_6, 9525052_22_7, 9525052_22_8, 9525052_22_9, 9525052_22_10, 9525052_22_11, 9525052_22_12, 9525052_22_13, 9525052_22_14, 9525052_22_15, 9525052_23_2, 9525052_23_3, 9525052_23_4, 9525052_23_5, 9525052_23_6, 9525052_23_7, 9525052_23_8, 9525052_23_9, 9525052_23_10, 9525052_23_11, 9525052_23_12, 9525052_23_13, 9525052_23_14, 9525052_23_15, 9525052_24_15",150240.0,0.0,MIC,
9525053,"9525053_1_15, 9525053_2_15, 9525053_3_15, 9525053_4_15, 9525053_5_15, 9525053_6_15, 9525053_7_15, 9525053_8_15, 9525053_9_15, 9525053_10_15, 9525053_11_15, 9525053_12_15, 9525053_13_15, 9525053_14_15, 9525053_15_15, 9525053_16_15, 9525053_17_15, 9525053_18_15, 9525053_19_15, 9525053_20_2, 9525053_20_15, 9525053_21_2, 9525053_21_3, 9525053_21_4, 9525053_21_5, 9525053_21_6, 9525053_21_7, 9525053_21_8, 9525053_21_9, 9525053_21_10, 9525053_21_11, 9525053_21_12, 9525053_21_13, 9525053_21_14, 9525053_21_15, 9525053_22_2, 9525053_22_3, 9525053_22_4, 9525053_22_5, 9525053_22_6, 9525053_22_7, 9525053_22_8, 9525053_22_9, 9525053_22_10, 9525053_22_11, 9525053_22_12, 9525053_22_13, 9525053_22_14, 9525053_22_15, 9525053_23_2, 9525053_23_3, 9525053_23_4, 9525053_23_5, 9525053_23_6, 9525053_23_7, 9525053_23_8, 9525053_23_9, 9525053_23_10, 9525053_23_11, 9525053_23_12, 9525053_23_13, 9525053_23_14, 9525053_23_15, 9525053_24_15",121395.0,0.0,MIC,
9525054,"9525054_1_15, 9525054_2_15, 9525054_3_15, 9525054_4_15, 9525054_5_15, 9525054_6_15, 9525054_7_15, 9525054_8_15, 9525054_9_15, 9525054_10_15, 9525054_11_15, 9525054_12_15, 9525054_13_15, 9525054_14_15, 9525054_15_15, 9525054_16_15, 9525054_17_15, 9525054_18_15, 9525054_19_15, 9525054_20_2, 9525054_20_3, 9525054_20_4, 9525054_20_15, 9525054_21_2, 9525054_21_3, 9525054_21_4, 9525054_21_5, 9525054_21_6, 9525054_21_7, 9525054_21_8, 9525054_21_9, 9525054_21_10, 9525054_21_11, 9525054_21_12, 9525054_21_13, 9525054_21_14, 9525054_21_15, 9525054_22_2, 9525054_22_3, 9525054_22_4, 9525054_22_5, 9525054_22_6, 9525054_22_7, 9525054_22_8, 9525054_22_9, 9525054_22_10, 9525054_22_11, 9525054_22_12, 9525054_22_13, 9525054_22_14, 9525054_22_15, 9525054_23_2, 9525054_23_3, 9525054_23_4, 9525054_23_5, 9525054_23_6, 9525054_23_7, 9525054_23_8, 9525054_23_9, 9525054_23_10, 9525054_23_11, 9525054_23_12, 9525054_23_13, 9525054_23_14, 9525054_23_15, 9525054_24_15",203259.0,0.0,MIC,
9525059,"9525059_1_2, 9525059_2_2, 9525059_3_2, 9525059_4_2, 9525059_5_2, 9525059_6_2, 9525059_7_2, 9525059_8_2, 9525059_9_2, 9525059_10_2, 9525059_11_2, 9525059_12_2, 9525059_13_2, 9525059_14_2, 9525059_15_2, 9525059_16_2, 9525059_17_2, 9525059_18_2, 9525059_19_2, 9525059_20_2, 9525059_21_2, 9525059_22_2, 9525059_23_2, 9525059_24_2",1207441.0,0.0,MIC,
9525061,"9525061_1_2, 9525061_2_2, 9525061_3_2, 9525061_4_2, 9525061_5_2, 9525061_6_2, 9525061_7_2, 9525061_8_2, 9525061_9_2, 9525061_10_2, 9525061_11_2, 9525061_12_2, 9525061_13_2, 9525061_14_2, 9525061_15_2, 9525061_16_2, 9525061_17_2, 9525061_18_2, 9525061_19_2, 9525061_20_2, 9525061_21_2, 9525061_22_2, 9525061_23_2, 9525061_24_2",948000.0,0.0,MIC,
9525062,"9525062_1_5, 9525062_2_5, 9525062_3_5, 9525062_4_5, 9525062_5_5, 9525062_6_5, 9525062_7_5, 9525062_8_5, 9525062_9_5, 9525062_10_5, 9525062_11_5, 9525062_12_5, 9525062_13_5, 9525062_14_5, 9525062_15_5, 9525062_16_5, 9525062_17_5, 9525062_18_5, 9525062_19_5, 9525062_20_2, 9525062_20_3, 9525062_20_4, 9525062_20_5, 9525062_21_2, 9525062_21_3, 9525062_21_4, 9525062_21_5, 9525062_22_2, 9525062_22_3, 9525062_22_4, 9525062_22_5, 9525062_23_2, 9525062_23_3, 9525062_23_4, 9525062_23_5, 9525062_24_2, 9525062_24_3, 9525062_24_4, 9525062_24_5",189043.0,0.0,MIC,
9525063,"9525063_1_5, 9525063_2_5, 9525063_3_5, 9525063_4_5, 9525063_5_5, 9525063_6_5, 9525063_7_5, 9525063_8_5, 9525063_9_5, 9525063_10_5, 9525063_11_5, 9525063_12_5, 9525063_13_5, 9525063_14_5, 9525063_15_5, 9525063_16_5, 9525063_17_5, 9525063_18_5, 9525063_19_5, 9525063_20_2, 9525063_20_3, 9525063_20_4, 9525063_20_5, 9525063_21_2, 9525063_21_3, 9525063_21_4, 9525063_21_5, 9525063_22_2, 9525063_22_3, 9525063_22_4, 9525063_22_5, 9525063_23_2, 9525063_23_3, 9525063_23_4, 9525063_23_5, 9525063_24_2, 9525063_24_3, 9525063_24_4, 9525063_24_5",171661.0,0.0,MIC,
9525064,"9525064_1_5, 9525064_2_5, 9525064_3_5, 9525064_4_5, 9525064_5_5, 9525064_6_5, 9525064_7_5, 9525064_8_5, 9525064_9_5, 9525064_10_5, 9525064_11_5, 9525064_12_5, 9525064_13_5, 9525064_14_5, 9525064_15_5, 9525064_16_5, 9525064_17_5, 9525064_18_5, 9525064_19_5, 9525064_20_2, 9525064_20_3, 9525064_20_4, 9525064_20_5, 9525064_21_2, 9525064_21_3, 9525064_21_4, 9525064_21_5, 9525064_22_2, 9525064_22_3, 9525064_22_4, 9525064_22_5, 9525064_23_2, 9525064_23_3, 9525064_23_4, 9525064_23_5, 9525064_24_2, 9525064_24_3, 9525064_24_4, 9525064_24_5",189057.0,0.0,MIC,
9525347,"9525347_1_25, 9525347_2_25, 9525347_3_25, 9525347_4_25, 9525347_5_25, 9525347_6_2, 9525347_6_3, 9525347_6_4, 9525347_6_5, 9525347_6_6, 9525347_6_25, 9525347_7_2, 9525347_7_3, 9525347_7_4, 9525347_7_5, 9525347_7_6, 9525347_7_25, 9525347_8_2, 9525347_8_3, 9525347_8_4, 9525347_8_5, 9525347_8_6, 9525347_8_25, 9525347_9_2, 9525347_9_3, 9525347_9_4, 9525347_9_5, 9525347_9_6, 9525347_9_25, 9525347_10_2, 9525347_10_3, 9525347_10_4, 9525347_10_5, 9525347_10_6, 9525347_10_25, 9525347_11_2, 9525347_11_3, 9525347_11_4, 9525347_11_5, 9525347_11_6, 9525347_11_25, 9525347_12_2, 9525347_12_3, 9525347_12_4, 9525347_12_5, 9525347_12_6, 9525347_12_25, 9525347_13_2, 9525347_13_3, 9525347_13_4, 9525347_13_5, 9525347_13_6, 9525347_13_25, 9525347_14_2, 9525347_14_3, 9525347_14_4, 9525347_14_5, 9525347_14_6, 9525347_14_25, 9525347_15_2, 9525347_15_3, 9525347_15_4, 9525347_15_5, 9525347_15_6, 9525347_15_25, 9525347_16_2, 9525347_16_3, 9525347_16_4, 9525347_16_5, 9525347_16_6, 9525347_16_25, 9525347_17_2, 9525347_17_3, 9525347_17_4, 9525347_17_5, 9525347_17_6, 9525347_17_25, 9525347_18_2, 9525347_18_3, 9525347_18_4, 9525347_18_5, 9525347_18_6, 9525347_18_25, 9525347_19_2, 9525347_19_3, 9525347_19_4, 9525347_19_5, 9525347_19_6, 9525347_19_25, 9525347_20_2, 9525347_20_3, 9525347_20_4, 9525347_20_5, 9525347_20_6, 9525347_20_25, 9525347_21_2, 9525347_21_3, 9525347_21_4, 9525347_21_5, 9525347_21_6, 9525347_21_25, 9525347_22_2, 9525347_22_3, 9525347_22_4, 9525347_22_5, 9525347_22_6, 9525347_22_25, 9525347_23_2, 9525347_23_3, 9525347_23_4, 9525347_23_5, 9525347_23_6, 9525347_23_25, 9525347_24_2, 9525347_24_3, 9525347_24_4, 9525347_24_5, 9525347_24_6, 9525347_24_25",934000.0,0.0,MIC,
9525348,"9525348_1_25, 9525348_2_25, 9525348_3_25, 9525348_4_25, 9525348_5_25, 9525348_6_25, 9525348_7_25, 9525348_8_2, 9525348_8_3, 9525348_8_4, 9525348_8_5, 9525348_8_6, 9525348_8_25, 9525348_9_2, 9525348_9_3, 9525348_9_4, 9525348_9_5, 9525348_9_6, 9525348_9_25, 9525348_10_2, 9525348_10_3, 9525348_10_4, 9525348_10_5, 9525348_10_6, 9525348_10_25, 9525348_11_2, 9525348_11_3, 9525348_11_4, 9525348_11_5, 9525348_11_6, 9525348_11_25, 9525348_12_2, 9525348_12_3, 9525348_12_4, 9525348_12_5, 9525348_12_6, 9525348_12_25, 9525348_13_2, 9525348_13_3, 9525348_13_4, 9525348_13_5, 9525348_13_6, 9525348_13_25, 9525348_14_2, 9525348_14_3, 9525348_14_4, 9525348_14_5, 9525348_14_6, 9525348_14_25, 9525348_15_2, 9525348_15_3, 9525348_15_4, 9525348_15_5, 9525348_15_6, 9525348_15_25, 9525348_16_2, 9525348_16_3, 9525348_16_4, 9525348_16_5, 9525348_16_6, 9525348_16_25, 9525348_17_2, 9525348_17_3, 9525348_17_4, 9525348_17_5, 9525348_17_6, 9525348_17_25, 9525348_18_2, 9525348_18_3, 9525348_18_4, 9525348_18_5, 9525348_18_6, 9525348_18_25, 9525348_19_2, 9525348_19_3, 9525348_19_4, 9525348_19_5, 9525348_19_6, 9525348_19_25, 9525348_20_2, 9525348_20_3, 9525348_20_4, 9525348_20_5, 9525348_20_6, 9525348_20_25, 9525348_21_2, 9525348_21_3, 9525348_21_4, 9525348_21_5, 9525348_21_6, 9525348_21_25, 9525348_22_2, 9525348_22_3, 9525348_22_4, 9525348_22_5, 9525348_22_6, 9525348_22_25, 9525348_23_2, 9525348_23_3, 9525348_23_4, 9525348_23_5, 9525348_23_6, 9525348_23_25, 9525348_24_2, 9525348_24_3, 9525348_24_4, 9525348_24_5, 9525348_24_6, 9525348_24_25",983000.0,0.0,MIC,
9525349,"9525349_1_25, 9525349_2_25, 9525349_3_25, 9525349_4_25, 9525349_5_2, 9525349_5_3, 9525349_5_4, 9525349_5_5, 9525349_5_6, 9525349_5_25, 9525349_6_2, 9525349_6_3, 9525349_6_4, 9525349_6_5, 9525349_6_6, 9525349_6_25, 9525349_7_2, 9525349_7_3, 9525349_7_4, 9525349_7_5, 9525349_7_6, 9525349_7_25, 9525349_8_2, 9525349_8_3, 9525349_8_4, 9525349_8_5, 9525349_8_6, 9525349_8_25, 9525349_9_2, 9525349_9_3, 9525349_9_4, 9525349_9_5, 9525349_9_6, 9525349_9_25, 9525349_10_2, 9525349_10_3, 9525349_10_4, 9525349_10_5, 9525349_10_6, 9525349_10_25, 9525349_11_2, 9525349_11_3, 9525349_11_4, 9525349_11_5, 9525349_11_6, 9525349_11_25, 9525349_12_2, 9525349_12_3, 9525349_12_4, 9525349_12_5, 9525349_12_6, 9525349_12_25, 9525349_13_2, 9525349_13_3, 9525349_13_4, 9525349_13_5, 9525349_13_6, 9525349_13_25, 9525349_14_2, 9525349_14_3, 9525349_14_4, 9525349_14_5, 9525349_14_6, 9525349_14_25, 9525349_15_2, 9525349_15_3, 9525349_15_4, 9525349_15_5, 9525349_15_6, 9525349_15_25, 9525349_16_2, 9525349_16_3, 9525349_16_4, 9525349_16_5, 9525349_16_6, 9525349_16_25, 9525349_17_2, 9525349_17_3, 9525349_17_4, 9525349_17_5, 9525349_17_6, 9525349_17_25, 9525349_18_2, 9525349_18_3, 9525349_18_4, 9525349_18_5, 9525349_18_6, 9525349_18_25, 9525349_19_2, 9525349_19_3, 9525349_19_4, 9525349_19_5, 9525349_19_6, 9525349_19_25, 9525349_20_2, 9525349_20_3, 9525349_20_4, 9525349_20_5, 9525349_20_6, 9525349_20_25, 9525349_21_2, 9525349_21_3, 9525349_21_4, 9525349_21_5, 9525349_21_6, 9525349_21_25, 9525349_22_2, 9525349_22_3, 9525349_22_4, 9525349_22_5, 9525349_22_6, 9525349_22_25, 9525349_23_2, 9525349_23_3, 9525349_23_4, 9525349_23_5, 9525349_23_6, 9525349_23_25, 9525349_24_2, 9525349_24_3, 9525349_24_4, 9525349_24_5, 9525349_24_6, 9525349_24_25",990000.0,0.0,MIC,
