id,scalable_order_id,t,p,q
9525052_21_1,9525052,21,1.0,160.0
9525052_22_1,9525052,22,1.0,160.0
9525052_23_1,9525052,23,1.0,160.0
9525052_24_1,9525052,24,1.0,50.0
9525053_19_1,9525053,19,1.0,2.2
9525053_20_1,9525053,20,1.0,134.0
9525053_21_1,9525053,21,1.0,134.0
9525053_22_1,9525053,22,1.0,134.0
9525053_23_1,9525053,23,1.0,134.0
9525053_24_1,9525053,24,1.0,50.0
9525054_17_1,9525054,17,1.0,4.5
9525054_18_1,9525054,18,1.0,25.7
9525054_19_1,9525054,19,1.0,30.0
9525054_20_1,9525054,20,1.0,113.0
9525054_21_1,9525054,21,1.0,113.0
9525054_22_1,9525054,22,1.0,113.0
9525054_23_1,9525054,23,1.0,113.0
9525054_24_1,9525054,24,1.0,50.0
9525059_1_1,9525059,1,-15.0,1006.0
9525059_2_1,9525059,2,-15.0,1006.0
9525059_3_1,9525059,3,-15.0,1006.0
9525059_4_1,9525059,4,-15.0,1006.0
9525059_5_1,9525059,5,-15.0,1006.0
9525059_6_1,9525059,6,-15.0,1006.0
9525059_7_1,9525059,7,-15.0,1006.0
9525059_8_1,9525059,8,-15.0,1006.0
9525059_9_1,9525059,9,-15.0,1006.0
9525059_10_1,9525059,10,-15.0,1006.0
9525059_11_1,9525059,11,-15.0,1006.0
9525059_12_1,9525059,12,-15.0,1006.0
9525059_13_1,9525059,13,-15.0,1006.0
9525059_14_1,9525059,14,-15.0,1006.0
9525059_15_1,9525059,15,-15.0,1006.0
9525059_16_1,9525059,16,-15.0,1006.0
9525059_17_1,9525059,17,-15.0,1006.0
9525059_18_1,9525059,18,-15.0,1006.0
9525059_19_1,9525059,19,-15.0,1006.0
9525059_20_1,9525059,20,-15.0,1006.0
9525059_21_1,9525059,21,-15.0,1006.0
9525059_22_1,9525059,22,-15.0,1006.0
9525059_23_1,9525059,23,-15.0,1006.0
9525059_24_1,9525059,24,-15.0,1006.0
9525061_1_1,9525061,1,-15.0,790.0
9525061_2_1,9525061,2,-15.0,790.0
9525061_3_1,9525061,3,-15.0,790.0
9525061_4_1,9525061,4,-15.0,790.0
9525061_5_1,9525061,5,-15.0,790.0
9525061_6_1,9525061,6,-15.0,790.0
9525061_7_1,9525061,7,-15.0,790.0
9525061_8_1,9525061,8,-15.0,790.0
9525061_9_1,9525061,9,-15.0,790.0
9525061_10_1,9525061,10,-15.0,790.0
9525061_11_1,9525061,11,-15.0,790.0
9525061_12_1,9525061,12,-15.0,790.0
9525061_13_1,9525061,13,-15.0,790.0
9525061_14_1,9525061,14,-15.0,790.0
9525061_15_1,9525061,15,-15.0,790.0
9525061_16_1,9525061,16,-15.0,790.0
9525061_17_1,9525061,17,-15.0,790.0
9525061_18_1,9525061,18,-15.0,790.0
9525061_19_1,9525061,19,-15.0,790.0
9525061_20_1,9525061,20,-15.0,790.0
9525061_21_1,9525061,21,-15.0,790.0
9525061_22_1,9525061,22,-15.0,790.0
9525061_23_1,9525061,23,-15.0,790.0
9525061_24_1,9525061,24,-15.0,790.0
9525062_20_1,9525062,20,0.0,157.0
9525062_21_1,9525062,21,0.0,157.0
9525062_22_1,9525062,22,0.0,157.0
9525062_23_1,9525062,23,0.0,157.0
9525062_24_1,9525062,24,0.0,157.0
9525063_20_1,9525063,20,0.0,150.0
9525063_21_1,9525063,21,0.0,150.0
9525063_22_1,9525063,22,0.0,150.0
9525063_23_1,9525063,23,0.0,150.0
9525063_24_1,9525063,24,0.0,150.0
9525064_20_1,9525064,20,0.0,136.0
9525064_21_1,9525064,21,0.0,136.0
9525064_22_1,9525064,22,0.0,136.0
9525064_23_1,9525064,23,0.0,136.0
9525064_24_1,9525064,24,0.0,136.0
9525347_4_1,9525347,4,0.0,100.0
9525347_5_1,9525347,5,0.0,230.0
9525347_6_1,9525347,6,0.0,295.0
9525347_7_1,9525347,7,0.0,295.0
9525347_8_1,9525347,8,0.0,295.0
9525347_9_1,9525347,9,0.0,295.0
9525347_10_1,9525347,10,0.0,295.0
9525347_11_1,9525347,11,0.0,295.0
9525347_12_1,9525347,12,0.0,295.0
9525347_13_1,9525347,13,0.0,295.0
9525347_14_1,9525347,14,0.0,295.0
9525347_15_1,9525347,15,0.0,295.0
9525347_16_1,9525347,16,0.0,295.0
9525347_17_1,9525347,17,0.0,295.0
9525347_18_1,9525347,18,0.0,295.0
9525347_19_1,9525347,19,0.0,295.0
9525347_20_1,9525347,20,0.0,295.0
9525347_21_1,9525347,21,0.0,295.0
9525347_22_1,9525347,22,0.0,295.0
9525347_23_1,9525347,23,0.0,295.0
9525347_24_1,9525347,24,0.0,295.0
9525348_3_1,9525348,3,0.0,90.0
9525348_4_1,9525348,4,0.0,130.0
9525348_5_1,9525348,5,0.0,130.0
9525348_6_1,9525348,6,0.0,130.0
9525348_7_1,9525348,7,0.0,235.0
9525348_8_1,9525348,8,0.0,295.0
9525348_9_1,9525348,9,0.0,295.0
9525348_10_1,9525348,10,0.0,295.0
9525348_11_1,9525348,11,0.0,295.0
9525348_12_1,9525348,12,0.0,295.0
9525348_13_1,9525348,13,0.0,295.0
9525348_14_1,9525348,14,0.0,295.0
9525348_15_1,9525348,15,0.0,295.0
9525348_16_1,9525348,16,0.0,295.0
9525348_17_1,9525348,17,0.0,295.0
9525348_18_1,9525348,18,0.0,295.0
9525348_19_1,9525348,19,0.0,295.0
9525348_20_1,9525348,20,0.0,295.0
9525348_21_1,9525348,21,0.0,295.0
9525348_22_1,9525348,22,0.0,295.0
9525348_23_1,9525348,23,0.0,295.0
9525348_24_1,9525348,24,0.0,295.0
9525349_3_1,9525349,3,0.0,100.0
9525349_4_1,9525349,4,0.0,230.0
9525349_5_1,9525349,5,0.0,295.0
9525349_6_1,9525349,6,0.0,295.0
9525349_7_1,9525349,7,0.0,295.0
9525349_8_1,9525349,8,0.0,295.0
9525349_9_1,9525349,9,0.0,295.0
9525349_10_1,9525349,10,0.0,295.0
9525349_11_1,9525349,11,0.0,295.0
9525349_12_1,9525349,12,0.0,295.0
9525349_13_1,9525349,13,0.0,295.0
9525349_14_1,9525349,14,0.0,295.0
9525349_15_1,9525349,15,0.0,295.0
9525349_16_1,9525349,16,0.0,295.0
9525349_17_1,9525349,17,0.0,295.0
9525349_18_1,9525349,18,0.0,295.0
9525349_19_1,9525349,19,0.0,295.0
9525349_20_1,9525349,20,0.0,295.0
9525349_21_1,9525349,21,0.0,295.0
9525349_22_1,9525349,22,0.0,295.0
9525349_23_1,9525349,23,0.0,295.0
9525349_24_1,9525349,24,0.0,295.0
9525350_1_1,9525350,1,0.0,270.0
9525350_2_1,9525350,2,0.0,270.0
9525350_3_1,9525350,3,0.0,270.0
9525350_4_1,9525350,4,0.0,270.0
9525350_5_1,9525350,5,0.0,270.0
9525350_6_1,9525350,6,0.0,270.0
9525350_7_1,9525350,7,0.0,270.0
9525350_8_1,9525350,8,0.0,270.0
9525350_9_1,9525350,9,0.0,270.0
9525350_10_1,9525350,10,0.0,270.0
9525350_11_1,9525350,11,0.0,270.0
9525350_12_1,9525350,12,0.0,270.0
9525350_13_1,9525350,13,0.0,270.0
9525350_14_1,9525350,14,0.0,270.0
9525350_15_1,9525350,15,0.0,270.0
9525350_16_1,9525350,16,0.0,270.0
9525350_17_1,9525350,17,0.0,270.0
9525350_18_1,9525350,18,0.0,270.0
9525350_19_1,9525350,19,0.0,270.0
9525350_20_1,9525350,20,0.0,270.0
9525350_21_1,9525350,21,0.0,270.0
9525350_22_1,9525350,22,0.0,270.0
9525350_23_1,9525350,23,0.0,270.0
9525350_24_1,9525350,24,0.0,270.0
9525351_1_1,9525351,1,0.0,270.0
9525351_2_1,9525351,2,0.0,270.0
9525351_3_1,9525351,3,0.0,270.0
9525351_4_1,9525351,4,0.0,270.0
9525351_5_1,9525351,5,0.0,270.0
9525351_6_1,9525351,6,0.0,270.0
9525351_7_1,9525351,7,0.0,270.0
9525351_8_1,9525351,8,0.0,270.0
9525351_9_1,9525351,9,0.0,270.0
9525351_10_1,9525351,10,0.0,270.0
9525351_11_1,9525351,11,0.0,270.0
9525351_12_1,9525351,12,0.0,270.0
9525351_13_1,9525351,13,0.0,270.0
9525351_14_1,9525351,14,0.0,270.0
9525351_15_1,9525351,15,0.0,270.0
9525351_16_1,9525351,16,0.0,270.0
9525351_17_1,9525351,17,0.0,270.0
9525351_18_1,9525351,18,0.0,270.0
9525351_19_1,9525351,19,0.0,270.0
9525351_20_1,9525351,20,0.0,270.0
9525351_21_1,9525351,21,0.0,270.0
9525351_22_1,9525351,22,0.0,270.0
9525351_23_1,9525351,23,0.0,270.0
9525351_24_1,9525351,24,0.0,270.0
9526528_1_1,9526528,1,0.0,180.0
9526528_2_1,9526528,2,0.0,180.0
9526528_3_1,9526528,3,0.0,180.0
9526528_4_1,9526528,4,0.0,180.0
9526528_5_1,9526528,5,0.0,180.0
9526528_6_1,9526528,6,0.0,180.0
9526528_7_1,9526528,7,0.0,180.0
9526528_8_1,9526528,8,0.0,180.0
9526528_9_1,9526528,9,0.0,180.0
9526528_10_1,9526528,10,0.0,180.0
9526528_11_1,9526528,11,0.0,180.0
9526528_12_1,9526528,12,0.0,180.0
9526528_13_1,9526528,13,0.0,180.0
9526528_14_1,9526528,14,0.0,180.0
9526528_15_1,9526528,15,0.0,180.0
9526528_16_1,9526528,16,0.0,180.0
9526528_17_1,9526528,17,0.0,180.0
9526528_18_1,9526528,18,0.0,180.0
9526528_19_1,9526528,19,0.0,180.0
9526528_20_1,9526528,20,0.0,180.0
9526528_21_1,9526528,21,0.0,180.0
9526528_22_1,9526528,22,0.0,180.0
9526528_23_1,9526528,23,0.0,180.0
9526528_24_1,9526528,24,0.0,180.0
9526529_1_1,9526529,1,0.0,190.0
9526529_2_1,9526529,2,0.0,190.0
9526529_3_1,9526529,3,0.0,190.0
9526529_4_1,9526529,4,0.0,190.0
9526529_5_1,9526529,5,0.0,190.0
9526529_6_1,9526529,6,0.0,190.0
9526529_7_1,9526529,7,0.0,190.0
9526529_8_1,9526529,8,0.0,190.0
9526529_9_1,9526529,9,0.0,190.0
9526529_10_1,9526529,10,0.0,190.0
9526529_11_1,9526529,11,0.0,190.0
9526529_12_1,9526529,12,0.0,190.0
9526529_13_1,9526529,13,0.0,190.0
9526529_14_1,9526529,14,0.0,190.0
9526529_15_1,9526529,15,0.0,190.0
9526529_16_1,9526529,16,0.0,190.0
9526529_17_1,9526529,17,0.0,190.0
9526529_18_1,9526529,18,0.0,190.0
9526529_19_1,9526529,19,0.0,190.0
9526529_20_1,9526529,20,0.0,190.0
9526529_21_1,9526529,21,0.0,190.0
9526529_22_1,9526529,22,0.0,190.0
9526529_23_1,9526529,23,0.0,190.0
9526529_24_1,9526529,24,0.0,190.0
9526530_13_1,9526530,13,0.0,30.0
9526530_14_1,9526530,14,0.0,130.0
9526530_15_1,9526530,15,0.0,130.0
9526530_16_1,9526530,16,0.0,130.0
9526530_17_1,9526530,17,0.0,130.0
9526530_18_1,9526530,18,0.0,130.0
9526530_19_1,9526530,19,0.0,130.0
9526530_20_1,9526530,20,0.0,130.0
9526530_21_1,9526530,21,0.0,130.0
9526530_22_1,9526530,22,0.0,130.0
9526530_23_1,9526530,23,0.0,130.0
9526530_24_1,9526530,24,0.0,130.0
9526531_8_1,9526531,8,0.0,30.0
9526531_9_1,9526531,9,0.0,130.0
9526531_10_1,9526531,10,0.0,170.0
9526531_11_1,9526531,11,0.0,170.0
9526531_12_1,9526531,12,0.0,170.0
9526531_13_1,9526531,13,0.0,170.0
9526531_14_1,9526531,14,0.0,170.0
9526531_15_1,9526531,15,0.0,170.0
9526531_16_1,9526531,16,0.0,170.0
9526531_17_1,9526531,17,0.0,170.0
9526531_18_1,9526531,18,0.0,170.0
9526531_19_1,9526531,19,0.0,170.0
9526531_20_1,9526531,20,0.0,170.0
9526531_21_1,9526531,21,0.0,170.0
9526531_22_1,9526531,22,0.0,170.0
9526531_23_1,9526531,23,0.0,170.0
9526531_24_1,9526531,24,0.0,170.0
9527108_1_1,9527108,1,-4.0,185.0
9527108_2_1,9527108,2,-4.0,185.0
9527108_3_1,9527108,3,-4.0,185.0
9527108_4_1,9527108,4,-4.0,185.0
9527108_5_1,9527108,5,-4.0,185.0
9527108_6_1,9527108,6,-4.0,185.0
9527108_7_1,9527108,7,-4.0,185.0
9527108_8_1,9527108,8,-4.0,185.0
9527108_9_1,9527108,9,-4.0,185.0
9527108_10_1,9527108,10,-4.0,185.0
9527108_11_1,9527108,11,-4.0,185.0
9527108_12_1,9527108,12,-4.0,185.0
9527108_13_1,9527108,13,-4.0,185.0
9527108_14_1,9527108,14,-4.0,185.0
9527108_15_1,9527108,15,-4.0,185.0
9527108_16_1,9527108,16,-4.0,185.0
9527108_17_1,9527108,17,-4.0,185.0
9527108_18_1,9527108,18,-4.0,185.0
9527108_19_1,9527108,19,-4.0,185.0
9527108_20_1,9527108,20,-4.0,185.0
9527108_21_1,9527108,21,-4.0,185.0
9527108_22_1,9527108,22,-4.0,185.0
9527108_23_1,9527108,23,-4.0,185.0
9527108_24_1,9527108,24,-4.0,185.0
