id,block_type,code_prm,p,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,MAR
23,normal,,2309,56,5,0,66,0,9,0,0,51,0,29,59,0,0,0,7,0,65,65,0,0,57,92,59,0.5
24,normal,,188,0,-4,-34,-50,0,0,-52,0,-70,-77,0,-80,0,0,0,0,-26,0,-35,-68,0,0,0,-5,0.8
25,normal,,2394,0,47,43,0,54,70,0,0,0,15,0,43,0,63,93,0,53,0,44,93,90,45,84,0,0.8
26,normal,,1291,9,87,24,37,0,0,49,65,86,20,23,49,54,79,0,78,60,0,0,0,24,0,10,0,1
27,normal,,637,0,-84,-23,-7,0,0,0,-49,0,-35,-67,-52,0,-84,0,0,-81,-8,0,0,0,-4,0,0,0
28,normal,,3439,-20,-59,-77,-60,-1,0,0,-16,0,0,0,-12,0,0,-62,0,0,-96,-51,-58,0,0,0,0,0.5
29,normal,,3177,0,0,0,92,0,0,23,0,0,89,0,0,30,0,0,20,88,0,25,0,47,0,73,51,0
30,normal,,2451,0,0,-20,-85,0,0,0,-74,0,-49,0,-94,-61,-99,-3,0,-16,0,-85,0,0,-18,0,0,1
31,normal,,2706,82,0,10,0,0,39,0,0,67,0,0,0,0,72,42,0,0,73,0,81,20,85,63,0,0.8
32,normal,,3325,0,0,-94,0,-37,-78,0,-99,0,-73,0,-87,-17,0,-49,0,0,-39,-66,0,0,0,-94,-45,1
33,normal,,3324,0,-32,0,-85,-65,0,0,0,-76,-59,-78,-25,0,0,-85,0,-10,0,0,-69,0,0,-13,0,1
34,normal,,2796,35,0,3,88,6,0,96,78,0,0,0,0,6,0,0,0,0,34,81,0,5,56,1,0,0.8
35,normal,,2220,61,95,0,0,0,0,0,0,31,0,0,48,0,0,0,0,0,0,45,0,0,0,23,0,1
36,normal,,660,21,0,0,0,72,0,0,0,0,73,76,0,100,74,93,91,17,83,48,0,85,0,9,0,0
37,normal,,361,0,0,0,100,0,0,0,0,0,25,33,57,0,74,18,0,12,50,0,0,85,0,0,0,0.5
38,normal,,2883,23,17,0,0,0,15,0,38,88,21,47,0,0,0,0,23,0,0,11,23,7,18,0,44,0
39,normal,,1664,0,-23,-62,0,0,-45,0,-52,-85,0,0,-81,0,0,-59,-6,-85,-47,-75,-21,0,-29,0,0,0.8
40,normal,,2898,-83,-38,0,-11,-5,-32,0,0,-26,-45,-63,-49,-18,0,0,0,0,-96,0,0,0,0,-26,-22,0.8
41,normal,,3204,0,0,0,93,14,88,0,76,10,28,0,0,0,100,40,24,0,77,57,43,0,97,0,23,0
42,normal,,3280,-51,0,0,-33,-32,0,0,0,0,-60,-75,0,0,-67,0,0,-33,-66,-71,-37,0,-95,0,-74,0.8
43,normal,,-484,0,0,0,72,74,0,0,85,0,67,0,40,0,0,0,81,0,0,76,75,0,0,0,0,1
44,normal,,3643,-64,-93,-99,-25,0,0,0,-19,0,-87,-97,0,-33,0,-29,-77,0,0,0,-67,0,-75,-46,0,0.5
45,normal,,-227,0,70,0,0,0,100,0,57,0,0,71,26,0,0,57,0,46,11,0,53,58,99,0,59,0.8
46,exclusive,1,795,0,0,97,10,0,0,0,0,0,6,0,66,88,26,37,0,0,0,0,15,0,0,44,0,1
47,exclusive,1,3093,-10,0,-35,0,-58,0,-32,-20,0,-82,-3,0,0,-66,0,0,-95,0,-54,-65,0,0,-96,0,1
48,exclusive,2,1370,-87,-68,-19,-96,0,-56,-63,-39,-68,0,0,0,-28,-17,0,-93,-53,0,0,0,-43,0,-75,-68,0.5
49,exclusive,2,-419,0,41,0,67,69,55,34,0,0,0,35,17,91,0,40,0,0,35,0,0,0,0,6,70,0
50,exclusive,3,3571,41,0,88,57,90,65,6,74,3,99,80,54,0,38,89,82,0,0,98,14,0,0,0,25,1
51,exclusive,3,3671,0,0,-79,-27,0,-27,0,0,-97,-81,0,0,-46,0,-59,0,0,0,0,0,0,0,0,-81,0
52,exclusive,3,1696,-45,-91,0,0,0,0,-80,0,-57,0,-69,-99,-43,-69,0,0,0,-32,-33,-64,-57,0,0,0,0.5
53,exclusive,3,1243,0,0,-87,-60,0,0,0,0,-42,-2,-11,0,-20,-53,0,-23,0,-97,0,-92,0,-8,-18,-85,0.8
54,exclusive,4,3343,85,4,36,53,0,88,0,0,22,95,59,87,88,34,95,0,0,75,0,90,0,0,65,0,1
55,exclusive,4,99,-44,0,0,0,-13,-73,0,0,0,-53,-92,-84,0,0,0,-88,-72,0,0,-27,0,-42,0,-92,0.5
56,exclusive,5,475,45,0,0,5,18,0,6,0,0,0,0,77,0,75,49,75,0,74,41,0,97,34,91,32,1
57,exclusive,5,3644,0,0,9,60,44,72,1,31,0,87,0,46,15,20,14,0,0,17,4,0,69,0,0,0,0
58,exclusive,5,447,-70,-37,-98,-73,-12,0,-27,-86,-40,-64,0,0,-1,0,-55,-78,-29,-81,-62,-30,0,-24,0,0,0.8
59,normal,,2977,60,24,77,0,48,0,5,36,92,0,0,0,38,0,38,0,38,83,80,0,66,0,10,65,1
60,linked,59,1145,0,10,47,74,4,0,29,40,68,32,47,46,0,52,0,48,91,21,43,0,0,15,23,66,0.8
61,normal,,3639,0,-40,-43,-53,0,-51,-47,-92,0,0,0,0,0,0,-84,0,0,-83,-16,0,-99,0,0,-72,0.8
62,linked,61,1209,-25,-22,-18,0,0,-5,-33,-83,0,0,0,0,0,-92,0,0,0,0,-54,0,-52,0,-84,0,0.8
63,normal,,-122,0,-1,-28,0,-77,0,-28,0,-58,0,0,0,-80,0,0,-56,-4,-38,0,-11,0,-37,-18,-82,1
64,linked,63,2763,-17,-43,-41,-69,0,-68,0,0,-67,-41,0,0,0,-76,-8,-83,0,0,0,0,-52,0,-95,0,0.8
65,linked,63,-10,0,-73,-76,-89,0,-33,-84,0,0,0,-14,0,0,0,-76,0,-70,0,-42,0,-33,-57,-53,0,0.5
66,normal,,3279,0,0,0,12,62,0,40,4,77,0,0,25,0,0,66,82,95,0,0,0,66,95,0,56,1
67,linked,66,881,-48,0,0,-79,-83,0,-16,-95,-85,-87,0,-57,-82,0,0,-63,0,0,0,0,-16,-27,-57,-32,0.8
68,normal,,3344,0,0,0,0,0,0,0,-6,0,0,-68,-94,0,-12,-38,0,0,0,0,0,0,0,-67,-46,0.5
69,linked,68,2945,0,14,98,1,0,0,0,0,76,0,54,0,66,0,69,70,72,0,0,63,0,76,62,0,1
70,normal,,2510,0,0,0,87,0,0,92,86,0,0,23,70,15,40,0,8,0,0,79,0,72,24,49,17,0.8
71,linked,70,957,0,0,38,55,63,0,0,38,1,44,0,0,57,55,59,78,28,0,0,42,0,0,0,0,1
72,normal,,2475,-49,-41,-49,-50,0,-43,-79,0,0,0,0,0,0,0,-49,0,-100,0,-87,0,0,-52,-36,0,0.5
73,linked,72,2113,0,0,-85,-53,-29,-61,0,0,-66,0,-73,0,-29,-92,0,0,0,-97,0,0,0,-89,0,0,1
74,linked,72,3264,-72,0,0,0,-13,-45,0,0,0,-23,-50,0,-67,0,0,-79,-33,0,0,-82,0,0,-17,-80,1
75,normal,,2732,-15,-78,-30,0,0,0,-53,0,0,0,0,-53,0,0,0,0,0,-39,0,0,-79,0,-56,-71,1
76,linked,75,27,-35,0,0,-21,-98,0,-17,0,-23,0,0,-84,-61,-91,-47,-22,0,-52,-46,-22,0,0,0,0,1
77,normal,,2055,-7,0,0,0,0,0,-59,-25,0,-37,0,0,-55,0,-63,-81,0,-52,0,0,0,0,0,-53,1
78,linked,77,382,0,0,-38,-79,-17,0,-36,-86,-19,0,0,-39,0,-88,0,-40,-23,0,-47,0,0,0,0,0,0.8
79,normal,,1409,-24,-21,0,0,-54,0,0,0,0,0,0,-53,-44,-48,-47,-77,-78,-65,0,0,-46,-83,-16,0,0.8
80,linked,79,116,0,0,0,0,-34,0,-9,0,-37,0,0,-39,-99,-78,0,0,-66,0,0,0,0,-95,-76,-20,1
81,flexible,,2066,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,1
82,flexible,,3362,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,1
83,flexible,,842,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1
84,flexible,,1375,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,1
85,flexible,,3415,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,1
