period,generator,seller,carrier,node,min_prod,max_prod,size1,cost1,no_load_cost,min_uptime
24,DE0 0 ror,6,ror,DE0 0,0.0,338.48014556435066,338.48014556435066,0.0097842350363883,0.0,0
1,DE0 0 solar,7,solar,DE0 0,0.0,0.0,0.0,0.01968635603230174,0.0,0
2,DE0 0 solar,7,solar,DE0 0,0.0,0.0,0.0,0.01968635603230174,0.0,0
3,DE0 0 solar,7,solar,DE0 0,0.0,0.0,0.0,0.01968635603230174,0.0,0
4,DE0 0 solar,7,solar,DE0 0,0.0,0.0,0.0,0.01968635603230174,0.0,0
5,DE0 0 solar,7,solar,DE0 0,0.0,0.0,0.0,0.01968635603230174,0.0,0
6,DE0 0 solar,7,solar,DE0 0,0.0,0.0,0.0,0.01968635603230174,0.0,0
7,DE0 0 solar,7,solar,DE0 0,0.0,0.0,0.0,0.01968635603230174,0.0,0
8,DE0 0 solar,7,solar,DE0 0,0.0,73.38040212460001,73.38040212460001,0.01968635603230174,0.0,0
9,DE0 0 solar,7,solar,DE0 0,0.0,121.28211560829962,121.28211560829962,0.01968635603230174,0.0,0
10,DE0 0 solar,7,solar,DE0 0,0.0,134.95213866762273,134.95213866762273,0.01968635603230174,0.0,0
11,DE0 0 solar,7,solar,DE0 0,0.0,148.69322984800036,148.69322984800036,0.01968635603230174,0.0,0
12,DE0 0 solar,7,solar,DE0 0,0.0,136.26420209547828,136.26420209547828,0.01968635603230174,0.0,0
13,DE0 0 solar,7,solar,DE0 0,0.0,103.0386129437367,103.0386129437367,0.01968635603230174,0.0,0
14,DE0 0 solar,7,solar,DE0 0,0.0,103.73573043908088,103.73573043908088,0.01968635603230174,0.0,0
15,DE0 0 solar,7,solar,DE0 0,0.0,80.06820599468973,80.06820599468973,0.01968635603230174,0.0,0
16,DE0 0 solar,7,solar,DE0 0,0.0,59.404910852154714,59.404910852154714,0.01968635603230174,0.0,0
17,DE0 0 solar,7,solar,DE0 0,0.0,0.0,0.0,0.01968635603230174,0.0,0
18,DE0 0 solar,7,solar,DE0 0,0.0,0.0,0.0,0.01968635603230174,0.0,0
19,DE0 0 solar,7,solar,DE0 0,0.0,0.0,0.0,0.01968635603230174,0.0,0
20,DE0 0 solar,7,solar,DE0 0,0.0,0.0,0.0,0.01968635603230174,0.0,0
21,DE0 0 solar,7,solar,DE0 0,0.0,0.0,0.0,0.01968635603230174,0.0,0
22,DE0 0 solar,7,solar,DE0 0,0.0,0.0,0.0,0.01968635603230174,0.0,0
23,DE0 0 solar,7,solar,DE0 0,0.0,0.0,0.0,0.01968635603230174,0.0,0
24,DE0 0 solar,7,solar,DE0 0,0.0,0.0,0.0,0.01968635603230174,0.0,0
1,DE0 1 onwind,11,onwind,DE0 1,0.0,31.91632361224953,31.91632361224953,0.02506365517419373,0.0,0
2,DE0 1 onwind,11,onwind,DE0 1,0.0,50.90410044516075,50.90410044516075,0.02506365517419373,0.0,0
3,DE0 1 onwind,11,onwind,DE0 1,0.0,62.709180146036296,62.709180146036296,0.02506365517419373,0.0,0
4,DE0 1 onwind,11,onwind,DE0 1,0.0,65.40363564626398,65.40363564626398,0.02506365517419373,0.0,0
5,DE0 1 onwind,11,onwind,DE0 1,0.0,71.1241754308867,71.1241754308867,0.02506365517419373,0.0,0
6,DE0 1 onwind,11,onwind,DE0 1,0.0,79.64413129267739,79.64413129267739,0.02506365517419373,0.0,0
7,DE0 1 onwind,11,onwind,DE0 1,0.0,107.96736225769241,107.96736225769241,0.02506365517419373,0.0,0
8,DE0 1 onwind,11,onwind,DE0 1,0.0,113.65650112145121,113.65650112145121,0.02506365517419373,0.0,0
9,DE0 1 onwind,11,onwind,DE0 1,0.0,103.87597954658617,103.87597954658617,0.02506365517419373,0.0,0
10,DE0 1 onwind,11,onwind,DE0 1,0.0,163.96610674884408,163.96610674884408,0.02506365517419373,0.0,0
11,DE0 1 onwind,11,onwind,DE0 1,0.0,111.10769354502932,111.10769354502932,0.02506365517419373,0.0,0
12,DE0 1 onwind,11,onwind,DE0 1,0.0,91.86154934193613,91.86154934193613,0.02506365517419373,0.0,0
13,DE0 1 onwind,11,onwind,DE0 1,0.0,97.57006409412351,97.57006409412351,0.02506365517419373,0.0,0
14,DE0 1 onwind,11,onwind,DE0 1,0.0,88.18754556755087,88.18754556755087,0.02506365517419373,0.0,0
15,DE0 1 onwind,11,onwind,DE0 1,0.0,78.63403526731521,78.63403526731521,0.02506365517419373,0.0,0
16,DE0 1 onwind,11,onwind,DE0 1,0.0,105.10326130521102,105.10326130521102,0.02506365517419373,0.0,0
17,DE0 1 onwind,11,onwind,DE0 1,0.0,90.73864632243613,90.73864632243613,0.02506365517419373,0.0,0
18,DE0 1 onwind,11,onwind,DE0 1,0.0,40.171401389461415,40.171401389461415,0.02506365517419373,0.0,0
19,DE0 1 onwind,11,onwind,DE0 1,0.0,60.78687041483079,60.78687041483079,0.02506365517419373,0.0,0
20,DE0 1 onwind,11,onwind,DE0 1,0.0,63.937333409028305,63.937333409028305,0.02506365517419373,0.0,0
21,DE0 1 onwind,11,onwind,DE0 1,0.0,36.13216808768145,36.13216808768145,0.02506365517419373,0.0,0
22,DE0 1 onwind,11,onwind,DE0 1,0.0,18.470815429627745,18.470815429627745,0.02506365517419373,0.0,0
23,DE0 1 onwind,11,onwind,DE0 1,0.0,17.245834380559486,17.245834380559486,0.02506365517419373,0.0,0
24,DE0 1 onwind,11,onwind,DE0 1,0.0,0.0,0.0,0.02506365517419373,0.0,0
1,DE0 1 ror,12,ror,DE0 1,0.0,0.7114359198843766,0.7114359198843766,0.010268801917102643,0.0,0
2,DE0 1 ror,12,ror,DE0 1,0.0,0.7112465526782363,0.7112465526782363,0.010268801917102643,0.0,0
3,DE0 1 ror,12,ror,DE0 1,0.0,0.7110577612378416,0.7110577612378416,0.010268801917102643,0.0,0
4,DE0 1 ror,12,ror,DE0 1,0.0,0.710869899039485,0.710869899039485,0.010268801917102643,0.0,0
5,DE0 1 ror,12,ror,DE0 1,0.0,0.7106796660165409,0.7106796660165409,0.010268801917102643,0.0,0
6,DE0 1 ror,12,ror,DE0 1,0.0,0.7104881394320982,0.7104881394320982,0.010268801917102643,0.0,0
7,DE0 1 ror,12,ror,DE0 1,0.0,0.7102979375669193,0.7102979375669193,0.010268801917102643,0.0,0
8,DE0 1 ror,12,ror,DE0 1,0.0,0.7101070806110737,0.7101070806110737,0.010268801917102643,0.0,0
9,DE0 1 ror,12,ror,DE0 1,0.0,0.7099197963899796,0.7099197963899796,0.010268801917102643,0.0,0
10,DE0 1 ror,12,ror,DE0 1,0.0,0.7097545107584435,0.7097545107584435,0.010268801917102643,0.0,0
11,DE0 1 ror,12,ror,DE0 1,0.0,0.7096478201706405,0.7096478201706405,0.010268801917102643,0.0,0
12,DE0 1 ror,12,ror,DE0 1,0.0,0.7096570425598101,0.7096570425598101,0.010268801917102643,0.0,0
13,DE0 1 ror,12,ror,DE0 1,0.0,0.7099339712803752,0.7099339712803752,0.010268801917102643,0.0,0
14,DE0 1 ror,12,ror,DE0 1,0.0,0.7103078604684077,0.7103078604684077,0.010268801917102643,0.0,0
15,DE0 1 ror,12,ror,DE0 1,0.0,0.7106903962726178,0.7106903962726178,0.010268801917102643,0.0,0
16,DE0 1 ror,12,ror,DE0 1,0.0,0.710925460195193,0.710925460195193,0.010268801917102643,0.0,0
17,DE0 1 ror,12,ror,DE0 1,0.0,0.7109410993038482,0.7109410993038482,0.010268801917102643,0.0,0
18,DE0 1 ror,12,ror,DE0 1,0.0,0.7107572179344268,0.7107572179344268,0.010268801917102643,0.0,0
19,DE0 1 ror,12,ror,DE0 1,0.0,0.71055910557562,0.71055910557562,0.010268801917102643,0.0,0
20,DE0 1 ror,12,ror,DE0 1,0.0,0.7103600508168604,0.7103600508168604,0.010268801917102643,0.0,0
21,DE0 1 ror,12,ror,DE0 1,0.0,0.7101632295245082,0.7101632295245082,0.010268801917102643,0.0,0
22,DE0 1 ror,12,ror,DE0 1,0.0,0.7099662796731129,0.7099662796731129,0.010268801917102643,0.0,0
23,DE0 1 ror,12,ror,DE0 1,0.0,0.7097648458619416,0.7097648458619416,0.010268801917102643,0.0,0
24,DE0 1 ror,12,ror,DE0 1,0.0,0.7095628576293312,0.7095628576293312,0.010268801917102643,0.0,0
1,DE0 1 solar,13,solar,DE0 1,0.0,0.0,0.0,0.02069886358815558,0.0,0
2,DE0 1 solar,13,solar,DE0 1,0.0,0.0,0.0,0.02069886358815558,0.0,0
3,DE0 1 solar,13,solar,DE0 1,0.0,0.0,0.0,0.02069886358815558,0.0,0
4,DE0 1 solar,13,solar,DE0 1,0.0,0.0,0.0,0.02069886358815558,0.0,0
5,DE0 1 solar,13,solar,DE0 1,0.0,0.0,0.0,0.02069886358815558,0.0,0
6,DE0 1 solar,13,solar,DE0 1,0.0,0.0,0.0,0.02069886358815558,0.0,0
7,DE0 1 solar,13,solar,DE0 1,0.0,0.0,0.0,0.02069886358815558,0.0,0
8,DE0 1 solar,13,solar,DE0 1,0.0,42.30163370702876,42.30163370702876,0.02069886358815558,0.0,0
9,DE0 1 solar,13,solar,DE0 1,0.0,76.29571876952252,76.29571876952252,0.02069886358815558,0.0,0
10,DE0 1 solar,13,solar,DE0 1,0.0,70.23601241766474,70.23601241766474,0.02069886358815558,0.0,0
11,DE0 1 solar,13,solar,DE0 1,0.0,80.24187695555378,80.24187695555378,0.02069886358815558,0.0,0
12,DE0 1 solar,13,solar,DE0 1,0.0,83.27602455519785,83.27602455519785,0.02069886358815558,0.0,0
13,DE0 1 solar,13,solar,DE0 1,0.0,56.45531197188811,56.45531197188811,0.02069886358815558,0.0,0
14,DE0 1 solar,13,solar,DE0 1,0.0,81.29341498129085,81.29341498129085,0.02069886358815558,0.0,0
15,DE0 1 solar,13,solar,DE0 1,0.0,63.76428188536307,63.76428188536307,0.02069886358815558,0.0,0
16,DE0 1 solar,13,solar,DE0 1,0.0,57.72852043774424,57.72852043774424,0.02069886358815558,0.0,0
17,DE0 1 solar,13,solar,DE0 1,0.0,0.0,0.0,0.02069886358815558,0.0,0
18,DE0 1 solar,13,solar,DE0 1,0.0,0.0,0.0,0.02069886358815558,0.0,0
19,DE0 1 solar,13,solar,DE0 1,0.0,0.0,0.0,0.02069886358815558,0.0,0
20,DE0 1 solar,13,solar,DE0 1,0.0,0.0,0.0,0.02069886358815558,0.0,0
21,DE0 1 solar,13,solar,DE0 1,0.0,0.0,0.0,0.02069886358815558,0.0,0
22,DE0 1 solar,13,solar,DE0 1,0.0,0.0,0.0,0.02069886358815558,0.0,0
23,DE0 1 solar,13,solar,DE0 1,0.0,0.0,0.0,0.02069886358815558,0.0,0
24,DE0 1 solar,13,solar,DE0 1,0.0,0.0,0.0,0.02069886358815558,0.0,0
1,DE0 10 onwind,16,onwind,DE0 10,0.0,0.0,0.0,0.024184209879890152,0.0,0
2,DE0 10 onwind,16,onwind,DE0 10,0.0,0.0,0.0,0.024184209879890152,0.0,0
3,DE0 10 onwind,16,onwind,DE0 10,0.0,0.0,0.0,0.024184209879890152,0.0,0
4,DE0 10 onwind,16,onwind,DE0 10,0.0,0.0,0.0,0.024184209879890152,0.0,0
5,DE0 10 onwind,16,onwind,DE0 10,0.0,0.0,0.0,0.024184209879890152,0.0,0
6,DE0 10 onwind,16,onwind,DE0 10,0.0,0.0,0.0,0.024184209879890152,0.0,0
7,DE0 10 onwind,16,onwind,DE0 10,0.0,0.0,0.0,0.024184209879890152,0.0,0
8,DE0 10 onwind,16,onwind,DE0 10,0.0,0.0,0.0,0.024184209879890152,0.0,0
9,DE0 10 onwind,16,onwind,DE0 10,0.0,0.0,0.0,0.024184209879890152,0.0,0
10,DE0 10 onwind,16,onwind,DE0 10,0.0,0.0,0.0,0.024184209879890152,0.0,0
11,DE0 10 onwind,16,onwind,DE0 10,0.0,0.0,0.0,0.024184209879890152,0.0,0
12,DE0 10 onwind,16,onwind,DE0 10,0.0,0.0,0.0,0.024184209879890152,0.0,0
13,DE0 10 onwind,16,onwind,DE0 10,0.0,0.0,0.0,0.024184209879890152,0.0,0
14,DE0 10 onwind,16,onwind,DE0 10,0.0,2.5765022368964354,2.5765022368964354,0.024184209879890152,0.0,0
15,DE0 10 onwind,16,onwind,DE0 10,0.0,10.646872180299624,10.646872180299624,0.024184209879890152,0.0,0
16,DE0 10 onwind,16,onwind,DE0 10,0.0,11.89730373277508,11.89730373277508,0.024184209879890152,0.0,0
17,DE0 10 onwind,16,onwind,DE0 10,0.0,11.222284940639774,11.222284940639774,0.024184209879890152,0.0,0
18,DE0 10 onwind,16,onwind,DE0 10,0.0,17.678377943957937,17.678377943957937,0.024184209879890152,0.0,0
19,DE0 10 onwind,16,onwind,DE0 10,0.0,19.817275015623846,19.817275015623846,0.024184209879890152,0.0,0
20,DE0 10 onwind,16,onwind,DE0 10,0.0,21.09172118416774,21.09172118416774,0.024184209879890152,0.0,0
21,DE0 10 onwind,16,onwind,DE0 10,0.0,25.02828817412395,25.02828817412395,0.024184209879890152,0.0,0
22,DE0 10 onwind,16,onwind,DE0 10,0.0,27.241926731120202,27.241926731120202,0.024184209879890152,0.0,0
23,DE0 10 onwind,16,onwind,DE0 10,0.0,14.723915345308466,14.723915345308466,0.024184209879890152,0.0,0
24,DE0 10 onwind,16,onwind,DE0 10,0.0,23.09882860074002,23.09882860074002,0.024184209879890152,0.0,0
1,DE0 10 ror,17,ror,DE0 10,0.0,355.94971262951503,355.94971262951503,0.009867402345359056,0.0,0
2,DE0 10 ror,17,ror,DE0 10,0.0,355.8549673394289,355.8549673394289,0.009867402345359056,0.0,0
3,DE0 10 ror,17,ror,DE0 10,0.0,355.76051011977336,355.76051011977336,0.009867402345359056,0.0,0
4,DE0 10 ror,17,ror,DE0 10,0.0,355.66651782384054,355.66651782384054,0.009867402345359056,0.0,0
5,DE0 10 ror,17,ror,DE0 10,0.0,355.5713393433098,355.5713393433098,0.009867402345359056,0.0,0
6,DE0 10 ror,17,ror,DE0 10,0.0,355.4755136606477,355.4755136606477,0.009867402345359056,0.0,0
7,DE0 10 ror,17,ror,DE0 10,0.0,355.38035076914923,355.38035076914923,0.009867402345359056,0.0,0
8,DE0 10 ror,17,ror,DE0 10,0.0,355.2848601189196,355.2848601189196,0.009867402345359056,0.0,0
9,DE0 10 ror,17,ror,DE0 10,0.0,355.191156999896,355.191156999896,0.009867402345359056,0.0,0
10,DE0 10 ror,17,ror,DE0 10,0.0,355.1084603417675,355.1084603417675,0.009867402345359056,0.0,0
11,DE0 10 ror,17,ror,DE0 10,0.0,355.05508029304167,355.05508029304167,0.009867402345359056,0.0,0
12,DE0 10 ror,17,ror,DE0 10,0.0,355.05969449185125,355.05969449185125,0.009867402345359056,0.0,0
13,DE0 10 ror,17,ror,DE0 10,0.0,355.1982490626129,355.1982490626129,0.009867402345359056,0.0,0
14,DE0 10 ror,17,ror,DE0 10,0.0,355.38531545231257,355.38531545231257,0.009867402345359056,0.0,0
15,DE0 10 ror,17,ror,DE0 10,0.0,355.5767079667659,355.5767079667659,0.009867402345359056,0.0,0
16,DE0 10 ror,17,ror,DE0 10,0.0,355.69431650093134,355.69431650093134,0.009867402345359056,0.0,0
17,DE0 10 ror,17,ror,DE0 10,0.0,355.70214114975215,355.70214114975215,0.009867402345359056,0.0,0
18,DE0 10 ror,17,ror,DE0 10,0.0,355.6101405650556,355.6101405650556,0.009867402345359056,0.0,0
19,DE0 10 ror,17,ror,DE0 10,0.0,355.5110198498729,355.5110198498729,0.009867402345359056,0.0,0
20,DE0 10 ror,17,ror,DE0 10,0.0,355.4114276277237,355.4114276277237,0.009867402345359056,0.0,0
21,DE0 10 ror,17,ror,DE0 10,0.0,355.3129528663375,355.3129528663375,0.009867402345359056,0.0,0
22,DE0 10 ror,17,ror,DE0 10,0.0,355.2144137835513,355.2144137835513,0.009867402345359056,0.0,0
23,DE0 10 ror,17,ror,DE0 10,0.0,355.11363126021183,355.11363126021183,0.009867402345359056,0.0,0
24,DE0 10 ror,17,ror,DE0 10,0.0,355.01257134554817,355.01257134554817,0.009867402345359056,0.0,0
1,DE0 10 solar,18,solar,DE0 10,0.0,0.0,0.0,0.01986172552665929,0.0,0
2,DE0 10 solar,18,solar,DE0 10,0.0,0.0,0.0,0.01986172552665929,0.0,0
3,DE0 10 solar,18,solar,DE0 10,0.0,0.0,0.0,0.01986172552665929,0.0,0
4,DE0 10 solar,18,solar,DE0 10,0.0,0.0,0.0,0.01986172552665929,0.0,0
5,DE0 10 solar,18,solar,DE0 10,0.0,0.0,0.0,0.01986172552665929,0.0,0
6,DE0 10 solar,18,solar,DE0 10,0.0,0.0,0.0,0.01986172552665929,0.0,0
7,DE0 10 solar,18,solar,DE0 10,0.0,0.0,0.0,0.01986172552665929,0.0,0
8,DE0 10 solar,18,solar,DE0 10,0.0,70.20475865043805,70.20475865043805,0.01986172552665929,0.0,0
9,DE0 10 solar,18,solar,DE0 10,0.0,144.94881793027267,144.94881793027267,0.01986172552665929,0.0,0
10,DE0 10 solar,18,solar,DE0 10,0.0,179.18119963906713,179.18119963906713,0.01986172552665929,0.0,0
11,DE0 10 solar,18,solar,DE0 10,0.0,229.63867114092469,229.63867114092469,0.01986172552665929,0.0,0
12,DE0 10 solar,18,solar,DE0 10,0.0,267.63790027898455,267.63790027898455,0.01986172552665929,0.0,0
13,DE0 10 solar,18,solar,DE0 10,0.0,256.15417489466586,256.15417489466586,0.01986172552665929,0.0,0
14,DE0 10 solar,18,solar,DE0 10,0.0,213.76532358810798,213.76532358810798,0.01986172552665929,0.0,0
15,DE0 10 solar,18,solar,DE0 10,0.0,140.16465175282093,140.16465175282093,0.01986172552665929,0.0,0
16,DE0 10 solar,18,solar,DE0 10,0.0,100.68136703130278,100.68136703130278,0.01986172552665929,0.0,0
17,DE0 10 solar,18,solar,DE0 10,0.0,31.58146227897396,31.58146227897396,0.01986172552665929,0.0,0
18,DE0 10 solar,18,solar,DE0 10,0.0,0.0,0.0,0.01986172552665929,0.0,0
19,DE0 10 solar,18,solar,DE0 10,0.0,0.0,0.0,0.01986172552665929,0.0,0
20,DE0 10 solar,18,solar,DE0 10,0.0,0.0,0.0,0.01986172552665929,0.0,0
21,DE0 10 solar,18,solar,DE0 10,0.0,0.0,0.0,0.01986172552665929,0.0,0
22,DE0 10 solar,18,solar,DE0 10,0.0,0.0,0.0,0.01986172552665929,0.0,0
23,DE0 10 solar,18,solar,DE0 10,0.0,0.0,0.0,0.01986172552665929,0.0,0
24,DE0 10 solar,18,solar,DE0 10,0.0,0.0,0.0,0.01986172552665929,0.0,0
1,DE0 11 onwind,23,onwind,DE0 11,0.0,104.01924366772434,104.01924366772434,0.02423123679015859,0.0,0
2,DE0 11 onwind,23,onwind,DE0 11,0.0,110.36452645609236,110.36452645609236,0.02423123679015859,0.0,0
3,DE0 11 onwind,23,onwind,DE0 11,0.0,110.28306156373577,110.28306156373577,0.02423123679015859,0.0,0
4,DE0 11 onwind,23,onwind,DE0 11,0.0,114.58793125775698,114.58793125775698,0.02423123679015859,0.0,0
5,DE0 11 onwind,23,onwind,DE0 11,0.0,110.00143188861604,110.00143188861604,0.02423123679015859,0.0,0
6,DE0 11 onwind,23,onwind,DE0 11,0.0,113.76955299308328,113.76955299308328,0.02423123679015859,0.0,0
7,DE0 11 onwind,23,onwind,DE0 11,0.0,128.1725779113491,128.1725779113491,0.02423123679015859,0.0,0
8,DE0 11 onwind,23,onwind,DE0 11,0.0,116.5250059502368,116.5250059502368,0.02423123679015859,0.0,0
9,DE0 11 onwind,23,onwind,DE0 11,0.0,88.35563364752859,88.35563364752859,0.02423123679015859,0.0,0
10,DE0 11 onwind,23,onwind,DE0 11,0.0,85.15738965711579,85.15738965711579,0.02423123679015859,0.0,0
11,DE0 11 onwind,23,onwind,DE0 11,0.0,98.84158289031053,98.84158289031053,0.02423123679015859,0.0,0
12,DE0 11 onwind,23,onwind,DE0 11,0.0,90.01217206688258,90.01217206688258,0.02423123679015859,0.0,0
13,DE0 11 onwind,23,onwind,DE0 11,0.0,100.32945403629593,100.32945403629593,0.02423123679015859,0.0,0
14,DE0 11 onwind,23,onwind,DE0 11,0.0,105.65153607923817,105.65153607923817,0.02423123679015859,0.0,0
15,DE0 11 onwind,23,onwind,DE0 11,0.0,99.09717749940708,99.09717749940708,0.02423123679015859,0.0,0
16,DE0 11 onwind,23,onwind,DE0 11,0.0,89.99390223437089,89.99390223437089,0.02423123679015859,0.0,0
17,DE0 11 onwind,23,onwind,DE0 11,0.0,82.31361702708018,82.31361702708018,0.02423123679015859,0.0,0
18,DE0 11 onwind,23,onwind,DE0 11,0.0,82.42450385932072,82.42450385932072,0.02423123679015859,0.0,0
19,DE0 11 onwind,23,onwind,DE0 11,0.0,87.71142090249427,87.71142090249427,0.02423123679015859,0.0,0
20,DE0 11 onwind,23,onwind,DE0 11,0.0,92.65452773145061,92.65452773145061,0.02423123679015859,0.0,0
21,DE0 11 onwind,23,onwind,DE0 11,0.0,81.2727805402534,81.2727805402534,0.02423123679015859,0.0,0
22,DE0 11 onwind,23,onwind,DE0 11,0.0,64.32711384462785,64.32711384462785,0.02423123679015859,0.0,0
23,DE0 11 onwind,23,onwind,DE0 11,0.0,81.71721398794163,81.71721398794163,0.02423123679015859,0.0,0
24,DE0 11 onwind,23,onwind,DE0 11,0.0,91.03333159432874,91.03333159432874,0.02423123679015859,0.0,0
1,DE0 11 ror,24,ror,DE0 11,0.0,59.41698397528595,59.41698397528595,0.009634570963640642,0.0,0
2,DE0 11 ror,24,ror,DE0 11,0.0,59.401168596924805,59.401168596924805,0.009634570963640642,0.0,0
3,DE0 11 ror,24,ror,DE0 11,0.0,59.38540130478353,59.38540130478353,0.009634570963640642,0.0,0
4,DE0 11 ror,24,ror,DE0 11,0.0,59.36971162013685,59.36971162013685,0.009634570963640642,0.0,0
5,DE0 11 ror,24,ror,DE0 11,0.0,59.35382393136556,59.35382393136556,0.009634570963640642,0.0,0
6,DE0 11 ror,24,ror,DE0 11,0.0,59.33782820823632,59.33782820823632,0.009634570963640642,0.0,0
7,DE0 11 ror,24,ror,DE0 11,0.0,59.321943121667665,59.321943121667665,0.009634570963640642,0.0,0
8,DE0 11 ror,24,ror,DE0 11,0.0,59.3060033239008,59.3060033239008,0.009634570963640642,0.0,0
9,DE0 11 ror,24,ror,DE0 11,0.0,59.29036191017321,59.29036191017321,0.009634570963640642,0.0,0
10,DE0 11 ror,24,ror,DE0 11,0.0,59.27655775234841,59.27655775234841,0.009634570963640642,0.0,0
11,DE0 11 ror,24,ror,DE0 11,0.0,59.26764727598837,59.26764727598837,0.009634570963640642,0.0,0
