81 97 34.70121765 108 35.44433212 119 36.18745041 130 36.93056488
82 34 29.45004082 61 31.64951515 88 33.84898758 115 36.04846191
83 77 31.06868553 93 32.2384758 109 33.40826797 125 34.57806015
84 80 44.68375778 91 46.04346848 102 47.40317917 113 48.76288605
85 64 38.09875488 79 39.53022766 94 40.96169662 109 42.3931694
86 0 0.0 1 0.0 1 0.0 2 0.0
87 0 0.0 8 0.0 16 0.0 23 0.0
88 500 142.00674438 554 152.89131165 608 163.77587891 662 174.66044617
89 314 103.97219849 395 120.2151413 476 136.45808411 557 152.70103455
90 415 109.36752319 470 119.49727631 526 129.62702942 582 139.7567749
91 0 0.0 38 0.0 75 0.0 113 0.0
92 197 78.30288696 253 88.97242737 308 99.64196777 364 110.31150818
93 12 0.0 14 0.0 17 0.0 19 0.0
94 14 0.0 16 0.0 18 0.0 20 0.0
