id,step_orders,fixed_term,condition,load_gradient,MAP1,MAP2,MAP3,MAP4,MAP5,MAP6,MAP7,MAP8,MAP9,MAP10,MAP11,MAP12,MAP13,MAP14,MAP15,MAP16,MAP17,MAP18,MAP19,MAP20,MAP21,MAP22,MAP23,MAP24
s25MAP,"['s25t8l1', 's25t9l1', 's25t10l1', 's25t11l1', 's25t12l1', 's25t13l1', 's25t14l1', 's25t15l1', 's25t16l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s29MAP,"['s29t1l1', 's29t2l1', 's29t3l1', 's29t4l1', 's29t5l1', 's29t6l1', 's29t7l1', 's29t8l1', 's29t9l1', 's29t10l1', 's29t11l1', 's29t12l1', 's29t13l1', 's29t14l1', 's29t15l1', 's29t16l1', 's29t17l1', 's29t18l1', 's29t19l1', 's29t20l1', 's29t21l1', 's29t22l1', 's29t23l1', 's29t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s31MAP,"['s31t1l1', 's31t2l1', 's31t3l1', 's31t4l1', 's31t5l1', 's31t6l1', 's31t7l1', 's31t8l1', 's31t9l1', 's31t10l1', 's31t11l1', 's31t12l1', 's31t13l1', 's31t14l1', 's31t15l1', 's31t16l1', 's31t17l1', 's31t18l1', 's31t19l1', 's31t20l1', 's31t21l1', 's31t22l1', 's31t23l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s32MAP,"['s32t1l1', 's32t2l1', 's32t3l1', 's32t4l1', 's32t5l1', 's32t6l1', 's32t7l1', 's32t8l1', 's32t9l1', 's32t10l1', 's32t11l1', 's32t12l1', 's32t13l1', 's32t14l1', 's32t15l1', 's32t16l1', 's32t17l1', 's32t18l1', 's32t19l1', 's32t20l1', 's32t21l1', 's32t22l1', 's32t23l1', 's32t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s33MAP,"['s33t8l1', 's33t9l1', 's33t10l1', 's33t11l1', 's33t12l1', 's33t13l1', 's33t14l1', 's33t15l1', 's33t16l1', 's33t17l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s37MAP,"['s37t1l1', 's37t3l1', 's37t4l1', 's37t5l1', 's37t6l1', 's37t7l1', 's37t8l1', 's37t9l1', 's37t10l1', 's37t11l1', 's37t12l1', 's37t13l1', 's37t14l1', 's37t15l1', 's37t16l1', 's37t17l1', 's37t18l1', 's37t19l1', 's37t20l1', 's37t21l1', 's37t22l1', 's37t23l1', 's37t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s38MAP,"['s38t1l1', 's38t2l1', 's38t3l1', 's38t4l1', 's38t5l1', 's38t6l1', 's38t7l1', 's38t8l1', 's38t9l1', 's38t10l1', 's38t11l1', 's38t12l1', 's38t13l1', 's38t14l1', 's38t15l1', 's38t16l1', 's38t17l1', 's38t18l1', 's38t19l1', 's38t20l1', 's38t21l1', 's38t22l1', 's38t23l1', 's38t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s39MAP,"['s39t8l1', 's39t9l1', 's39t10l1', 's39t11l1', 's39t12l1', 's39t13l1', 's39t14l1', 's39t15l1', 's39t16l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s43MAP,"['s43t1l1', 's43t2l1', 's43t3l1', 's43t4l1', 's43t5l1', 's43t6l1', 's43t7l1', 's43t8l1', 's43t9l1', 's43t10l1', 's43t11l1', 's43t12l1', 's43t13l1', 's43t14l1', 's43t15l1', 's43t16l1', 's43t17l1', 's43t18l1', 's43t19l1', 's43t20l1', 's43t21l1', 's43t22l1', 's43t23l1', 's43t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s44MAP,"['s44t1l1', 's44t2l1', 's44t3l1', 's44t4l1', 's44t5l1', 's44t6l1', 's44t7l1', 's44t8l1', 's44t9l1', 's44t10l1', 's44t11l1', 's44t12l1', 's44t13l1', 's44t14l1', 's44t15l1', 's44t16l1', 's44t17l1', 's44t18l1', 's44t19l1', 's44t20l1', 's44t21l1', 's44t22l1', 's44t23l1', 's44t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s45MAP,"['s45t8l1', 's45t9l1', 's45t10l1', 's45t11l1', 's45t12l1', 's45t13l1', 's45t14l1', 's45t15l1', 's45t16l1', 's45t17l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s48MAP,"['s48t1l1', 's48t3l1', 's48t4l1', 's48t5l1', 's48t6l1', 's48t7l1', 's48t8l1', 's48t11l1', 's48t12l1', 's48t13l1', 's48t14l1', 's48t15l1', 's48t16l1', 's48t17l1', 's48t18l1', 's48t19l1', 's48t20l1', 's48t21l1', 's48t22l1', 's48t23l1', 's48t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s49MAP,"['s49t1l1', 's49t2l1', 's49t3l1', 's49t4l1', 's49t5l1', 's49t6l1', 's49t7l1', 's49t8l1', 's49t9l1', 's49t10l1', 's49t11l1', 's49t12l1', 's49t13l1', 's49t14l1', 's49t15l1', 's49t16l1', 's49t17l1', 's49t18l1', 's49t19l1', 's49t20l1', 's49t21l1', 's49t22l1', 's49t23l1', 's49t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s50MAP,"['s50t8l1', 's50t9l1', 's50t10l1', 's50t11l1', 's50t12l1', 's50t13l1', 's50t14l1', 's50t15l1', 's50t16l1', 's50t17l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s55MAP,"['s55t7l1', 's55t15l1', 's55t16l1', 's55t17l1', 's55t18l1', 's55t19l1', 's55t20l1', 's55t21l1', 's55t22l1', 's55t23l1', 's55t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s56MAP,"['s56t1l1', 's56t2l1', 's56t3l1', 's56t4l1', 's56t5l1', 's56t6l1', 's56t7l1', 's56t8l1', 's56t9l1', 's56t10l1', 's56t11l1', 's56t12l1', 's56t13l1', 's56t14l1', 's56t15l1', 's56t16l1', 's56t17l1', 's56t18l1', 's56t19l1', 's56t20l1', 's56t21l1', 's56t22l1', 's56t23l1', 's56t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s57MAP,"['s57t8l1', 's57t9l1', 's57t10l1', 's57t11l1', 's57t12l1', 's57t13l1', 's57t14l1', 's57t15l1', 's57t16l1', 's57t17l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s60MAP,"['s60t7l1', 's60t18l1', 's60t19l1', 's60t20l1', 's60t21l1', 's60t22l1', 's60t23l1', 's60t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s61MAP,"['s61t1l1', 's61t2l1', 's61t3l1', 's61t4l1', 's61t5l1', 's61t6l1', 's61t7l1', 's61t8l1', 's61t9l1', 's61t10l1', 's61t11l1', 's61t12l1', 's61t13l1', 's61t14l1', 's61t15l1', 's61t16l1', 's61t17l1', 's61t18l1', 's61t19l1', 's61t20l1', 's61t21l1', 's61t22l1', 's61t23l1', 's61t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s62MAP,"['s62t8l1', 's62t9l1', 's62t10l1', 's62t11l1', 's62t12l1', 's62t13l1', 's62t14l1', 's62t15l1', 's62t16l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s66MAP,"['s66t1l1', 's66t2l1', 's66t3l1', 's66t4l1', 's66t5l1', 's66t6l1', 's66t7l1', 's66t8l1', 's66t9l1', 's66t10l1', 's66t11l1', 's66t12l1', 's66t13l1', 's66t14l1', 's66t15l1', 's66t16l1', 's66t17l1', 's66t18l1', 's66t19l1', 's66t20l1', 's66t21l1', 's66t22l1', 's66t23l1', 's66t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s67MAP,"['s67t1l1', 's67t2l1', 's67t3l1', 's67t4l1', 's67t5l1', 's67t6l1', 's67t7l1', 's67t8l1', 's67t9l1', 's67t10l1', 's67t11l1', 's67t12l1', 's67t13l1', 's67t14l1', 's67t15l1', 's67t16l1', 's67t17l1', 's67t18l1', 's67t19l1', 's67t20l1', 's67t21l1', 's67t22l1', 's67t23l1', 's67t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s68MAP,"['s68t1l1', 's68t2l1', 's68t3l1', 's68t4l1', 's68t5l1', 's68t6l1', 's68t7l1', 's68t8l1', 's68t9l1', 's68t10l1', 's68t11l1', 's68t12l1', 's68t13l1', 's68t14l1', 's68t15l1', 's68t16l1', 's68t17l1', 's68t18l1', 's68t19l1', 's68t20l1', 's68t21l1', 's68t22l1', 's68t23l1', 's68t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s69MAP,"['s69t8l1', 's69t9l1', 's69t10l1', 's69t11l1', 's69t12l1', 's69t13l1', 's69t14l1', 's69t15l1', 's69t16l1', 's69t17l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s72MAP,"['s72t1l1', 's72t2l1', 's72t3l1', 's72t4l1', 's72t5l1', 's72t6l1', 's72t7l1', 's72t8l1', 's72t9l1', 's72t10l1', 's72t11l1', 's72t12l1', 's72t13l1', 's72t14l1', 's72t15l1', 's72t16l1', 's72t17l1', 's72t18l1', 's72t19l1', 's72t20l1', 's72t21l1', 's72t22l1', 's72t23l1', 's72t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s73MAP,"['s73t1l1', 's73t2l1', 's73t3l1', 's73t4l1', 's73t5l1', 's73t6l1', 's73t7l1', 's73t8l1', 's73t9l1', 's73t10l1', 's73t11l1', 's73t12l1', 's73t13l1', 's73t14l1', 's73t15l1', 's73t16l1', 's73t17l1', 's73t18l1', 's73t19l1', 's73t20l1', 's73t21l1', 's73t22l1', 's73t23l1', 's73t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s74MAP,"['s74t1l1', 's74t2l1', 's74t3l1', 's74t4l1', 's74t5l1', 's74t6l1', 's74t7l1', 's74t8l1', 's74t9l1', 's74t10l1', 's74t11l1', 's74t12l1', 's74t13l1', 's74t14l1', 's74t15l1', 's74t16l1', 's74t17l1', 's74t18l1', 's74t19l1', 's74t20l1', 's74t21l1', 's74t22l1', 's74t23l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s75MAP,"['s75t8l1', 's75t9l1', 's75t10l1', 's75t11l1', 's75t12l1', 's75t13l1', 's75t14l1', 's75t15l1', 's75t16l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s77MAP,"['s77t6l1', 's77t14l1', 's77t15l1', 's77t16l1', 's77t17l1', 's77t18l1', 's77t19l1', 's77t20l1', 's77t21l1', 's77t22l1', 's77t23l1', 's77t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s78MAP,"['s78t1l1', 's78t2l1', 's78t3l1', 's78t4l1', 's78t5l1', 's78t6l1', 's78t7l1', 's78t8l1', 's78t9l1', 's78t10l1', 's78t11l1', 's78t12l1', 's78t13l1', 's78t14l1', 's78t15l1', 's78t16l1', 's78t17l1', 's78t18l1', 's78t19l1', 's78t20l1', 's78t21l1', 's78t22l1', 's78t23l1', 's78t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s79MAP,"['s79t8l1', 's79t9l1', 's79t10l1', 's79t11l1', 's79t12l1', 's79t13l1', 's79t14l1', 's79t15l1', 's79t16l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s83MAP,"['s83t1l1', 's83t2l1', 's83t3l1', 's83t4l1', 's83t5l1', 's83t6l1', 's83t7l1', 's83t8l1', 's83t9l1', 's83t10l1', 's83t11l1', 's83t12l1', 's83t13l1', 's83t14l1', 's83t15l1', 's83t16l1', 's83t17l1', 's83t18l1', 's83t19l1', 's83t20l1', 's83t21l1', 's83t22l1', 's83t23l1', 's83t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s84MAP,"['s84t1l1', 's84t2l1', 's84t3l1', 's84t4l1', 's84t5l1', 's84t6l1', 's84t7l1', 's84t8l1', 's84t9l1', 's84t10l1', 's84t11l1', 's84t12l1', 's84t13l1', 's84t14l1', 's84t15l1', 's84t16l1', 's84t17l1', 's84t18l1', 's84t19l1', 's84t20l1', 's84t21l1', 's84t22l1', 's84t23l1', 's84t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s85MAP,"['s85t8l1', 's85t9l1', 's85t10l1', 's85t11l1', 's85t12l1', 's85t13l1', 's85t14l1', 's85t15l1', 's85t16l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s91MAP,"['s91t1l1', 's91t2l1', 's91t3l1', 's91t4l1', 's91t5l1', 's91t6l1', 's91t7l1', 's91t12l1', 's91t13l1', 's91t14l1', 's91t15l1', 's91t16l1', 's91t17l1', 's91t18l1', 's91t19l1', 's91t20l1', 's91t21l1', 's91t22l1', 's91t23l1', 's91t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s92MAP,"['s92t1l1', 's92t2l1', 's92t3l1', 's92t4l1', 's92t5l1', 's92t6l1', 's92t7l1', 's92t8l1', 's92t9l1', 's92t10l1', 's92t11l1', 's92t12l1', 's92t13l1', 's92t14l1', 's92t15l1', 's92t16l1', 's92t17l1', 's92t18l1', 's92t19l1', 's92t20l1', 's92t21l1', 's92t22l1', 's92t23l1', 's92t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s93MAP,"['s93t8l1', 's93t9l1', 's93t10l1', 's93t11l1', 's93t12l1', 's93t13l1', 's93t14l1', 's93t15l1', 's93t16l1', 's93t17l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s97MAP,"['s97t1l1', 's97t2l1', 's97t3l1', 's97t4l1', 's97t5l1', 's97t6l1', 's97t7l1', 's97t8l1', 's97t9l1', 's97t10l1', 's97t11l1', 's97t12l1', 's97t13l1', 's97t14l1', 's97t15l1', 's97t16l1', 's97t17l1', 's97t18l1', 's97t19l1', 's97t20l1', 's97t21l1', 's97t22l1', 's97t23l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s98MAP,"['s98t1l1', 's98t2l1', 's98t3l1', 's98t4l1', 's98t5l1', 's98t6l1', 's98t7l1', 's98t8l1', 's98t9l1', 's98t10l1', 's98t11l1', 's98t12l1', 's98t13l1', 's98t14l1', 's98t15l1', 's98t16l1', 's98t17l1', 's98t18l1', 's98t19l1', 's98t20l1', 's98t21l1', 's98t22l1', 's98t23l1', 's98t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s99MAP,"['s99t8l1', 's99t9l1', 's99t10l1', 's99t11l1', 's99t12l1', 's99t13l1', 's99t14l1', 's99t15l1', 's99t16l1', 's99t17l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s102MAP,"['s102t1l1', 's102t2l1', 's102t3l1', 's102t4l1', 's102t5l1', 's102t6l1', 's102t7l1', 's102t8l1', 's102t9l1', 's102t10l1', 's102t11l1', 's102t12l1', 's102t13l1', 's102t14l1', 's102t15l1', 's102t16l1', 's102t17l1', 's102t18l1', 's102t19l1', 's102t20l1', 's102t21l1', 's102t22l1', 's102t23l1', 's102t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s103MAP,"['s103t1l1', 's103t2l1', 's103t3l1', 's103t4l1', 's103t5l1', 's103t6l1', 's103t7l1', 's103t8l1', 's103t9l1', 's103t10l1', 's103t11l1', 's103t12l1', 's103t13l1', 's103t14l1', 's103t15l1', 's103t16l1', 's103t17l1', 's103t18l1', 's103t19l1', 's103t20l1', 's103t21l1', 's103t22l1', 's103t23l1', 's103t24l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s104MAP,"['s104t8l1', 's104t9l1', 's104t10l1', 's104t11l1', 's104t12l1', 's104t13l1', 's104t14l1', 's104t15l1', 's104t16l1']",0,MIC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
