id,block_type,code_prm,p,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,MAR
bDE0 3,normal,,1000000.0,-1739.687551778249,-1704.8869699409763,-1716.3100607136746,-1759.6495003956438,-1857.9791696783664,-2129.2491394695776,-2339.5706478237425,-2424.086349038186,-2448.6782539671826,-2482.795728005718,-2502.681775756586,-2470.3479720814207,-2426.4772297872596,-2362.113229356527,-2316.231110645924,-2276.4969655774507,-2298.0528323918993,-2395.395793863272,-2358.507934743031,-2204.3531194207785,-2100.5585808411706,-2043.1774704913432,-1911.527286268612,-1799.9908489428349,1
bDE0 30,normal,,1000000.0,-1266.1300014516798,-1240.8024300224847,-1249.1160596290397,-1280.6581401430708,-1352.2216483054526,-1549.649655935022,-1702.719884784784,-1764.2297029081324,-1782.127484950444,-1806.957896256074,-1821.430794933735,-1797.898523950748,-1765.9697658540335,-1719.1261864564,-1685.733565482432,-1656.815388133974,-1672.5035671136836,-1743.3489576110055,-1716.5022832908269,-1604.3097023022228,-1528.7689081244723,-1487.0074175302195,-1391.1935182063671,-1310.0182350879406,1
bDE0 31,normal,,1000000.0,-1023.7531755727776,-1003.2740923424174,-1009.9962335921218,-1035.5001747777724,-1093.364192416061,-1252.998313340485,-1376.7661197197071,-1426.501037587922,-1440.9726251662255,-1461.049720247909,-1472.7520541030503,-1453.7245947429133,-1427.9079981405669,-1390.0317428519795,-1363.0315124462534,-1339.6491774108963,-1352.3341489628042,-1409.6175190852796,-1387.910136701686,-1297.1947196978244,-1236.1147928055675,-1202.3477558002835,-1124.8756292537682,-1059.2398305796778,1
bDE0 32,normal,,1000000.0,-601.3043943152014,-589.2759454353504,-593.2242145778547,-608.2040283388308,-642.190626777628,-735.9521902919935,-808.6475700244578,-837.8595181567125,-846.3594470567452,-858.1517870325855,-865.0251867335469,-853.8493533404019,-838.6859005144134,-816.4391722124578,-800.5805086421078,-786.8468264015188,-794.2973812011735,-827.9429346389512,-815.1930406920707,-761.9110776387797,-726.0356055805695,-706.2024385450472,-660.6989605184225,-622.1475839670999,1
bDE0 33,normal,,1000000.0,-959.2654314597612,-940.0763563197688,-946.37505983551,-970.2724696107612,-1024.491546210678,-1174.0700750377966,-1290.041562130637,-1336.6436031165183,-1350.203603743078,-1369.016012569272,-1379.9811989076277,-1362.152307678574,-1337.961937119072,-1302.4715638158011,-1277.172118316967,-1255.262671546578,-1267.1485977631075,-1320.823602702908,-1300.4836008109392,-1215.4824836387506,-1158.2500727199276,-1126.6100718927078,-1054.018030499362,-992.5167289780449,1
bDE0 34,normal,,1000000.0,-702.9630289333869,-688.9010082033037,-693.5167856060614,-711.02913933876,-750.7616315798792,-860.3748546141985,-945.360370784247,-979.5109935540692,-989.4479503130336,-1003.23394473782,-1011.2693855537152,-998.204126481649,-980.4770870180762,-954.4692486273208,-935.929463647128,-919.8739168100756,-928.5840885944748,-967.917877567855,-953.0124417316746,-890.7224427069472,-848.7817372325168,-825.5955052600889,-772.3990492836964,-727.330041496164,1
bDE0 35,normal,,1000000.0,-686.3992508219594,-672.6685706910039,-677.1755874483732,-694.2753010712819,-733.0715844959936,-840.1020129455483,-923.0850322920276,-956.430970726196,-966.1337849483784,-979.5949427269989,-987.4410460482836,-974.6836410785396,-957.3743003219564,-931.9792794572038,-913.8763437450466,-898.1991105664949,-906.7040463046,-945.1110210274138,-930.5567990128468,-869.7345268527484,-828.7820618841797,-806.1421624866159,-754.1991640276754,-710.192108311545,1
bDE0 36,normal,,1000000.0,-349.19532006415864,-342.210042563803,-344.5029197154599,-353.20214245558765,-372.93916954524286,-427.3892941254933,-469.6056601338826,-486.56990598702896,-491.50606714073183,-498.35422918827265,-502.3458165293888,-495.855678164198,-487.0498107650763,-474.13047492914103,-464.9208780035358,-456.9453208464596,-461.2720792944566,-480.8110514232414,-473.40680934608935,-442.4643909670753,-421.63043886851034,-410.1127297409354,-383.68750863202337,-361.2995793219703,1
bDE0 37,normal,,1000000.0,-905.2477067020576,-887.139198155286,-893.0832119035389,-915.6349214572184,-966.8008377322246,-1107.9563675281472,-1217.39732025159,-1261.3751280059123,-1274.1715439586817,-1291.9245968561872,-1302.2723165392072,-1285.4473978370074,-1262.6192245753707,-1229.1273692565617,-1205.2525747861696,-1184.5768829561994,-1195.793494226314,-1246.4459763605194,-1227.251351532852,-1147.0367791489164,-1093.0272140857269,-1063.1689107949414,-994.6646398799064,-936.6265720672862,1
bDE0 38,normal,,1000000.0,-1719.4838122706662,-1685.0873845525823,-1696.3778140608442,-1739.2139341962406,-1836.4016587533004,-2104.521253754343,-2312.400208005454,-2395.934392044648,-2420.240700608554,-2453.961953752466,-2473.6170562809098,-2441.6587589695596,-2398.297506467637,-2334.680992846843,-2289.331722907583,-2250.0590275492596,-2271.36455681457,-2367.5770326223214,-2331.1175680697697,-2178.7530188958413,-2076.163890918631,-2019.4491720739784,-1889.327898042875,-1779.0867813182197,1
bDE0 39,normal,,1000000.0,-857.1272184362907,-839.9813085976784,-845.6093548580199,-866.9622773096537,-915.4083536386538,-1049.0604421500482,-1152.6838136276808,-1194.3238815939555,-1206.440075128993,-1223.249424366924,-1233.0470876179888,-1217.1165355040584,-1195.501845397842,-1163.7903253606746,-1141.1846495620612,-1121.6080208710805,-1132.2283878126989,-1180.188322753329,-1162.014031600022,-1086.0634461453733,-1034.9248816079191,-1006.6537639266662,-941.7909923938628,-886.8380692775153,1
bDE0 4,normal,,1000000.0,-1898.2759328776024,-1860.3029607284905,-1872.767370369592,-1920.057595104826,-2027.350910215584,-2323.3496109252205,-2552.843842269883,-2645.063920180806,-2671.8976014488076,-2709.1251942954245,-2730.824036600148,-2695.54271193227,-2647.672751507849,-2577.4413856303995,-2527.376693491433,-2484.020418843234,-2507.541299442946,-2613.7579593295213,-2573.507435543364,-2405.300003372967,-2292.043646305626,-2229.4317246030587,-2085.7804258319284,-1964.07642536471,1
bDE0 5,normal,,1000000.0,-2478.75424140482,-2429.169423864267,-2445.445354949614,-2507.1965698858708,-2647.2993627933356,-3033.8122095964327,-3333.484027307984,-3453.904301992635,-3488.9435184224276,-3537.5550253522756,-3565.889208209914,-3519.819123430241,-3457.3108940507323,-3365.6033119056624,-3300.2292185851147,-3243.614925681542,-3274.3283122542375,-3413.0252169779815,-3360.4663898729773,-3140.822407295515,-2992.9331196611492,-2911.174949631843,-2723.596178840353,-2564.6760228561056,1
bDE0 6,normal,,1000000.0,-1652.8452866109262,-1619.7818910590877,-1630.6347604280063,-1671.8107684585746,-1765.231986677808,-2022.9606176093712,-2222.7832313889253,-2303.08005150132,-2326.4443700590564,-2358.8587574000608,-2377.752127224283,-2347.0323724337904,-2305.35158352034,-2244.2005253141588,-2200.6087644988183,-2162.858080862087,-2183.3379152016814,-2275.821680397477,-2240.7752009203223,-2094.3155336925365,-1995.7022432244285,-1941.1855010167433,-1816.1070717024784,-1710.138345001614,1
bDE0 7,normal,,1000000.0,-1724.2237653270631,-1689.7325199366478,-1701.0540728003457,-1744.0082755818892,-1841.4639091758183,-2110.3226063915704,-2318.7746026669975,-2402.5390582028613,-2426.912369875924,-2460.726579496521,-2480.4358635546996,-2448.3894695552985,-2404.908686820024,-2341.1168070306026,-2295.6425266613983,-2256.261571643363,-2277.625832027767,-2374.1035284880863,-2337.543559267094,-2184.7589998520752,-2081.8870732540004,-2025.0160138244512,-1894.5360456747148,-1783.9910367503016,1
bDE0 8,normal,,1000000.0,-1177.2639474690643,-1153.714046047921,-1161.4441657016591,-1190.7723975378526,-1257.3130671510712,-1440.884165961188,-1583.210831982095,-1640.4034513884526,-1657.0450391510954,-1680.132674699918,-1693.5897618940032,-1671.7091539006854,-1642.0213842785886,-1598.465622127775,-1567.416733989054,-1540.528241038233,-1555.11531147577,-1620.988266054872,-1596.0258832424015,-1491.7077795564055,-1421.468978290594,-1382.6386076234326,-1293.5496126457656,-1218.0717911492782,1
bDE0 9,normal,,1000000.0,-1476.1183833890657,-1446.5902198115743,-1456.282669623879,-1493.0560221577543,-1576.4883789119488,-1806.6599340632752,-1985.1169475576576,-2056.8282040531917,-2077.6943434419245,-2106.6428926061717,-2123.5161297733885,-2096.0810182437244,-2058.856857429823,-2004.244243706657,-1965.3134375234824,-1931.5991639897843,-1949.8892363893767,-2032.4843752547165,-2001.1851647064796,-1870.3853802552264,-1782.3161023345235,-1733.628444737573,-1621.9237556345834,-1527.2855055729492,1
s3pattern1,exclusive,s3exclusive,28.207072326507863,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s3pattern1l1,linked,s3pattern1,28.207072326507863,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s3pattern2,exclusive,s3exclusive,28.207072326507863,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s3pattern2l1,linked,s3pattern2,28.207072326507863,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s3pattern3,exclusive,s3exclusive,28.207072326507863,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s3pattern3l1,linked,s3pattern3,28.207072326507863,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s3pattern4,exclusive,s3exclusive,28.207072326507863,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s3pattern4l1,linked,s3pattern4,28.207072326507863,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s3pattern5,exclusive,s3exclusive,28.207072326507863,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s3pattern5l1,linked,s3pattern5,28.207072326507863,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s3pattern6,exclusive,s3exclusive,28.207072326507863,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s3pattern6l1,linked,s3pattern6,28.207072326507863,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s3pattern7,exclusive,s3exclusive,28.207072326507863,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s3pattern7l1,linked,s3pattern7,28.207072326507863,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s3pattern8,exclusive,s3exclusive,28.207072326507863,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s3pattern8l1,linked,s3pattern8,28.207072326507863,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s3pattern9,exclusive,s3exclusive,28.207072326507863,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s3pattern9l1,linked,s3pattern9,28.207072326507863,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s3pattern10,exclusive,s3exclusive,28.207072326507863,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s3pattern10l1,linked,s3pattern10,28.207072326507863,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s3pattern11,exclusive,s3exclusive,28.207072326507863,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s3pattern11l1,linked,s3pattern11,28.207072326507863,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s3pattern12,exclusive,s3exclusive,28.207072326507863,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,251.3891596308636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
s3pattern12l1,linked,s3pattern12,28.207072326507863,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,522.1159469256397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
