id,scalable_order_id,t,p,q
113,27,9,3049,-95
114,27,14,1445,-66
115,27,10,830,-77
116,27,8,3895,-297
117,27,7,1859,-81
118,28,4,2792,-218
119,28,8,-286,-92
120,28,9,3960,-72
121,29,7,507,-61
122,29,18,3476,-245
123,29,9,-419,-283
124,29,1,3067,-219
125,30,5,3654,234
126,30,19,2092,225
127,30,16,1198,69
128,30,14,202,187
129,31,6,775,245
130,31,11,-365,153
131,31,5,-412,209
132,31,17,2101,133
133,31,8,2549,284
134,31,15,-200,154
135,32,1,1915,204
136,32,24,1388,80
137,32,14,1198,279
138,32,5,3174,289
139,33,2,2244,-81
140,33,11,242,-134
141,33,6,2322,-102
142,33,5,1834,-228
143,34,22,2811,50
144,34,19,2631,95
145,34,9,1845,219
146,34,13,2404,128
147,34,20,-133,212
148,34,22,3978,44
149,35,15,3679,197
150,35,21,2059,265
151,35,22,-239,216
152,35,4,-483,125
153,35,11,329,57
154,35,7,1199,194
155,36,22,3714,-31
156,36,11,3478,-99
157,36,13,2173,-178
158,36,11,2791,-96
159,36,3,2628,-82
160,37,6,2757,-278
161,37,15,3651,-94
162,37,18,2269,-91
163,38,9,1677,-280
164,38,17,647,-225
165,38,13,1633,-115
166,38,22,610,-231
167,38,10,1486,-244
168,39,22,2278,264
169,39,14,2485,160
170,39,15,-349,203
171,39,15,3088,288
172,39,6,3101,167
173,39,19,712,31
174,40,2,3605,-122
175,40,1,3549,-95
176,40,6,3544,-51
177,40,15,1569,-132
178,41,10,601,211
179,41,12,666,96
180,41,11,635,209
181,42,18,-237,168
182,42,3,2081,172
183,42,17,819,32
184,42,2,567,31
185,42,6,1721,36
186,42,19,3036,131
187,43,7,3329,18
188,43,13,2050,267
189,43,2,2881,153
190,43,16,3063,118
191,43,4,938,206
192,43,6,-76,236
193,44,23,2767,-188
194,44,18,3116,-157
195,44,22,494,-46
196,44,18,-376,-50
197,44,18,623,-168
198,45,12,2297,83
199,45,14,69,133
200,45,5,583,232
201,45,14,2696,294
202,46,3,2958,-131
203,46,22,3947,-74
204,46,14,641,-23
205,46,2,2696,-164
206,46,5,3727,-225
207,46,24,2651,-52
208,47,15,1126,-173
209,47,13,113,-219
210,47,6,2783,-61
211,47,18,703,-70
212,48,23,2791,-66
213,48,3,2982,-271
214,48,7,1885,-60
215,48,11,2656,-151
216,48,16,1452,-52
217,49,22,864,90
218,49,20,2802,232
219,49,14,1219,198
220,49,2,2767,261
221,50,6,3151,-152
222,50,2,2414,-156
223,50,22,-141,-14
224,50,12,-179,-88
225,50,22,-293,-241
226,50,10,1454,-15
227,51,22,935,32
228,51,1,2960,272
229,51,15,614,132
230,51,21,1434,166
231,51,2,1546,208
232,52,16,2665,-253
233,52,3,2946,-124
234,52,10,161,-237
235,52,5,2596,-142
236,52,23,1733,-285
237,52,11,3124,-298
238,53,21,-228,-172
239,53,11,3839,-92
240,53,18,3292,-112
241,53,18,82,-45
242,54,23,1843,165
243,54,21,1054,47
244,54,10,2007,111
245,54,5,-349,178
246,55,3,2207,70
247,55,16,1817,259
248,55,9,320,235
249,55,18,-357,220
250,56,8,3696,-58
251,56,7,3010,-292
252,56,23,-280,-100
253,56,2,262,-163
254,56,2,2852,-85
255,56,23,1987,-251
256,57,3,479,125
257,57,2,2939,37
258,57,9,2728,254
259,57,1,3943,165
260,57,3,1907,250
261,58,1,3230,42
262,58,5,-62,191
263,58,15,89,242
264,59,12,2217,-269
265,59,5,3715,-165
266,59,6,2368,-57
267,59,6,940,-215
268,59,11,2866,-206
269,59,9,2157,-154
270,60,6,-40,-37
271,60,6,3759,-47
272,60,1,1053,-137
273,60,15,443,-199
274,60,23,1236,-159
275,60,1,-21,-57
276,61,20,-391,49
277,61,14,1843,271
278,61,10,60,41
279,61,21,3482,181
280,61,18,1708,121
281,61,20,106,29
282,62,10,2007,-84
283,62,23,1114,-46
284,62,16,2060,-129
285,63,3,1868,-261
286,63,16,2546,-39
287,63,1,3319,-229
288,63,6,-326,-79
289,64,20,988,-177
290,64,13,826,-58
291,64,13,2595,-35
292,64,22,1198,-247
293,64,11,3930,-102
294,65,6,71,-209
295,65,10,3570,-17
296,65,10,134,-117
297,65,6,828,-85
298,65,21,-16,-50
299,65,3,1472,-13
300,66,10,1608,-131
301,66,16,664,-196
302,66,24,2908,-188
303,66,8,-168,-23
304,67,6,1379,180
305,67,18,1724,181
306,67,6,601,122
307,67,3,3117,151
308,67,10,3331,237
309,67,7,1833,183
310,68,12,1290,277
311,68,1,1206,127
312,68,7,1439,13
313,68,10,964,171
314,68,14,-53,208
315,69,22,2086,-253
316,69,9,2021,-162
317,69,8,-165,-200
318,69,20,1688,-22
319,70,19,2294,-157
320,70,11,-273,-33
321,70,11,3164,-264
322,71,10,975,-135
323,71,8,812,-282
324,71,10,2840,-294
325,71,19,528,-300
326,72,6,371,106
327,72,21,3787,219
328,72,13,277,273
329,73,18,335,108
330,73,17,2279,137
331,73,10,327,109
332,74,2,3889,-133
333,74,11,683,-165
334,74,2,738,-162
335,74,14,3641,-232
336,74,9,1900,-104
337,75,4,3003,-26
338,75,3,1029,-130
339,75,14,2401,-293
340,75,3,-54,-200
341,75,8,3485,-55
342,75,7,1635,-116
343,76,7,-31,-275
344,76,23,2091,-263
345,76,23,1855,-240
346,76,5,2568,-162
347,76,8,2532,-140
348,77,2,3269,-79
349,77,9,3930,-126
350,77,7,3551,-279
351,77,19,1702,-172
352,77,4,987,-102
353,77,16,3479,-58
354,78,17,3064,-290
355,78,24,-449,-97
356,78,20,3227,-170
357,79,1,2462,109
358,79,11,563,50
359,79,9,2118,184
360,79,3,1332,274
361,79,11,3293,192
362,80,21,1610,-96
363,80,19,-166,-207
364,80,3,1901,-201
365,80,18,3443,-123
366,80,3,-394,-30
367,80,21,2170,-128
368,81,24,3457,242
369,81,10,3261,25
370,81,15,-117,126
371,81,1,3986,10
372,82,19,2976,-133
373,82,8,3209,-44
374,82,6,905,-230
375,82,4,3923,-183
376,82,12,571,-44
377,83,13,1483,156
378,83,16,1185,20
379,83,16,662,45
380,83,20,-123,230
381,83,17,146,121
382,83,5,-498,251
383,84,16,302,269
384,84,19,3324,201
385,84,16,3676,208
386,85,19,1661,166
387,85,13,2458,205
388,85,9,1934,54
389,85,6,2019,181
390,85,4,3246,131
391,85,15,-62,260
392,86,23,2907,278
393,86,22,1784,184
394,86,3,-141,40
395,86,8,1880,289
396,86,5,1777,184
397,86,20,763,243
398,87,9,29,188
399,87,23,1114,99
400,87,12,2393,93
401,88,7,901,295
402,88,24,2226,30
403,88,15,1244,228
404,89,3,2641,72
405,89,23,3040,198
406,89,1,1456,192
407,89,18,-229,284
408,90,20,2460,238
409,90,2,1151,245
410,90,20,908,11
411,90,22,2263,223
412,90,24,3459,296
413,91,12,967,37
414,91,10,3626,208
415,91,6,97,126
416,91,17,12,159
417,91,23,1463,51
418,91,1,213,283
419,92,1,3470,-113
420,92,13,2850,-245
421,92,24,3708,-18
422,92,20,2576,-160
423,93,19,1524,-23
424,93,5,1069,-165
425,93,3,3380,-54
426,93,10,2405,-94
427,93,7,3061,-270
428,93,22,3374,-118
429,94,21,2001,-223
430,94,10,2608,-234
431,94,8,1099,-178
432,94,19,53,-250
433,94,14,1937,-211
434,94,10,478,-159
435,95,10,1907,293
436,95,14,1473,232
437,95,19,1721,193
438,95,2,2915,228
439,95,4,2227,215
440,96,10,-401,-212
441,96,1,589,-28
442,96,13,2744,-194
443,97,8,3436,-59
444,97,15,-322,-161
445,97,10,416,-43
446,98,21,3199,-296
447,98,23,3961,-207
448,98,13,2258,-195
449,99,13,392,16
450,99,17,1931,70
451,99,15,3020,74
452,99,6,1540,41
453,99,17,70,74
454,100,11,3711,147
455,100,20,1220,65
456,100,3,511,269
457,101,12,1356,-184
458,101,15,2585,-185
459,101,12,1792,-134
460,102,21,1509,243
461,102,20,1247,260
462,102,8,-97,174
463,102,5,3681,285
464,103,14,565,-92
465,103,5,-315,-49
466,103,15,1983,-45
467,103,16,23,-196
468,103,8,322,-157
469,103,13,1940,-207
470,104,14,-233,106
471,104,22,698,158
472,104,17,-7,249
473,105,15,-96,-25
474,105,1,3893,-80
475,105,2,2706,-74
476,106,22,277,-145
477,106,17,750,-43
478,106,12,2167,-101
479,106,12,3167,-243
480,106,4,959,-293
481,106,18,1063,-103
482,107,21,-442,151
483,107,13,3900,133
484,107,17,3101,154
485,107,17,775,88
486,107,20,-488,182
487,107,12,2594,70
488,108,8,48,243
489,108,3,-484,19
490,108,6,468,124
491,108,18,2094,37
492,108,7,2107,229
493,108,6,3943,107
494,109,24,3351,-86
495,109,9,2251,-197
496,109,24,2318,-21
497,109,16,2653,-232
498,110,24,3253,-175
499,110,9,644,-174
500,110,2,3499,-228
501,110,11,2132,-165
502,110,6,3538,-291
503,110,7,1168,-116
504,111,5,312,248
505,111,6,1069,233
506,111,9,3759,80
507,111,14,818,218
508,111,6,2426,70
509,111,18,359,156
510,112,15,1019,-36
511,112,9,2041,-174
512,112,14,2245,-248
513,112,1,3963,-156
514,112,1,3272,-111
515,112,2,1992,-196
516,113,12,678,47
517,113,3,111,130
518,113,7,1546,68
519,114,23,3345,211
520,114,1,1352,113
521,114,24,2921,109
522,115,19,2748,-274
523,115,8,2365,-218
524,115,22,3910,-149
525,115,14,3837,-42
526,116,10,164,270
527,116,13,416,99
528,116,24,1853,278
529,116,24,1913,173
530,116,2,3045,156
531,116,14,858,172
532,117,21,2933,119
533,117,17,3750,293
534,117,8,2654,207
535,118,11,408,-207
536,118,12,853,-40
537,118,16,2398,-68
538,119,8,1620,-121
539,119,21,404,-227
540,119,22,968,-33
541,119,21,1868,-296
542,119,13,3250,-136
543,120,10,3645,-39
544,120,9,2475,-157
545,120,4,477,-94
546,120,8,1305,-240
547,120,2,2079,-163
548,120,17,2653,-81
549,121,2,-438,-221
550,121,1,3839,-96
551,121,5,2538,-58
552,121,18,3911,-137
553,121,19,3777,-293
554,122,24,1200,-299
555,122,19,1019,-274
556,122,13,2249,-94
557,122,19,999,-233
558,122,7,112,-91
559,122,6,3932,-257
560,123,24,1808,226
561,123,19,2116,18
562,123,6,838,97
563,123,7,132,237
564,123,8,3685,52
565,123,19,3493,260
566,124,5,3446,196
567,124,13,129,260
568,124,13,313,70
569,125,20,623,-90
570,125,23,1560,-166
571,125,21,1673,-266
572,126,2,1748,-12
573,126,21,1523,-277
574,126,23,1673,-54
575,127,15,875,-200
576,127,9,3788,-207
577,127,2,3944,-272
578,127,3,3680,-210
579,127,9,2642,-34
580,128,17,3644,74
581,128,9,3392,123
582,128,19,2196,294
583,128,6,1616,87
584,129,13,960,292
585,129,14,2098,57
586,129,2,3640,133
587,129,6,668,249
588,129,2,1860,143
589,129,3,621,207
590,130,3,1488,166
591,130,8,62,211
592,130,11,251,234
593,130,13,-489,252
594,130,17,1714,23
595,130,7,367,214
596,131,22,1982,-197
597,131,14,650,-50
598,131,12,-447,-32
599,131,1,1815,-241
600,132,2,2041,39
601,132,3,1051,205
602,132,14,704,284
603,133,10,3257,21
604,133,19,1210,71
605,133,15,451,240
606,133,11,1005,25
607,133,15,3455,170
608,133,3,179,182
609,134,21,646,131
610,134,23,1199,230
611,134,2,1814,236
612,135,5,-265,-34
613,135,1,2044,-167
614,135,16,1048,-207
615,135,18,1885,-28
616,135,5,-299,-231
617,136,4,1262,121
618,136,11,3443,273
619,136,5,2433,95
620,136,22,3494,215
621,137,15,1243,-254
622,137,3,-428,-204
623,137,16,52,-293
624,137,8,390,-196
625,138,5,2639,-168
626,138,3,3627,-209
627,138,4,3605,-228
628,138,8,526,-256
629,138,8,1070,-189
630,138,6,1826,-201
631,139,3,1974,292
632,139,16,1803,205
633,139,14,3841,49
634,139,16,1747,115
635,139,5,976,125
636,140,7,2960,12
637,140,23,1293,239
638,140,17,441,13
639,140,12,-334,21
640,140,2,2814,256
641,140,10,-318,134
642,141,10,3545,78
643,141,1,446,142
644,141,17,-363,170
645,141,16,-211,280
646,141,15,1415,231
647,141,18,1474,181
648,142,1,6,-178
649,142,4,363,-268
650,142,11,906,-154
651,142,6,2676,-167
652,142,10,3423,-38
653,142,6,-266,-220
654,143,20,2712,233
655,143,10,2203,33
656,143,18,2394,48
657,144,7,2321,-134
658,144,3,-420,-242
659,144,6,2650,-118
660,145,9,1069,-285
661,145,18,1084,-18
662,145,21,3239,-115
663,145,12,2565,-22
664,145,1,1643,-39
665,146,8,725,-179
666,146,4,2097,-25
667,146,22,1545,-166
668,147,17,771,41
669,147,7,1143,265
670,147,7,2445,147
671,148,1,1577,-163
672,148,21,2732,-200
673,148,1,926,-244
674,148,11,2869,-142
675,148,9,1780,-108
676,148,3,2793,-61
677,149,14,2419,-277
678,149,9,3625,-293
679,149,17,3883,-29
680,149,11,1547,-137
681,149,12,3508,-197
682,150,20,-44,168
683,150,24,2413,163
684,150,20,3506,154
685,150,6,1193,38
686,150,15,318,252
687,150,11,452,159
688,151,12,1986,94
689,151,22,123,258
690,151,14,1274,259
691,151,7,3857,196
692,152,5,1211,240
693,152,3,-295,100
694,152,7,-441,120
695,153,9,-257,247
696,153,21,1730,300
697,153,16,1753,27
698,153,14,3027,206
699,154,11,2001,-116
700,154,14,990,-252
701,154,14,-467,-95
702,154,19,2981,-291
703,154,1,3934,-130
704,154,12,2756,-64
705,155,18,2438,-102
706,155,24,1893,-102
707,155,18,1498,-68
708,155,4,917,-106
709,155,12,2376,-126
710,156,11,729,269
711,156,8,475,38
712,156,1,3653,146
713,156,15,3130,117
714,156,3,1712,12
715,156,7,2550,299
716,157,10,103,-93
717,157,12,-61,-59
718,157,21,935,-16
719,157,2,1300,-257
720,158,14,847,-110
721,158,21,-412,-189
722,158,20,2054,-268
723,158,10,1088,-30
724,159,17,2209,235
725,159,12,-427,153
726,159,5,603,187
727,159,13,1761,205
728,160,4,3487,254
729,160,2,3421,28
730,160,16,561,12
731,160,2,1856,157
732,160,13,2276,24
733,161,18,2499,219
734,161,18,921,35
735,161,11,1279,165
736,161,20,324,61
737,162,19,3423,235
738,162,16,2346,276
739,162,9,1943,76
740,162,9,1545,228
741,163,7,2256,-206
742,163,16,3536,-141
743,163,24,-442,-145
744,163,12,1382,-117
745,163,5,1328,-259
746,163,9,1568,-75
747,164,4,1587,-25
748,164,2,2905,-147
749,164,5,-134,-16
750,164,12,3847,-178
751,164,21,2119,-184
752,164,11,174,-35
753,165,1,3988,70
754,165,17,1360,294
755,165,20,749,80
756,165,11,3300,28
757,166,24,1234,-35
758,166,6,719,-189
759,166,1,-452,-179
760,166,16,1934,-34
761,166,15,1366,-179
762,167,18,2289,-146
763,167,22,1830,-31
764,167,8,2896,-286
765,167,2,3276,-124
766,168,19,2997,236
767,168,8,3419,127
768,168,4,2160,88
769,169,4,2734,268
770,169,17,541,283
771,169,16,2983,19
772,169,7,3593,26
773,169,14,-140,268
774,170,18,-31,-156
775,170,11,2501,-300
776,170,20,1244,-198
777,170,21,256,-71
778,170,7,2378,-211
779,170,18,321,-231
780,171,24,240,-131
781,171,16,-35,-188
782,171,5,1227,-106
783,171,14,575,-232
784,172,23,638,-143
785,172,15,3283,-142
786,172,6,3471,-26
787,172,22,379,-97
788,172,17,1974,-61
789,172,7,81,-259
790,173,8,3188,-257
791,173,18,2788,-45
792,173,11,3491,-255
793,173,16,1038,-215
794,173,23,1242,-270
795,173,4,3950,-219
796,174,13,1013,169
797,174,11,-431,91
798,174,10,2761,19
799,174,11,1527,279
800,174,3,967,294
801,174,22,-50,28
802,175,11,2376,-135
803,175,10,2432,-13
804,175,14,3786,-243
805,175,6,2668,-128
806,176,10,185,-275
807,176,24,3831,-37
808,176,16,-188,-247
809,176,21,3460,-155
810,177,20,303,27
811,177,1,1001,39
812,177,20,1283,163
813,178,18,350,284
814,178,3,1699,166
815,178,20,3387,293
816,178,3,-471,298
817,179,11,71,236
818,179,9,-378,181
819,179,15,1930,40
820,180,7,-333,-276
821,180,6,1989,-159
822,180,8,3471,-250
823,180,7,2899,-208
824,180,1,-388,-193
825,180,23,1613,-51
826,181,11,2105,-161
827,181,10,1773,-95
828,181,16,2374,-128
829,181,18,566,-204
830,181,5,3089,-154
831,182,24,2275,176
832,182,3,2719,264
833,182,21,1862,91
834,182,9,1544,217
835,183,5,3022,-11
836,183,6,3076,-236
837,183,15,1866,-133
838,183,19,3064,-239
839,184,10,1123,-53
840,184,24,192,-135
841,184,2,1108,-139
842,184,21,2535,-86
843,184,23,1361,-221
844,184,19,351,-226
845,185,8,-282,204
846,185,9,-229,15
847,185,3,3724,134
848,186,6,2192,-256
849,186,14,176,-95
850,186,18,1336,-78
851,186,15,1564,-139
852,186,23,3745,-231
853,187,17,748,282
854,187,16,646,125
855,187,23,2610,51
856,187,11,1382,219
857,187,14,1974,298
858,187,4,1635,42
859,188,23,-354,-194
860,188,6,2234,-41
861,188,10,2246,-121
862,189,2,1948,-146
863,189,11,3595,-289
864,189,10,1870,-145
865,190,23,366,-180
866,190,9,1714,-33
867,190,6,2524,-29
868,191,24,1461,143
869,191,10,761,95
870,191,14,211,123
871,191,16,2649,37
872,191,23,2863,25
873,191,3,-312,243
874,192,10,207,-77
875,192,7,-302,-48
876,192,6,1418,-280
877,192,23,-79,-55
878,192,20,131,-232
879,193,6,271,-267
880,193,2,3455,-131
881,193,9,1614,-169
882,194,17,2723,181
883,194,24,3861,260
884,194,9,3594,209
885,195,13,-52,-252
886,195,17,3442,-31
887,195,6,331,-116
888,196,5,3026,222
889,196,9,272,41
890,196,5,2271,193
891,196,17,1268,161
892,196,4,2278,278
893,196,8,1998,15
894,197,17,901,-199
895,197,5,-239,-58
896,197,14,1540,-219
897,197,12,532,-88
898,197,8,2501,-70
899,198,15,156,-200
900,198,18,967,-176
901,198,5,3437,-187
902,199,20,457,99
903,199,14,1083,226
904,199,17,2047,11
905,199,12,3956,258
906,199,9,1416,174
907,200,21,3218,300
908,200,18,3433,199
909,200,14,2301,155
910,201,24,1254,275
911,201,20,1217,123
912,201,16,3711,286
913,201,21,2056,101
914,201,6,2353,272
915,201,3,910,212
916,202,18,2447,-259
917,202,5,402,-81
918,202,3,1983,-188
919,202,21,499,-123
920,202,11,1185,-155
921,203,9,2392,-80
922,203,22,2473,-244
923,203,5,1178,-136
924,204,5,874,-269
925,204,17,624,-85
926,204,11,3750,-194
927,205,8,2458,-270
928,205,17,2868,-235
929,205,18,1489,-220
930,205,18,-368,-245
931,205,18,1388,-150
932,205,11,1319,-208
933,206,7,1711,223
934,206,4,3644,65
935,206,23,3965,296
936,206,19,2317,98
937,206,17,-464,97
938,207,15,452,198
939,207,17,59,75
940,207,7,-386,173
941,208,21,1473,-80
942,208,22,1759,-39
943,208,6,3001,-205
944,208,20,3640,-132
945,208,24,3515,-52
946,209,16,1603,-236
947,209,14,3343,-92
948,209,14,2202,-93
949,209,15,2031,-246
950,209,5,3620,-171
951,210,19,3932,-254
952,210,15,2787,-169
953,210,11,3975,-250
954,211,23,3400,-93
955,211,24,932,-116
956,211,8,-252,-38
957,211,1,3018,-268
958,211,12,1749,-100
959,211,12,3907,-100
960,212,17,3267,113
961,212,16,639,223
962,212,14,854,61
963,212,12,698,181
964,212,10,1211,235
965,212,8,2193,91
966,213,19,-386,-181
967,213,5,85,-287
968,213,7,1466,-169
969,213,15,2716,-215
970,213,20,2496,-76
971,214,22,3793,220
972,214,9,2005,200
973,214,7,2337,101
974,214,24,3263,270
975,214,20,2116,187
976,215,8,3276,-28
977,215,19,2349,-106
978,215,2,266,-73
979,215,6,890,-187
980,216,6,3888,-226
981,216,21,828,-63
982,216,10,161,-262
983,216,6,1349,-69
984,216,15,1527,-124
985,216,10,277,-19
986,217,17,-388,223
987,217,11,-397,60
988,217,23,1964,158
989,217,14,725,253
990,217,3,1047,216
991,217,24,-470,128
992,218,13,642,-22
993,218,11,-12,-44
994,218,16,1727,-10
995,219,24,95,-51
996,219,20,514,-261
997,219,20,-180,-96
998,219,1,746,-38
999,220,12,1536,121
1000,220,18,1743,174
1001,220,9,2232,150
1002,221,13,3875,216
1003,221,21,-113,103
1004,221,4,1721,40
1005,221,15,2183,199
1006,221,10,791,148
1007,222,9,3894,-138
1008,222,4,3468,-181
1009,222,6,74,-82
1010,222,22,3804,-45
1011,222,24,2712,-16
1012,223,22,2494,87
1013,223,9,3646,113
1014,223,13,1899,194
1015,223,16,1354,96
1016,224,20,2996,95
1017,224,12,493,162
1018,224,18,2990,20
1019,224,10,2673,251
1020,225,11,1663,180
1021,225,14,3220,60
1022,225,2,547,37
1023,225,5,2663,292
1024,225,21,3551,138
1025,226,20,1036,-239
1026,226,3,-437,-283
1027,226,13,1647,-266
1028,226,1,2078,-235
1029,226,7,1074,-93
1030,227,11,1857,132
1031,227,15,2878,149
1032,227,23,2970,33
1033,227,3,2863,184
1034,228,12,2670,-189
1035,228,13,1603,-267
1036,228,15,-124,-292
1037,228,24,1020,-99
1038,228,11,3247,-104
1039,228,19,2937,-233
1040,229,2,749,-60
1041,229,8,-369,-162
1042,229,3,2347,-38
1043,229,21,1001,-149
1044,229,1,1963,-232
1045,230,23,2926,152
1046,230,15,-421,229
1047,230,12,-43,57
1048,231,12,3804,220
1049,231,1,3166,23
1050,231,1,-193,185
1051,231,8,2846,68
1052,231,3,1858,176
1053,232,7,2309,248
1054,232,19,1142,15
1055,232,16,3219,15
1056,232,15,2076,105
1057,233,21,2152,112
1058,233,9,602,100
1059,233,22,3970,120
1060,233,5,-46,183
1061,233,18,315,115
1062,233,11,3595,48
1063,234,3,1633,145
1064,234,19,1182,203
1065,234,20,604,163
1066,234,7,3138,59
1067,235,14,506,-289
1068,235,1,-36,-86
1069,235,2,31,-166
1070,235,3,1374,-258
1071,235,10,1326,-276
1072,235,4,2757,-255
1073,236,23,3678,81
1074,236,6,1974,159
1075,236,12,1127,14
1076,236,1,3627,157
1077,236,8,3255,111
1078,236,14,3596,298
1079,237,19,2953,-228
1080,237,10,1246,-263
1081,237,17,2153,-148
1082,237,6,925,-294
1083,237,7,3689,-105
1084,237,12,3299,-140
1085,238,13,3120,195
1086,238,23,2642,156
1087,238,21,2657,272
1088,238,17,3285,157
1089,239,17,3496,-220
1090,239,20,1474,-296
1091,239,13,3232,-231
1092,239,16,3944,-25
1093,239,22,2542,-19
1094,240,22,3079,-290
1095,240,23,3520,-282
1096,240,5,-254,-182
1097,240,5,724,-261
1098,240,16,2341,-278
1099,240,2,2596,-173
1100,241,9,1249,184
1101,241,15,1741,263
1102,241,19,2215,193
1103,241,22,3653,30
1104,242,17,1099,297
1105,242,8,-476,10
1106,242,23,-39,278
1107,242,15,1669,256
1108,243,9,2937,-298
1109,243,20,158,-17
1110,243,10,-144,-278
1111,243,2,209,-83
1112,244,23,3092,272
1113,244,17,3662,177
1114,244,16,163,95
1115,245,1,1858,-229
1116,245,2,3231,-297
1117,245,24,3377,-75
1118,246,20,394,287
1119,246,20,-280,94
1120,246,5,147,191
1121,246,6,2770,90
1122,246,23,3216,254
1123,246,9,3855,266
1124,247,24,2163,-183
1125,247,15,1607,-52
1126,247,8,3696,-226
1127,247,17,1483,-174
1128,248,24,2280,-295
1129,248,12,3701,-59
1130,248,19,2037,-20
1131,248,17,2434,-167
1132,248,9,2942,-261
1133,248,21,2277,-229
1134,249,21,1585,257
1135,249,15,3992,153
1136,249,17,2510,137
1137,249,2,583,245
1138,249,20,3076,72
1139,250,13,1174,199
1140,250,6,519,208
1141,250,19,3957,173
1142,251,15,2215,177
1143,251,19,1631,241
1144,251,5,2758,172
1145,251,10,1339,267
1146,251,5,2439,114
1147,252,11,450,238
1148,252,18,1243,249
1149,252,17,2545,118
1150,253,12,2740,-152
1151,253,24,3139,-72
1152,253,17,2353,-164
1153,254,7,3585,-76
1154,254,21,-129,-133
1155,254,21,1844,-148
1156,254,11,2557,-124
1157,255,23,1870,-43
1158,255,17,3880,-256
1159,255,15,3460,-114
1160,255,7,885,-16
1161,255,17,1508,-61
1162,255,16,236,-155
1163,256,17,3394,-110
1164,256,16,-288,-125
1165,256,12,1891,-245
1166,256,20,3822,-124
1167,256,1,2658,-119
1168,257,17,3390,-222
1169,257,15,151,-25
1170,257,22,292,-115
1171,258,21,3379,221
1172,258,18,3497,193
1173,258,13,3915,80
1174,258,14,1025,134
1175,259,10,3270,158
1176,259,16,1611,160
1177,259,8,2310,134
1178,260,9,990,-138
1179,260,17,853,-135
1180,260,17,1324,-179
1181,260,8,3609,-103
1182,260,1,1268,-31
1183,261,9,428,-240
1184,261,22,2096,-56
1185,261,11,3931,-196
1186,261,3,3846,-134
1187,261,13,1431,-68
1188,262,19,3224,24
1189,262,14,2980,115
1190,262,14,3911,96
1191,263,23,1126,293
1192,263,8,1266,96
1193,263,2,2769,190
1194,263,5,3387,50
1195,264,19,3377,-84
1196,264,10,2575,-32
1197,264,7,-491,-54
1198,264,1,3559,-246
1199,265,21,3036,27
1200,265,19,1824,285
1201,265,21,1751,213
1202,265,13,1902,83
1203,265,19,2789,25
1204,266,23,3225,-190
1205,266,2,105,-184
1206,266,4,3511,-11
1207,266,24,2499,-298
1208,266,7,2476,-255
1209,266,15,254,-297
1210,267,6,2954,-245
1211,267,7,3379,-200
1212,267,1,1872,-21
1213,267,20,-160,-158
1214,267,7,951,-36
1215,267,17,3804,-110
1216,268,6,2729,211
1217,268,22,2037,24
