id,t,p,q
b3t21l1,21,22.56,-87.087
b3t21l2,21,20.51,-6.006
b3t21l3,21,18.46,-6.006
b3t22l1,22,22.56,-79.431
b3t22l2,22,20.51,-5.478
b3t22l3,22,18.46,-5.478
b3t23l1,23,22.56,-69.86099999999999
b3t23l2,23,20.51,-4.818
b3t23l3,23,18.46,-4.818
b3t24l1,24,22.56,-60.291
b3t24l2,24,20.51,-4.1579999999999995
b3t24l3,24,18.46,-4.1579999999999995
b4t1l1,1,23.33,-26.360708871022233
b4t1l2,1,21.21,-1.8165822579555435
b4t1l3,1,19.08,-1.8165822579555435
b4t2l1,2,23.33,-24.78693520708061
b4t2l2,2,21.21,-1.7081295858387946
b4t2l3,2,19.08,-1.7081295858387946
b4t3l1,3,23.33,-23.60660495912439
b4t3l2,3,21.21,-1.626790081751233
b4t3l3,3,19.08,-1.626790081751233
b4t4l1,4,23.33,-23.213161543138984
b4t4l2,4,21.21,-1.5996769137220457
b4t4l3,4,19.08,-1.5996769137220457
b4t5l1,5,23.33,-23.213161543138984
b4t5l2,5,21.21,-1.5996769137220457
b4t5l3,5,19.08,-1.5996769137220457
b4t6l1,6,23.33,-23.60660495912439
b4t6l2,6,21.21,-1.626790081751233
b4t6l3,6,19.08,-1.626790081751233
b4t7l1,7,23.33,-29.11481278292008
b4t7l2,7,21.21,-2.006374434159854
b4t7l3,7,19.08,-2.006374434159854
b4t8l1,8,23.33,-33.83613377474496
b4t8l2,8,21.21,-2.3317324505101005
b4t8l3,8,19.08,-2.3317324505101005
b4t9l1,9,23.33,-37.37712451861361
b4t9l2,9,21.21,-2.5757509627727853
b4t9l3,9,19.08,-2.5757509627727853
b4t10l1,10,23.33,-37.77056793459902
b4t10l2,10,21.21,-2.6028641308019727
b4t10l3,10,19.08,-2.6028641308019727
b4t11l1,11,23.33,-37.77056793459902
b4t11l2,11,21.21,-2.6028641308019727
b4t11l3,11,19.08,-2.6028641308019727
b4t12l1,12,23.33,-37.37712451861361
b4t12l2,12,21.21,-2.5757509627727853
b4t12l3,12,19.08,-2.5757509627727853
b4t13l1,13,23.33,-37.37712451861361
b4t13l2,13,21.21,-2.5757509627727853
b4t13l3,13,19.08,-2.5757509627727853
b4t14l1,14,23.33,-37.37712451861361
b4t14l2,14,21.21,-2.5757509627727853
b4t14l3,14,19.08,-2.5757509627727853
b4t15l1,15,23.33,-36.59023768664281
b4t15l2,15,21.21,-2.5215246267144114
b4t15l3,15,19.08,-2.5215246267144114
b4t16l1,16,23.33,-36.98368110262821
b4t16l2,16,21.21,-2.5486377947435983
b4t16l3,16,19.08,-2.5486377947435983
b4t17l1,17,23.33,-38.950898182555235
b4t17l2,17,21.21,-2.6842036348895344
b4t17l3,17,19.08,-2.6842036348895344
b4t18l1,18,23.33,-39.34434159854065
b4t18l2,18,21.21,-2.711316802918722
b4t18l3,18,19.08,-2.711316802918722
b4t19l1,19,23.33,-39.34434159854065
b4t19l2,19,21.21,-2.711316802918722
b4t19l3,19,19.08,-2.711316802918722
b4t20l1,20,23.33,-37.77056793459902
b4t20l2,20,21.21,-2.6028641308019727
b4t20l3,20,19.08,-2.6028641308019727
b4t21l1,21,23.33,-35.80335085467199
b4t21l2,21,21.21,-2.467298290656037
b4t21l3,21,19.08,-2.467298290656037
b4t22l1,22,23.33,-32.65580352678874
b4t22l2,22,21.21,-2.2503929464225387
b4t22l3,22,19.08,-2.2503929464225387
b4t23l1,23,23.33,-28.721369366934674
b4t23l2,23,21.21,-1.9792612661306668
b4t23l3,23,19.08,-1.9792612661306668
b4t24l1,24,23.33,-24.78693520708061
b4t24l2,24,21.21,-1.7081295858387946
b4t24l3,24,19.08,-1.7081295858387946
b5t1l1,1,23.2,-25.29205886909373
b5t1l2,1,21.09,-1.7428822618125488
b5t1l3,1,18.98,-1.7428822618125488
b5t2l1,2,23.2,-23.782085205267236
b5t2l2,2,21.09,-1.6388295894655307
b5t2l3,2,18.98,-1.6388295894655307
b5t3l1,3,23.2,-22.649604957397365
b5t3l2,3,21.09,-1.5607900852052674
b5t3l3,3,18.98,-1.5607900852052674
b5t4l1,4,23.2,-22.272111541440744
b5t4l2,4,21.09,-1.5347769171185128
b5t4l3,4,18.98,-1.5347769171185128
b5t5l1,5,23.2,-22.272111541440744
b5t5l2,5,21.09,-1.5347769171185128
b5t5l3,5,18.98,-1.5347769171185128
b5t6l1,6,23.2,-22.649604957397365
b5t6l2,6,21.09,-1.5607900852052674
b5t6l3,6,18.98,-1.5607900852052674
b5t7l1,7,23.2,-27.934512780790087
b5t7l2,7,21.09,-1.92497443841983
b5t7l3,7,18.98,-1.92497443841983
b5t8l1,8,23.2,-32.46443377226956
b5t8l2,8,21.09,-2.2371324554608836
b5t8l3,8,18.98,-2.2371324554608836
b5t9l1,9,23.2,-35.861874515879165
b5t9l2,9,21.09,-2.4712509682416735
b5t9l3,9,18.98,-2.4712509682416735
b5t10l1,10,23.2,-36.23936793183579
b5t10l2,10,21.09,-2.4972641363284276
b5t10l3,10,18.98,-2.4972641363284276
b5t11l1,11,23.2,-36.23936793183579
b5t11l2,11,21.09,-2.4972641363284276
b5t11l3,11,18.98,-2.4972641363284276
b5t12l1,12,23.2,-35.861874515879165
b5t12l2,12,21.09,-2.4712509682416735
b5t12l3,12,18.98,-2.4712509682416735
b5t13l1,13,23.2,-35.861874515879165
b5t13l2,13,21.09,-2.4712509682416735
b5t13l3,13,18.98,-2.4712509682416735
b5t14l1,14,23.2,-35.861874515879165
b5t14l2,14,21.09,-2.4712509682416735
b5t14l3,14,18.98,-2.4712509682416735
b5t15l1,15,23.2,-35.10688768396592
b5t15l2,15,21.09,-2.4192246320681647
b5t15l3,15,18.98,-2.4192246320681647
b5t16l1,16,23.2,-35.48438109992254
b5t16l2,16,21.09,-2.445237800154919
b5t16l3,16,18.98,-2.445237800154919
b5t17l1,17,23.2,-37.37184817970565
b5t17l2,17,21.09,-2.575303640588691
b5t17l3,17,18.98,-2.575303640588691
b5t18l1,18,23.2,-37.74934159566228
b5t18l2,18,21.09,-2.601316808675446
b5t18l3,18,18.98,-2.601316808675446
b5t19l1,19,23.2,-37.74934159566228
b5t19l2,19,21.09,-2.601316808675446
b5t19l3,19,18.98,-2.601316808675446
b5t20l1,20,23.2,-36.23936793183579
b5t20l2,20,21.09,-2.4972641363284276
b5t20l3,20,18.98,-2.4972641363284276
b5t21l1,21,23.2,-34.35190085205267
b5t21l2,21,21.09,-2.3671982958946556
b5t21l3,21,18.98,-2.3671982958946556
b5t22l1,22,23.2,-31.33195352439969
b5t22l2,22,21.09,-2.15909295120062
b5t22l3,22,18.98,-2.15909295120062
b5t23l1,23,23.2,-27.55701936483346
b5t23l2,23,21.09,-1.8989612703330752
b5t23l3,23,18.98,-1.8989612703330752
b5t24l1,24,23.2,-23.782085205267236
b5t24l2,24,21.09,-1.6388295894655307
b5t24l3,24,18.98,-1.6388295894655307
b6t1l1,1,23.3,-48.446817733990144
b6t1l2,1,21.18,-3.3383645320197046
b6t1l3,1,19.06,-3.3383645320197046
b6t2l1,2,23.3,-45.55447040658775
b6t2l2,2,21.18,-3.139059186824498
b6t2l3,2,19.06,-3.139059186824498
b6t3l1,3,23.3,-43.38520991103595
b6t3l2,3,21.18,-2.9895801779280937
b6t3l3,3,19.06,-2.9895801779280937
b6t4l1,4,23.3,-42.66212307918535
b6t4l2,4,21.18,-2.939753841629292
b6t4l3,4,19.06,-2.939753841629292
b6t5l1,5,23.3,-42.66212307918535
b6t5l2,5,21.18,-2.939753841629292
b6t5l3,5,19.06,-2.939753841629292
b6t6l1,6,23.3,-43.38520991103595
b6t6l2,6,21.18,-2.9895801779280937
b6t6l3,6,19.06,-2.9895801779280937
b6t7l1,7,23.3,-53.50842555694434
b6t7l2,7,21.18,-3.6871488861113155
b6t7l3,7,19.06,-3.6871488861113155
b6t8l1,8,23.3,-62.18546753915153
b6t8l2,8,21.18,-4.285064921696935
b6t8l3,8,19.06,-4.285064921696935
b6t9l1,9,23.3,-68.6932490258069
b6t9l2,9,21.18,-4.733501948386148
b6t9l3,9,19.06,-4.733501948386148
b6t10l1,10,23.3,-69.41633585765751
b6t10l2,10,21.18,-4.783328284684949
b6t10l3,10,19.06,-4.783328284684949
b6t11l1,11,23.3,-69.41633585765751
b6t11l2,11,21.18,-4.783328284684949
b6t11l3,11,19.06,-4.783328284684949
b6t12l1,12,23.3,-68.6932490258069
b6t12l2,12,21.18,-4.733501948386148
b6t12l3,12,19.06,-4.733501948386148
b6t13l1,13,23.3,-68.6932490258069
b6t13l2,13,21.18,-4.733501948386148
b6t13l3,13,19.06,-4.733501948386148
b6t14l1,14,23.3,-68.6932490258069
b6t14l2,14,21.18,-4.733501948386148
b6t14l3,14,19.06,-4.733501948386148
b6t15l1,15,23.3,-67.24707536210573
b6t15l2,15,21.18,-4.633849275788545
b6t15l3,15,19.06,-4.633849275788545
b6t16l1,16,23.3,-67.97016219395633
b6t16l2,16,21.18,-4.683675612087347
b6t16l3,16,19.06,-4.683675612087347
b6t17l1,17,23.3,-71.58559635320931
b6t17l2,17,21.18,-4.932807293581354
b6t17l3,17,19.06,-4.932807293581354
b6t18l1,18,23.3,-72.30868318505992
b6t18l2,18,21.18,-4.982633629880156
b6t18l3,18,19.06,-4.982633629880156
b6t19l1,19,23.3,-72.30868318505992
b6t19l2,19,21.18,-4.982633629880156
b6t19l3,19,19.06,-4.982633629880156
b6t20l1,20,23.3,-69.41633585765751
b6t20l2,20,21.18,-4.783328284684949
b6t20l3,20,19.06,-4.783328284684949
b6t21l1,21,23.3,-65.80090169840453
b6t21l2,21,21.18,-4.534196603190942
b6t21l3,21,19.06,-4.534196603190942
b6t22l1,22,23.3,-60.01620704359973
b6t22l2,22,21.18,-4.135585912800529
b6t22l3,22,19.06,-4.135585912800529
b6t23l1,23,23.3,-52.785338725093744
b6t23l2,23,21.18,-3.637322549812514
b6t23l3,23,19.06,-3.637322549812514
b6t24l1,24,23.3,-45.55447040658775
b6t24l2,24,21.18,-3.139059186824498
b6t24l3,24,19.06,-3.139059186824498
b7t1l1,1,23.83,-44.52775888964441
b7t1l2,1,21.67,-3.069482220711171
b7t1l3,1,19.5,-3.069482220711171
b7t2l1,2,23.83,-41.869385224591014
b7t2l2,2,21.67,-2.886229550817967
b7t2l3,2,19.5,-2.886229550817967
b7t3l1,3,23.83,-39.87560497580096
b7t3l2,3,21.67,-2.748790048398064
b7t3l3,3,19.5,-2.748790048398064
b7t4l1,4,23.83,-39.21101155953761
b7t4l2,4,21.67,-2.7029768809247625
b7t4l3,4,19.5,-2.7029768809247625
b7t5l1,5,23.83,-39.21101155953761
b7t5l2,5,21.67,-2.7029768809247625
b7t5l3,5,19.5,-2.7029768809247625
b7t6l1,6,23.83,-39.87560497580096
b7t6l2,6,21.67,-2.748790048398064
b7t6l3,6,19.5,-2.748790048398064
b7t7l1,7,23.83,-49.17991280348785
b7t7l2,7,21.67,-3.3901743930242785
b7t7l3,7,19.5,-3.3901743930242785
b7t8l1,8,23.83,-57.15503379864805
b7t8l2,8,21.67,-3.9399324027038913
b7t8l3,8,19.5,-3.9399324027038913
b7t9l1,9,23.83,-63.13637454501819
b7t9l2,9,21.67,-4.352250909963601
b7t9l3,9,19.5,-4.352250909963601
b7t10l1,10,23.83,-63.800967961281536
b7t10l2,10,21.67,-4.398064077436902
b7t10l3,10,19.5,-4.398064077436902
b7t11l1,11,23.83,-63.800967961281536
b7t11l2,11,21.67,-4.398064077436902
b7t11l3,11,19.5,-4.398064077436902
b7t12l1,12,23.83,-63.13637454501819
b7t12l2,12,21.67,-4.352250909963601
b7t12l3,12,19.5,-4.352250909963601
b7t13l1,13,23.83,-63.13637454501819
b7t13l2,13,21.67,-4.352250909963601
b7t13l3,13,19.5,-4.352250909963601
b7t14l1,14,23.83,-63.13637454501819
b7t14l2,14,21.67,-4.352250909963601
b7t14l3,14,19.5,-4.352250909963601
b7t15l1,15,23.83,-61.80718771249149
b7t15l2,15,21.67,-4.260624575016998
b7t15l3,15,19.5,-4.260624575016998
b7t16l1,16,23.83,-62.47178112875484
b7t16l2,16,21.67,-4.306437742490299
b7t16l3,16,19.5,-4.306437742490299
b7t17l1,17,23.83,-65.79474821007159
b7t17l2,17,21.67,-4.535503579856805
b7t17l3,17,19.5,-4.535503579856805
b7t18l1,18,23.83,-66.45934162633493
b7t18l2,18,21.67,-4.581316747330106
b7t18l3,18,19.5,-4.581316747330106
b7t19l1,19,23.83,-66.45934162633493
b7t19l2,19,21.67,-4.581316747330106
b7t19l3,19,19.5,-4.581316747330106
b7t20l1,20,23.83,-63.800967961281536
b7t20l2,20,21.67,-4.398064077436902
b7t20l3,20,19.5,-4.398064077436902
b7t21l1,21,23.83,-60.478000879964796
b7t21l2,21,21.67,-4.168998240070397
b7t21l3,21,19.5,-4.168998240070397
b7t22l1,22,23.83,-55.161253549857996
b7t22l2,22,21.67,-3.8024929002839882
b7t22l3,22,19.5,-3.8024929002839882
b7t23l1,23,23.83,-48.5153193872245
b7t23l2,23,21.67,-3.3443612255509776
b7t23l3,23,19.5,-3.3443612255509776
b7t24l1,24,23.83,-41.869385224591014
b7t24l2,24,21.67,-2.886229550817967
b7t24l3,24,19.5,-2.886229550817967
b8t1l1,1,24.15,-60.913050000000005
b8t1l2,1,21.96,-4.2009
b8t1l3,1,19.76,-4.2009
b8t2l1,2,24.15,-57.276450000000004
b8t2l2,2,21.96,-3.9501
b8t2l3,2,19.76,-3.9501
b8t3l1,3,24.15,-54.54900000000001
b8t3l2,3,21.96,-3.762
b8t3l3,3,19.76,-3.762
b8t4l1,4,24.15,-53.63985
b8t4l2,4,21.96,-3.6992999999999996
b8t4l3,4,19.76,-3.6992999999999996
b8t5l1,5,24.15,-53.63985
b8t5l2,5,21.96,-3.6992999999999996
b8t5l3,5,19.76,-3.6992999999999996
b8t6l1,6,24.15,-54.54900000000001
b8t6l2,6,21.96,-3.762
b8t6l3,6,19.76,-3.762
b8t7l1,7,24.15,-67.2771
b8t7l2,7,21.96,-4.639799999999999
b8t7l3,7,19.76,-4.639799999999999
b8t8l1,8,24.15,-78.18690000000001
b8t8l2,8,21.96,-5.3922
b8t8l3,8,19.76,-5.3922
b8t9l1,9,24.15,-86.36925000000001
b8t9l2,9,21.96,-5.9565
b8t9l3,9,19.76,-5.9565
b8t10l1,10,24.15,-87.2784
b8t10l2,10,21.96,-6.0192
b8t10l3,10,19.76,-6.0192
b8t11l1,11,24.15,-87.2784
b8t11l2,11,21.96,-6.0192
b8t11l3,11,19.76,-6.0192
b8t12l1,12,24.15,-86.36925000000001
b8t12l2,12,21.96,-5.9565
b8t12l3,12,19.76,-5.9565
b8t13l1,13,24.15,-86.36925000000001
b8t13l2,13,21.96,-5.9565
b8t13l3,13,19.76,-5.9565
b8t14l1,14,24.15,-86.36925000000001
b8t14l2,14,21.96,-5.9565
b8t14l3,14,19.76,-5.9565
b8t15l1,15,24.15,-84.55095
b8t15l2,15,21.96,-5.831099999999999
b8t15l3,15,19.76,-5.831099999999999
b8t16l1,16,24.15,-85.46010000000001
b8t16l2,16,21.96,-5.8938
b8t16l3,16,19.76,-5.8938
b8t17l1,17,24.15,-90.00585000000001
b8t17l2,17,21.96,-6.2073
b8t17l3,17,19.76,-6.2073
b8t18l1,18,24.15,-90.915
b8t18l2,18,21.96,-6.27
b8t18l3,18,19.76,-6.27
b8t19l1,19,24.15,-90.915
b8t19l2,19,21.96,-6.27
b8t19l3,19,19.76,-6.27
b8t20l1,20,24.15,-87.2784
b8t20l2,20,21.96,-6.0192
b8t20l3,20,19.76,-6.0192
b8t21l1,21,24.15,-82.73265
b8t21l2,21,21.96,-5.705699999999999
b8t21l3,21,19.76,-5.705699999999999
b8t22l1,22,24.15,-75.45945
b8t22l2,22,21.96,-5.2040999999999995
b8t22l3,22,19.76,-5.2040999999999995
b8t23l1,23,24.15,-66.36795000000001
b8t23l2,23,21.96,-4.5771
b8t23l3,23,19.76,-4.5771
b8t24l1,24,24.15,-57.276450000000004
b8t24l2,24,21.96,-3.9501
b8t24l3,24,19.76,-3.9501
b9t1l1,1,22.84,-62.33926775612823
b9t1l2,1,20.76,-4.296464487743557
b9t1l3,1,18.68,-4.296464487743557
b9t2l1,2,22.84,-58.61752042740416
b9t2l2,2,20.76,-4.039959145191704
b9t2l3,2,18.68,-4.039959145191704
b9t3l1,3,22.84,-55.826209930861104
b9t3l2,3,20.76,-3.8475801382778125
b9t3l3,3,18.68,-3.8475801382778125
b9t4l1,4,22.84,-54.89577309868008
b9t4l2,4,20.76,-3.783453802639849
b9t4l3,4,18.68,-3.783453802639849
b9t5l1,5,22.84,-54.89577309868008
b9t5l2,5,20.76,-3.783453802639849
b9t5l3,5,18.68,-3.783453802639849
b9t6l1,6,22.84,-55.826209930861104
b9t6l2,6,20.76,-3.8475801382778125
b9t6l3,6,18.68,-3.8475801382778125
b9t7l1,7,22.84,-68.85232558139535
b9t7l2,7,20.76,-4.745348837209302
b9t7l3,7,18.68,-4.745348837209302
b9t8l1,8,22.84,-80.01756756756758
b9t8l2,8,20.76,-5.514864864864865
b9t8l3,8,18.68,-5.514864864864865
b9t9l1,9,22.84,-88.39149905719674
b9t9l2,9,20.76,-6.092001885606536
b9t9l3,9,18.68,-6.092001885606536
b9t10l1,10,22.84,-89.32193588937776
b9t10l2,10,20.76,-6.1561282212445
b9t10l3,10,18.68,-6.1561282212445
b9t11l1,11,22.84,-89.32193588937776
b9t11l2,11,20.76,-6.1561282212445
b9t11l3,11,18.68,-6.1561282212445
b9t12l1,12,22.84,-88.39149905719674
b9t12l2,12,20.76,-6.092001885606536
b9t12l3,12,18.68,-6.092001885606536
b9t13l1,13,22.84,-88.39149905719674
b9t13l2,13,20.76,-6.092001885606536
b9t13l3,13,18.68,-6.092001885606536
b9t14l1,14,22.84,-88.39149905719674
b9t14l2,14,20.76,-6.092001885606536
b9t14l3,14,18.68,-6.092001885606536
b9t15l1,15,22.84,-86.53062539283471
b9t15l2,15,20.76,-5.96374921433061
b9t15l3,15,18.68,-5.96374921433061
b9t16l1,16,22.84,-87.46106222501572
b9t16l2,16,20.76,-6.027875549968573
b9t16l3,16,18.68,-6.027875549968573
b9t17l1,17,22.84,-92.11324638592082
b9t17l2,17,20.76,-6.3485072281583905
b9t17l3,17,18.68,-6.3485072281583905
b9t18l1,18,22.84,-93.04368321810183
b9t18l2,18,20.76,-6.412633563796354
b9t18l3,18,18.68,-6.412633563796354
b9t19l1,19,22.84,-93.04368321810183
b9t19l2,19,20.76,-6.412633563796354
b9t19l3,19,18.68,-6.412633563796354
b9t20l1,20,22.84,-89.32193588937776
b9t20l2,20,20.76,-6.1561282212445
b9t20l3,20,18.68,-6.1561282212445
b9t21l1,21,22.84,-84.66975172847268
b9t21l2,21,20.76,-5.835496543054683
b9t21l3,21,18.68,-5.835496543054683
b9t22l1,22,22.84,-77.22625707102452
b9t22l2,22,20.76,-5.322485857950975
b9t22l3,22,18.68,-5.322485857950975
b9t23l1,23,22.84,-67.92188874921435
b9t23l2,23,20.76,-4.681222501571339
b9t23l3,23,18.68,-4.681222501571339
b9t24l1,24,22.84,-58.61752042740416
b9t24l2,24,20.76,-4.039959145191704
b9t24l3,24,18.68,-4.039959145191704
b10t1l1,1,22.94,-69.46225
