id,scalable_order_id,t,p,q
s31t22l1,s31MAP,22,0.0250901360129329,169.75573898453422
s31t23l1,s31MAP,23,0.0250901360129329,59.09379038067742
s32t1l1,s32MAP,1,0.0096855276675486,9.648240557336068
s32t2l1,s32MAP,2,0.0096855276675486,9.645672426732244
s32t3l1,s32MAP,3,0.0096855276675486,9.6431121044584
s32t4l1,s32MAP,4,0.0096855276675486,9.64056438423411
s32t5l1,s32MAP,5,0.0096855276675486,9.63798451173117
s32t6l1,s32MAP,6,0.0096855276675486,9.635387096407907
s32t7l1,s32MAP,7,0.0096855276675486,9.63280764645548
s32t8l1,s32MAP,8,0.0096855276675486,9.630219312396756
s32t9l1,s32MAP,9,0.0096855276675486,9.627679430494243
s32t10l1,s32MAP,10,0.0096855276675486,9.625437885628209
s32t11l1,s32MAP,11,0.0096855276675486,9.62399098587581
s32t12l1,s32MAP,12,0.0096855276675486,9.62411605663304
s32t13l1,s32MAP,13,0.0096855276675486,9.6278716653092
s32t14l1,s32MAP,14,0.0096855276675486,9.632942217311282
s32t15l1,s32MAP,15,0.0096855276675486,9.63813003164235
s32t16l1,s32MAP,16,0.0096855276675486,9.641317884838918
s32t17l1,s32MAP,17,0.0096855276675486,9.641529976860406
s32t18l1,s32MAP,18,0.0096855276675486,9.639036243220309
s32t19l1,s32MAP,19,0.0096855276675486,9.63634951397074
s32t20l1,s32MAP,20,0.0096855276675486,9.633650004228654
s32t21l1,s32MAP,21,0.0096855276675486,9.630980783962508
s32t22l1,s32MAP,22,0.0096855276675486,9.628309820224407
s32t23l1,s32MAP,23,0.0096855276675486,9.62557804662085
s32t24l1,s32MAP,24,0.0096855276675486,9.622838754151203
s33t8l1,s33MAP,8,0.0196082415780543,47.84594295955125
s33t9l1,s33MAP,9,0.0196082415780543,102.49491892801738
s33t10l1,s33MAP,10,0.0196082415780543,91.85745703228264
s33t11l1,s33MAP,11,0.0196082415780543,104.63953524984689
s33t12l1,s33MAP,12,0.0196082415780543,126.11694763882744
s33t13l1,s33MAP,13,0.0196082415780543,126.08704594615573
s33t14l1,s33MAP,14,0.0196082415780543,169.04261419225406
s33t15l1,s33MAP,15,0.0196082415780543,147.7189029735035
s33t16l1,s33MAP,16,0.0196082415780543,121.7486693574017
s33t17l1,s33MAP,17,0.0196082415780543,27.72001096115393
s37t1l1,s37MAP,1,0.0256846848752405,24.66201502352094
s37t3l1,s37MAP,3,0.0256846848752405,28.62831599192612
s37t4l1,s37MAP,4,0.0256846848752405,56.11417690322695
s37t5l1,s37MAP,5,0.0256846848752405,83.65444116610703
s37t6l1,s37MAP,6,0.0256846848752405,81.99291531114183
s37t7l1,s37MAP,7,0.0256846848752405,76.65309339555228
s37t8l1,s37MAP,8,0.0256846848752405,103.23117808694508
s37t9l1,s37MAP,9,0.0256846848752405,102.65094207783731
s37t10l1,s37MAP,10,0.0256846848752405,149.97710409880227
s37t11l1,s37MAP,11,0.0256846848752405,135.25197376188746
s37t12l1,s37MAP,12,0.0256846848752405,99.29964784500946
s37t13l1,s37MAP,13,0.0256846848752405,100.58977885672184
s37t14l1,s37MAP,14,0.0256846848752405,127.75896465136536
s37t15l1,s37MAP,15,0.0256846848752405,113.72222426020828
s37t16l1,s37MAP,16,0.0256846848752405,99.07607518924404
s37t17l1,s37MAP,17,0.0256846848752405,145.85315414984424
s37t18l1,s37MAP,18,0.0256846848752405,112.90420775111824
s37t19l1,s37MAP,19,0.0256846848752405,86.85145296848695
s37t20l1,s37MAP,20,0.0256846848752405,125.12058792846916
s37t21l1,s37MAP,21,0.0256846848752405,111.56320986607766
s37t22l1,s37MAP,22,0.0256846848752405,56.318772317710774
s37t23l1,s37MAP,23,0.0256846848752405,38.88294627950544
s37t24l1,s37MAP,24,0.0256846848752405,25.294752161793586
s38t1l1,s38MAP,1,0.0091663899766648,2.8564639468234354
s38t2l1,s38MAP,2,0.0091663899766648,2.8557036245204253
s38t3l1,s38MAP,3,0.0091663899766648,2.8549456139563203
s38t4l1,s38MAP,4,0.0091663899766648,2.854191334362644
s38t5l1,s38MAP,5,0.0091663899766648,2.8534275357458645
s38t6l1,s38MAP,6,0.0091663899766648,2.852658543391068
s38t7l1,s38MAP,7,0.0091663899766648,2.8518948698748496
s38t8l1,s38MAP,8,0.0091663899766648,2.851128566124736
s38t9l1,s38MAP,9,0.0091663899766648,2.8503766071493564
s38t10l1,s38MAP,10,0.0091663899766648,2.8497129740178053
s38t11l1,s38MAP,11,0.0091663899766648,2.8492846040002022
s38t12l1,s38MAP,12,0.0091663899766648,2.849321632524388
s38t13l1,s38MAP,13,0.0091663899766648,2.8504335203051774
s38t14l1,s38MAP,14,0.0091663899766648,2.851934711003976
s38t15l1,s38MAP,15,0.0091663899766648,2.8534706184589624
s38t16l1,s38MAP,16,0.0091663899766648,2.8544144162083707
s38t17l1,s38MAP,17,0.0091663899766648,2.8544772083007928
s38t18l1,s38MAP,18,0.0091663899766648,2.853738912007952
s38t19l1,s38MAP,19,0.0091663899766648,2.852943477318003
s38t20l1,s38MAP,20,0.0091663899766648,2.8521442588276953
s38t21l1,s38MAP,21,0.0091663899766648,2.851354007857991
s38t22l1,s38MAP,22,0.0091663899766648,2.8505632407149224
s38t23l1,s38MAP,23,0.0091663899766648,2.8497544701662334
s38t24l1,s38MAP,24,0.0091663899766648,2.848943473577493
s39t8l1,s39MAP,8,0.0205273656828866,53.601595884959806
s39t9l1,s39MAP,9,0.0205273656828866,79.66915779477546
s39t10l1,s39MAP,10,0.0205273656828866,56.592795896425066
s39t11l1,s39MAP,11,0.0205273656828866,54.57605347813401
s39t12l1,s39MAP,12,0.0205273656828866,57.4631686722164
s39t13l1,s39MAP,13,0.0205273656828866,40.04892042499449
s39t14l1,s39MAP,14,0.0205273656828866,54.7190835347004
s39t15l1,s39MAP,15,0.0205273656828866,40.56561373714245
s39t16l1,s39MAP,16,0.0205273656828866,37.11270805204249
s43t1l1,s43MAP,1,0.02518886375889,460.1329380751329
s43t2l1,s43MAP,2,0.02518886375889,493.19019837475713
s43t3l1,s43MAP,3,0.02518886375889,501.5226941830382
s43t4l1,s43MAP,4,0.02518886375889,441.66598668443527
s43t5l1,s43MAP,5,0.02518886375889,365.2713139731593
s43t6l1,s43MAP,6,0.02518886375889,352.9292060964964
s43t7l1,s43MAP,7,0.02518886375889,348.8036671878537
s43t8l1,s43MAP,8,0.02518886375889,281.0287922481726
s43t9l1,s43MAP,9,0.02518886375889,269.6633010632648
s43t10l1,s43MAP,10,0.02518886375889,268.6949964563683
s43t11l1,s43MAP,11,0.02518886375889,292.5059196921087
s43t12l1,s43MAP,12,0.02518886375889,227.57186666393915
s43t13l1,s43MAP,13,0.02518886375889,241.66855537306935
s43t14l1,s43MAP,14,0.02518886375889,215.48885320725063
s43t15l1,s43MAP,15,0.02518886375889,214.61968974731516
s43t16l1,s43MAP,16,0.02518886375889,234.9736554950644
s43t17l1,s43MAP,17,0.02518886375889,203.28335570094225
s43t18l1,s43MAP,18,0.02518886375889,272.03926572329874
s43t19l1,s43MAP,19,0.02518886375889,398.6761261475856
s43t20l1,s43MAP,20,0.02518886375889,408.32723596475614
s43t21l1,s43MAP,21,0.02518886375889,379.45452931983345
s43t22l1,s43MAP,22,0.02518886375889,338.19914605805
s43t23l1,s43MAP,23,0.02518886375889,359.6810879511219
s43t24l1,s43MAP,24,0.02518886375889,284.3551432629767
s44t1l1,s44MAP,1,0.0101135703847885,3.0406576301907604
s44t2l1,s44MAP,2,0.0101135703847885,3.0398482799398585
s44t3l1,s44MAP,3,0.0101135703847885,3.03904139049598
s44t4l1,s44MAP,4,0.0101135703847885,3.0382384726071137
s44t5l1,s44MAP,5,0.0101135703847885,3.0374254218789143
s44t6l1,s44MAP,6,0.0101135703847885,3.0366068425043102
s44t7l1,s44MAP,7,0.0101135703847885,3.0357939249435453
s44t8l1,s44MAP,8,0.0101135703847885,3.0349782075432192
s44t9l1,s44MAP,9,0.0101135703847885,3.0341777599133373
s44t10l1,s44MAP,10,0.0101135703847885,3.0334713336525256
s44t11l1,s44MAP,11,0.0101135703847885,3.033015341003286
s44t12l1,s44MAP,12,0.0101135703847885,3.0330547572419273
s44t13l1,s44MAP,13,0.0101135703847885,3.034238343006535
s44t14l1,s44MAP,14,0.0101135703847885,3.0358363351526463
s44t15l1,s44MAP,15,0.0101135703847885,3.037471282699407
s44t16l1,s44MAP,16,0.0101135703847885,3.038475939464386
s44t17l1,s44MAP,17,0.0101135703847885,3.03854278058631
s44t18l1,s44MAP,18,0.0101135703847885,3.037756876651249
s44t19l1,s44MAP,19,0.0101135703847885,3.036910149857445
s44t20l1,s44MAP,20,0.0101135703847885,3.036059395272061
s44t21l1,s44MAP,21,0.0101135703847885,3.0352181864609116
s44t22l1,s44MAP,22,0.0101135703847885,3.034376428191934
s44t23l1,s44MAP,23,0.0101135703847885,3.0335155056017222
s44t24l1,s44MAP,24,0.0101135703847885,3.0326522134294702
s45t8l1,s45MAP,8,0.0193179192882894,40.1220897740444
s45t9l1,s45MAP,9,0.0193179192882894,71.45491197499759
s45t10l1,s45MAP,10,0.0193179192882894,77.00287824764627
s45t11l1,s45MAP,11,0.0193179192882894,101.62858044742548
s45t12l1,s45MAP,12,0.0193179192882894,138.31275355252512
s45t13l1,s45MAP,13,0.0193179192882894,186.76050647739615
s45t14l1,s45MAP,14,0.0193179192882894,366.11593397996296
s45t15l1,s45MAP,15,0.0193179192882894,349.9168792242074
s45t16l1,s45MAP,16,0.0193179192882894,204.3264769131013
s45t17l1,s45MAP,17,0.0193179192882894,30.61176881540021
s48t1l1,s48MAP,1,0.0247147951333663,3.5357583001224917
s48t3l1,s48MAP,3,0.0247147951333663,3.5832681803023054
s48t4l1,s48MAP,4,0.0247147951333663,6.124593606197499
s48t5l1,s48MAP,5,0.0247147951333663,7.125082109073815
s48t6l1,s48MAP,6,0.0247147951333663,4.870573383293464
s48t7l1,s48MAP,7,0.0247147951333663,9.017619631701775
s48t8l1,s48MAP,8,0.0247147951333663,10.14616879643299
s48t11l1,s48MAP,11,0.0247147951333663,7.615156780931394
s48t12l1,s48MAP,12,0.0247147951333663,9.825798543628464
s48t13l1,s48MAP,13,0.0247147951333663,8.504168283571362
s48t14l1,s48MAP,14,0.0247147951333663,6.229593889147326
s48t15l1,s48MAP,15,0.0247147951333663,5.242973348529799
s48t16l1,s48MAP,16,0.0247147951333663,8.323330621009712
s48t17l1,s48MAP,17,0.0247147951333663,8.18316246464932
s48t18l1,s48MAP,18,0.0247147951333663,8.658768085241537
s48t19l1,s48MAP,19,0.0247147951333663,15.687481648051516
s48t20l1,s48MAP,20,0.0247147951333663,15.36235172502666
s48t21l1,s48MAP,21,0.0247147951333663,15.592959345890964
s48t22l1,s48MAP,22,0.0247147951333663,26.70923669091418
s48t23l1,s48MAP,23,0.0247147951333663,18.745575262980708
s48t24l1,s48MAP,24,0.0247147951333663,18.857026920597292
s49t1l1,s49MAP,1,0.009087182927598,0.8020709069381396
s49t2l1,s49MAP,2,0.009087182927598,0.8018574148687513
s49t3l1,s49MAP,3,0.009087182927598,0.8016445719160872
s49t4l1,s49MAP,4,0.009087182927598,0.8014327765883509
s49t5l1,s49MAP,5,0.009087182927598,0.80121830839947
s49t6l1,s49MAP,6,0.009087182927598,0.8010023818528998
s49t7l1,s49MAP,7,0.009087182927598,0.8007879487911981
s49t8l1,s49MAP,8,0.009087182927598,0.8005727771820738
s49t9l1,s49MAP,9,0.009087182927598,0.8003616334643195
s49t10l1,s49MAP,10,0.009087182927598,0.8001752908961631
s49t11l1,s49MAP,11,0.009087182927598,0.8000550082197769
s49t12l1,s49MAP,12,0.009087182927598,0.8000654055160598
s49t13l1,s49MAP,13,0.009087182927598,0.8003776141969162
s49t14l1,s49MAP,14,0.009087182927598,0.8007991358431501
s49t15l1,s49MAP,15,0.009087182927598,0.8012304056607731
s49t16l1,s49MAP,16,0.009087182927598,0.8014954160830737
s49t17l1,s49MAP,17,0.009087182927598,0.8015130475713249
s49t18l1,s49MAP,18,0.009087182927598,0.8013057402192236
s49t19l1,s49MAP,19,0.009087182927598,0.8010823888886787
s49t20l1,s49MAP,20,0.009087182927598,0.8008579750990085
s49t21l1,s49MAP,21,0.009087182927598,0.800636079313247
s49t22l1,s49MAP,22,0.009087182927598,0.8004140385903724
s49t23l1,s49MAP,23,0.009087182927598,0.8001869426635314
s49t24l1,s49MAP,24,0.009087182927598,0.799959221683479
s50t8l1,s50MAP,8,0.0196095361468221,37.356554316001585
s50t9l1,s50MAP,9,0.0196095361468221,59.81650693185712
s50t10l1,s50MAP,10,0.0196095361468221,51.92573285760708
