period,generator,seller,carrier,node,min_prod,max_prod,size1,cost1,no_load_cost,min_uptime
23,3372 ror,9,ror,3372,0.0,41.905294324177646,41.905294324177646,0.010268801917102643,0.0,0
24,3372 ror,9,ror,3372,0.0,41.89336871756738,41.89336871756738,0.010268801917102643,0.0,0
1,3372 solar,10,solar,3372,0.0,0.0,0.0,0.020698863588155578,0.0,0
2,3372 solar,10,solar,3372,0.0,0.0,0.0,0.020698863588155578,0.0,0
3,3372 solar,10,solar,3372,0.0,0.0,0.0,0.020698863588155578,0.0,0
4,3372 solar,10,solar,3372,0.0,0.0,0.0,0.020698863588155578,0.0,0
5,3372 solar,10,solar,3372,0.0,0.0,0.0,0.020698863588155578,0.0,0
6,3372 solar,10,solar,3372,0.0,0.0,0.0,0.020698863588155578,0.0,0
7,3372 solar,10,solar,3372,0.0,0.0,0.0,0.020698863588155578,0.0,0
8,3372 solar,10,solar,3372,0.0,8.91692868363515,8.91692868363515,0.020698863588155578,0.0,0
9,3372 solar,10,solar,3372,0.0,12.288594832858095,12.288594832858095,0.020698863588155578,0.0,0
10,3372 solar,10,solar,3372,0.0,11.689493928455478,11.689493928455478,0.020698863588155578,0.0,0
11,3372 solar,10,solar,3372,0.0,12.423269425122925,12.423269425122925,0.020698863588155578,0.0,0
12,3372 solar,10,solar,3372,0.0,11.891540698694339,11.891540698694339,0.020698863588155578,0.0,0
13,3372 solar,10,solar,3372,0.0,8.655212551838602,8.655212551838602,0.020698863588155578,0.0,0
14,3372 solar,10,solar,3372,0.0,11.39356254088479,11.39356254088479,0.020698863588155578,0.0,0
15,3372 solar,10,solar,3372,0.0,8.960932310760576,8.960932310760576,0.020698863588155578,0.0,0
16,3372 solar,10,solar,3372,0.0,8.212520092092676,8.212520092092676,0.020698863588155578,0.0,0
17,3372 solar,10,solar,3372,0.0,0.0,0.0,0.020698863588155578,0.0,0
18,3372 solar,10,solar,3372,0.0,0.0,0.0,0.020698863588155578,0.0,0
19,3372 solar,10,solar,3372,0.0,0.0,0.0,0.020698863588155578,0.0,0
20,3372 solar,10,solar,3372,0.0,0.0,0.0,0.020698863588155578,0.0,0
21,3372 solar,10,solar,3372,0.0,0.0,0.0,0.020698863588155578,0.0,0
22,3372 solar,10,solar,3372,0.0,0.0,0.0,0.020698863588155578,0.0,0
23,3372 solar,10,solar,3372,0.0,0.0,0.0,0.020698863588155578,0.0,0
24,3372 solar,10,solar,3372,0.0,0.0,0.0,0.020698863588155578,0.0,0
1,3373 onwind,13,onwind,3373,0.0,0.8543178589304233,0.8543178589304233,0.024184209879890152,0.0,0
2,3373 onwind,13,onwind,3373,0.0,1.2586369747506378,1.2586369747506378,0.024184209879890152,0.0,0
3,3373 onwind,13,onwind,3373,0.0,1.015384915300751,1.015384915300751,0.024184209879890152,0.0,0
4,3373 onwind,13,onwind,3373,0.0,0.9707863246138989,0.9707863246138989,0.024184209879890152,0.0,0
5,3373 onwind,13,onwind,3373,0.0,0.9572529258652661,0.9572529258652661,0.024184209879890152,0.0,0
6,3373 onwind,13,onwind,3373,0.0,1.1484552411894533,1.1484552411894533,0.024184209879890152,0.0,0
7,3373 onwind,13,onwind,3373,0.0,0.8798098725227161,0.8798098725227161,0.024184209879890152,0.0,0
8,3373 onwind,13,onwind,3373,0.0,0.0,0.0,0.024184209879890152,0.0,0
9,3373 onwind,13,onwind,3373,0.0,0.0,0.0,0.024184209879890152,0.0,0
10,3373 onwind,13,onwind,3373,0.0,0.0,0.0,0.024184209879890152,0.0,0
11,3373 onwind,13,onwind,3373,0.0,0.0,0.0,0.024184209879890152,0.0,0
12,3373 onwind,13,onwind,3373,0.0,0.0,0.0,0.024184209879890152,0.0,0
13,3373 onwind,13,onwind,3373,0.0,0.0,0.0,0.024184209879890152,0.0,0
14,3373 onwind,13,onwind,3373,0.0,0.0,0.0,0.024184209879890152,0.0,0
15,3373 onwind,13,onwind,3373,0.0,0.0,0.0,0.024184209879890152,0.0,0
16,3373 onwind,13,onwind,3373,0.0,0.0,0.0,0.024184209879890152,0.0,0
17,3373 onwind,13,onwind,3373,0.0,0.0,0.0,0.024184209879890152,0.0,0
18,3373 onwind,13,onwind,3373,0.0,1.2318359917045691,1.2318359917045691,0.024184209879890152,0.0,0
19,3373 onwind,13,onwind,3373,0.0,2.3519506566888415,2.3519506566888415,0.024184209879890152,0.0,0
20,3373 onwind,13,onwind,3373,0.0,2.5737523859546023,2.5737523859546023,0.024184209879890152,0.0,0
21,3373 onwind,13,onwind,3373,0.0,3.1259784886774185,3.1259784886774185,0.024184209879890152,0.0,0
22,3373 onwind,13,onwind,3373,0.0,3.6085980578799495,3.6085980578799495,0.024184209879890152,0.0,0
23,3373 onwind,13,onwind,3373,0.0,2.5460163835845413,2.5460163835845413,0.024184209879890152,0.0,0
24,3373 onwind,13,onwind,3373,0.0,0.7738205196864136,0.7738205196864136,0.024184209879890152,0.0,0
1,3373 ror,14,ror,3373,0.0,613.2666315250874,613.2666315250874,0.009867402345359056,0.0,0
2,3373 ror,14,ror,3373,0.0,613.1033946327894,613.1033946327894,0.009867402345359056,0.0,0
3,3373 ror,14,ror,3373,0.0,612.9406540577418,612.9406540577418,0.009867402345359056,0.0,0
4,3373 ror,14,ror,3373,0.0,612.7787145009145,612.7787145009145,0.009867402345359056,0.0,0
5,3373 ror,14,ror,3373,0.0,612.6147312637387,612.6147312637387,0.009867402345359056,0.0,0
6,3373 ror,14,ror,3373,0.0,612.4496329604259,612.4496329604259,0.009867402345359056,0.0,0
7,3373 ror,14,ror,3373,0.0,612.2856765816322,612.2856765816322,0.009867402345359056,0.0,0
8,3373 ror,14,ror,3373,0.0,612.1211555065175,612.1211555065175,0.009867402345359056,0.0,0
9,3373 ror,14,ror,3373,0.0,611.9597141732955,611.9597141732955,0.009867402345359056,0.0,0
10,3373 ror,14,ror,3373,0.0,611.8172358985015,611.8172358985015,0.009867402345359056,0.0,0
11,3373 ror,14,ror,3373,0.0,611.7252672818368,611.7252672818368,0.009867402345359056,0.0,0
12,3373 ror,14,ror,3373,0.0,611.7332170962649,611.7332170962649,0.009867402345359056,0.0,0
13,3373 ror,14,ror,3373,0.0,611.9719331055172,611.9719331055172,0.009867402345359056,0.0,0
14,3373 ror,14,ror,3373,0.0,612.2942302464115,612.2942302464115,0.009867402345359056,0.0,0
15,3373 ror,14,ror,3373,0.0,612.6239808782377,612.6239808782377,0.009867402345359056,0.0,0
16,3373 ror,14,ror,3373,0.0,612.8266089097465,612.8266089097465,0.009867402345359056,0.0,0
17,3373 ror,14,ror,3373,0.0,612.8400900163605,612.8400900163605,0.009867402345359056,0.0,0
18,3373 ror,14,ror,3373,0.0,612.6815819836994,612.6815819836994,0.009867402345359056,0.0,0
19,3373 ror,14,ror,3373,0.0,612.5108066607884,612.5108066607884,0.009867402345359056,0.0,0
20,3373 ror,14,ror,3373,0.0,612.3392189773698,612.3392189773698,0.009867402345359056,0.0,0
21,3373 ror,14,ror,3373,0.0,612.1695565698366,612.1695565698366,0.009867402345359056,0.0,0
22,3373 ror,14,ror,3373,0.0,611.9997833428054,611.9997833428054,0.009867402345359056,0.0,0
23,3373 ror,14,ror,3373,0.0,611.8261448865517,611.8261448865517,0.009867402345359056,0.0,0
24,3373 ror,14,ror,3373,0.0,611.6520285121061,611.6520285121061,0.009867402345359056,0.0,0
1,3373 solar,15,solar,3373,0.0,0.0,0.0,0.01986172552665929,0.0,0
2,3373 solar,15,solar,3373,0.0,0.0,0.0,0.01986172552665929,0.0,0
3,3373 solar,15,solar,3373,0.0,0.0,0.0,0.01986172552665929,0.0,0
4,3373 solar,15,solar,3373,0.0,0.0,0.0,0.01986172552665929,0.0,0
5,3373 solar,15,solar,3373,0.0,0.0,0.0,0.01986172552665929,0.0,0
6,3373 solar,15,solar,3373,0.0,0.0,0.0,0.01986172552665929,0.0,0
7,3373 solar,15,solar,3373,0.0,0.0,0.0,0.01986172552665929,0.0,0
8,3373 solar,15,solar,3373,0.0,115.76704132414568,115.76704132414568,0.01986172552665929,0.0,0
9,3373 solar,15,solar,3373,0.0,165.61116906040436,165.61116906040436,0.01986172552665929,0.0,0
10,3373 solar,15,solar,3373,0.0,162.13570806387457,162.13570806387457,0.01986172552665929,0.0,0
11,3373 solar,15,solar,3373,0.0,170.06251661050277,170.06251661050277,0.01986172552665929,0.0,0
12,3373 solar,15,solar,3373,0.0,167.22930981962836,167.22930981962836,0.01986172552665929,0.0,0
13,3373 solar,15,solar,3373,0.0,120.96992169084083,120.96992169084083,0.01986172552665929,0.0,0
14,3373 solar,15,solar,3373,0.0,139.54323242698572,139.54323242698572,0.01986172552665929,0.0,0
15,3373 solar,15,solar,3373,0.0,105.90990524652065,105.90990524652065,0.01986172552665929,0.0,0
16,3373 solar,15,solar,3373,0.0,88.035216372799,88.035216372799,0.01986172552665929,0.0,0
17,3373 solar,15,solar,3373,0.0,0.0,0.0,0.01986172552665929,0.0,0
18,3373 solar,15,solar,3373,0.0,0.0,0.0,0.01986172552665929,0.0,0
19,3373 solar,15,solar,3373,0.0,0.0,0.0,0.01986172552665929,0.0,0
20,3373 solar,15,solar,3373,0.0,0.0,0.0,0.01986172552665929,0.0,0
21,3373 solar,15,solar,3373,0.0,0.0,0.0,0.01986172552665929,0.0,0
22,3373 solar,15,solar,3373,0.0,0.0,0.0,0.01986172552665929,0.0,0
23,3373 solar,15,solar,3373,0.0,0.0,0.0,0.01986172552665929,0.0,0
24,3373 solar,15,solar,3373,0.0,0.0,0.0,0.01986172552665929,0.0,0
1,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
2,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
3,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
4,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
5,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
6,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
7,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
8,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
9,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
10,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
11,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
12,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
13,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
14,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
15,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
16,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
17,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
18,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
19,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
20,3374 onwind,19,onwind,3374,0.0,0.0,0.0,0.02423123679015859,0.0,0
21,3374 onwind,19,onwind,3374,0.0,0.20565900375157506,0.20565900375157506,0.02423123679015859,0.0,0
22,3374 onwind,19,onwind,3374,0.0,0.5101317867310201,0.5101317867310201,0.02423123679015859,0.0,0
23,3374 onwind,19,onwind,3374,0.0,0.3961638109025132,0.3961638109025132,0.02423123679015859,0.0,0
24,3374 onwind,19,onwind,3374,0.0,0.18944870170279055,0.18944870170279055,0.02423123679015859,0.0,0
1,3374 ror,20,ror,3374,0.0,24.364243831656733,24.364243831656733,0.009634570963640642,0.0,0
2,3374 ror,20,ror,3374,0.0,24.357758653364257,24.357758653364257,0.009634570963640642,0.0,0
3,3374 ror,20,ror,3374,0.0,24.351293193076767,24.351293193076767,0.009634570963640642,0.0,0
4,3374 ror,20,ror,3374,0.0,24.344859556146748,24.344859556146748,0.009634570963640642,0.0,0
5,3374 ror,20,ror,3374,0.0,24.338344726593867,24.338344726593867,0.009634570963640642,0.0,0
6,3374 ror,20,ror,3374,0.0,24.33178559698967,24.33178559698967,0.009634570963640642,0.0,0
7,3374 ror,20,ror,3374,0.0,24.32527183448354,24.32527183448354,0.009634570963640642,0.0,0
8,3374 ror,20,ror,3374,0.0,24.318735637365545,24.318735637365545,0.009634570963640642,0.0,0
9,3374 ror,20,ror,3374,0.0,24.312321794177386,24.312321794177386,0.009634570963640642,0.0,0
10,3374 ror,20,ror,3374,0.0,24.30666132734396,24.30666132734396,0.009634570963640642,0.0,0
11,3374 ror,20,ror,3374,0.0,24.303007540090434,24.303007540090434,0.009634570963640642,0.0,0
12,3374 ror,20,ror,3374,0.0,24.303323375335964,24.303323375335964,0.009634570963640642,0.0,0
13,3374 ror,20,ror,3374,0.0,24.31280723562929,24.31280723562929,0.009634570963640642,0.0,0
14,3374 ror,20,ror,3374,0.0,24.325611659876976,24.325611659876976,0.009634570963640642,0.0,0
15,3374 ror,20,ror,3374,0.0,24.338712201117048,24.338712201117048,0.009634570963640642,0.0,0
16,3374 ror,20,ror,3374,0.0,24.346762335451817,24.346762335451817,0.009634570963640642,0.0,0
17,3374 ror,20,ror,3374,0.0,24.347297921364664,24.347297921364664,0.009634570963640642,0.0,0
18,3374 ror,20,ror,3374,0.0,24.3410006141927,24.3410006141927,0.009634570963640642,0.0,0
19,3374 ror,20,ror,3374,0.0,24.334215944370552,24.334215944370552,0.009634570963640642,0.0,0
20,3374 ror,20,ror,3374,0.0,24.32739900057741,24.32739900057741,0.009634570963640642,0.0,0
21,3374 ror,20,ror,3374,0.0,24.320658545359873,24.320658545359873,0.009634570963640642,0.0,0
22,3374 ror,20,ror,3374,0.0,24.313913687435374,24.313913687435374,0.009634570963640642,0.0,0
23,3374 ror,20,ror,3374,0.0,24.307015269244577,24.307015269244577,0.009634570963640642,0.0,0
24,3374 ror,20,ror,3374,0.0,24.300097864018195,24.300097864018195,0.009634570963640642,0.0,0
1,3374 solar,21,solar,3374,0.0,0.0,0.0,0.019829652423907263,0.0,0
2,3374 solar,21,solar,3374,0.0,0.0,0.0,0.019829652423907263,0.0,0
3,3374 solar,21,solar,3374,0.0,0.0,0.0,0.019829652423907263,0.0,0
4,3374 solar,21,solar,3374,0.0,0.0,0.0,0.019829652423907263,0.0,0
5,3374 solar,21,solar,3374,0.0,0.0,0.0,0.019829652423907263,0.0,0
6,3374 solar,21,solar,3374,0.0,0.0,0.0,0.019829652423907263,0.0,0
7,3374 solar,21,solar,3374,0.0,0.0,0.0,0.019829652423907263,0.0,0
8,3374 solar,21,solar,3374,0.0,10.601592900181863,10.601592900181863,0.019829652423907263,0.0,0
9,3374 solar,21,solar,3374,0.0,14.075343741005149,14.075343741005149,0.019829652423907263,0.0,0
10,3374 solar,21,solar,3374,0.0,12.477278541009495,12.477278541009495,0.019829652423907263,0.0,0
11,3374 solar,21,solar,3374,0.0,13.851449535274343,13.851449535274343,0.019829652423907263,0.0,0
12,3374 solar,21,solar,3374,0.0,13.02279105132339,13.02279105132339,0.019829652423907263,0.0,0
13,3374 solar,21,solar,3374,0.0,9.748793622376805,9.748793622376805,0.019829652423907263,0.0,0
14,3374 solar,21,solar,3374,0.0,12.502567836945532,12.502567836945532,0.019829652423907263,0.0,0
15,3374 solar,21,solar,3374,0.0,9.217958025208253,9.217958025208253,0.019829652423907263,0.0,0
16,3374 solar,21,solar,3374,0.0,8.486477760455395,8.486477760455395,0.019829652423907263,0.0,0
17,3374 solar,21,solar,3374,0.0,0.0,0.0,0.019829652423907263,0.0,0
18,3374 solar,21,solar,3374,0.0,0.0,0.0,0.019829652423907263,0.0,0
19,3374 solar,21,solar,3374,0.0,0.0,0.0,0.019829652423907263,0.0,0
20,3374 solar,21,solar,3374,0.0,0.0,0.0,0.019829652423907263,0.0,0
21,3374 solar,21,solar,3374,0.0,0.0,0.0,0.019829652423907263,0.0,0
22,3374 solar,21,solar,3374,0.0,0.0,0.0,0.019829652423907263,0.0,0
23,3374 solar,21,solar,3374,0.0,0.0,0.0,0.019829652423907263,0.0,0
